# script: ch04_initialisation_ablation.py
# seeds: 42, 7, 123, 2024, 5
# arms: random, sir, whitened, more starts, whitened+sir+starts
# n_restarts: 5
# max_iter: 150
part,seed,config,model,nonlinearity,noise,rho,n,p,d,arm,angle,delta_m,dcor2_u,restart_spread,seconds
grid,42,tanh_s2.0_r0.5,,tanh,2.0,0.5,200,20,1,more starts,41.647,0.66454,0.14343,0.001795,0.474
grid,42,tanh_s2.0_r0.5,,tanh,2.0,0.5,200,20,1,whitened+sir+starts,41.6737,0.664888,0.143433,0.113599,0.465
grid,7,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,random,6.766,0.117815,0.286392,0.199656,0.09
grid,7,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,sir,6.7259,0.11712,0.286408,0.185616,0.081
grid,7,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,whitened,6.6784,0.116297,0.286405,0.185466,0.087
grid,7,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,more starts,6.7369,0.117311,0.286412,0.231776,0.458
grid,7,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,whitened+sir+starts,6.7339,0.117258,0.286409,0.21698,0.443
grid,7,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,random,11.6326,0.201634,0.229341,0.000193,0.115
grid,7,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,sir,11.6995,0.202778,0.22931,0.000162,0.096
grid,7,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,whitened,11.5408,0.200065,0.229334,5e-05,0.115
grid,7,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,more starts,11.6326,0.201634,0.229341,0.197966,0.567
grid,7,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,whitened+sir+starts,11.5408,0.200065,0.229334,0.174556,0.586
grid,7,square_s1.0_r0.0,,square,1.0,0.0,200,20,1,random,20.7814,0.354803,0.161861,0.106701,0.106
grid,7,square_s1.0_r0.0,,square,1.0,0.0,200,20,1,sir,20.9967,0.358315,0.161853,0.106693,0.088
grid,7,square_s1.0_r0.0,,square,1.0,0.0,200,20,1,whitened,21.1367,0.360595,0.161847,0.125779,0.095
grid,7,square_s1.0_r0.0,,square,1.0,0.0,200,20,1,more starts,20.624,0.352234,0.161863,0.106703,0.561
grid,7,square_s1.0_r0.0,,square,1.0,0.0,200,20,1,whitened+sir+starts,20.7202,0.353805,0.16187,0.125803,0.503
grid,7,square_s2.0_r0.0,,square,2.0,0.0,200,20,1,random,65.0226,0.906474,0.133581,0.092652,0.086
grid,7,square_s2.0_r0.0,,square,2.0,0.0,200,20,1,sir,65.0226,0.906474,0.133581,0.008494,0.089
grid,7,square_s2.0_r0.0,,square,2.0,0.0,200,20,1,whitened,64.9496,0.905935,0.133588,0.092514,0.077
grid,7,square_s2.0_r0.0,,square,2.0,0.0,200,20,1,more starts,65.1207,0.907196,0.133603,0.103986,0.489
grid,7,square_s2.0_r0.0,,square,2.0,0.0,200,20,1,whitened+sir+starts,65.0814,0.906907,0.133609,0.092536,0.435
grid,7,square_s0.0_r0.5,,square,0.0,0.5,200,20,1,random,7.5894,0.132074,0.286395,0.185329,0.094
grid,7,square_s0.0_r0.5,,square,0.0,0.5,200,20,1,sir,7.5969,0.132203,0.286413,0.185433,0.082
grid,7,square_s0.0_r0.5,,square,0.0,0.5,200,20,1,whitened,7.5264,0.130983,0.286362,0.245785,0.083
grid,7,square_s0.0_r0.5,,square,0.0,0.5,200,20,1,more starts,7.7051,0.134075,0.286411,0.209295,0.522
grid,7,square_s0.0_r0.5,,square,0.0,0.5,200,20,1,whitened+sir+starts,7.4676,0.129965,0.28639,0.245813,0.469
grid,7,square_s0.5_r0.5,,square,0.5,0.5,200,20,1,random,15.574,0.268483,0.229318,0.000196,0.115
grid,7,square_s0.5_r0.5,,square,0.5,0.5,200,20,1,sir,15.7558,0.271537,0.22933,0.000208,0.102
grid,7,square_s0.5_r0.5,,square,0.5,0.5,200,20,1,whitened,15.6107,0.2691,0.229337,0.000272,0.115
grid,7,square_s0.5_r0.5,,square,0.5,0.5,200,20,1,more starts,15.7526,0.271484,0.229332,0.187723,0.61
grid,7,square_s0.5_r0.5,,square,0.5,0.5,200,20,1,whitened+sir+starts,15.6107,0.2691,0.229337,0.158786,0.587
grid,7,square_s1.0_r0.5,,square,1.0,0.5,200,20,1,random,27.1941,0.457006,0.161857,0.000351,0.108
grid,7,square_s1.0_r0.5,,square,1.0,0.5,200,20,1,sir,27.1941,0.457006,0.161857,5e-05,0.09
grid,7,square_s1.0_r0.5,,square,1.0,0.5,200,20,1,whitened,27.179,0.456771,0.161872,0.00044,0.107
grid,7,square_s1.0_r0.5,,square,1.0,0.5,200,20,1,more starts,26.9798,0.453676,0.161874,0.0554,0.573
grid,7,square_s1.0_r0.5,,square,1.0,0.5,200,20,1,whitened+sir+starts,27.179,0.456771,0.161872,0.055976,0.521
grid,7,square_s2.0_r0.5,,square,2.0,0.5,200,20,1,random,68.1967,0.928464,0.133594,0.00066,0.094
grid,7,square_s2.0_r0.5,,square,2.0,0.5,200,20,1,sir,68.5708,0.93087,0.13357,0.009407,0.079
grid,7,square_s2.0_r0.5,,square,2.0,0.5,200,20,1,whitened,68.4755,0.930261,0.133601,0.093306,0.082
grid,7,square_s2.0_r0.5,,square,2.0,0.5,200,20,1,more starts,68.481,0.930296,0.133605,0.020674,0.496
grid,7,square_s2.0_r0.5,,square,2.0,0.5,200,20,1,whitened+sir+starts,68.5175,0.930529,0.133608,0.093313,0.437
grid,7,sine_s0.0_r0.0,,sine,0.0,0.0,200,20,1,random,74.6534,0.964343,0.104717,0.031836,0.094
grid,7,sine_s0.0_r0.0,,sine,0.0,0.0,200,20,1,sir,74.6578,0.964363,0.104666,0.058635,0.087
grid,7,sine_s0.0_r0.0,,sine,0.0,0.0,200,20,1,whitened,74.6403,0.964282,0.104541,0.031592,0.074
grid,7,sine_s0.0_r0.0,,sine,0.0,0.0,200,20,1,more starts,74.6534,0.964343,0.104717,0.076485,0.449
grid,7,sine_s0.0_r0.0,,sine,0.0,0.0,200,20,1,whitened+sir+starts,74.9994,0.965923,0.104709,0.060154,0.428
grid,7,sine_s0.5_r0.0,,sine,0.5,0.0,200,20,1,random,75.0921,0.966341,0.155864,0.000159,0.096
grid,7,sine_s0.5_r0.0,,sine,0.5,0.0,200,20,1,sir,75.1033,0.966391,0.155853,9.2e-05,0.1
grid,7,sine_s0.5_r0.0,,sine,0.5,0.0,200,20,1,whitened,75.0409,0.96611,0.155853,0.000176,0.096
grid,7,sine_s0.5_r0.0,,sine,0.5,0.0,200,20,1,more starts,75.1212,0.966471,0.155867,0.094867,0.432
grid,7,sine_s0.5_r0.0,,sine,0.5,0.0,200,20,1,whitened+sir+starts,75.0841,0.966305,0.155861,0.100714,0.421
grid,7,sine_s1.0_r0.0,,sine,1.0,0.0,200,20,1,random,70.5702,0.94305,0.181638,0.00029,0.09
grid,7,sine_s1.0_r0.0,,sine,1.0,0.0,200,20,1,sir,70.5702,0.94305,0.181638,5e-05,0.095
grid,7,sine_s1.0_r0.0,,sine,1.0,0.0,200,20,1,whitened,70.6615,0.943578,0.18163,0.001011,0.089
grid,7,sine_s1.0_r0.0,,sine,1.0,0.0,200,20,1,more starts,70.6064,0.94326,0.181644,0.000297,0.439
grid,7,sine_s1.0_r0.0,,sine,1.0,0.0,200,20,1,whitened+sir+starts,70.7614,0.944155,0.181642,0.001023,0.421
grid,7,sine_s2.0_r0.0,,sine,2.0,0.0,200,20,1,random,66.2952,0.915629,0.178708,0.000401,0.082
grid,7,sine_s2.0_r0.0,,sine,2.0,0.0,200,20,1,sir,66.2423,0.915257,0.178711,0.000404,0.078
grid,7,sine_s2.0_r0.0,,sine,2.0,0.0,200,20,1,whitened,66.1393,0.914532,0.17871,0.000702,0.08
grid,7,sine_s2.0_r0.0,,sine,2.0,0.0,200,20,1,more starts,66.2952,0.915629,0.178708,0.124444,0.414
grid,7,sine_s2.0_r0.0,,sine,2.0,0.0,200,20,1,whitened+sir+starts,66.2046,0.914992,0.178718,0.00071,0.381
grid,7,sine_s0.0_r0.5,,sine,0.0,0.5,200,20,1,random,82.5591,0.991579,0.104669,0.073297,0.097
grid,7,sine_s0.0_r0.5,,sine,0.0,0.5,200,20,1,sir,82.451,0.991333,0.10463,0.058536,0.097
grid,7,sine_s0.0_r0.5,,sine,0.0,0.5,200,20,1,whitened,82.4102,0.991239,0.104656,0.062073,0.082
grid,7,sine_s0.0_r0.5,,sine,0.0,0.5,200,20,1,more starts,82.9463,0.992431,0.104699,0.088835,0.441
grid,7,sine_s0.0_r0.5,,sine,0.0,0.5,200,20,1,whitened+sir+starts,82.84,0.992202,0.104721,0.062137,0.47
grid,7,sine_s0.5_r0.5,,sine,0.5,0.5,200,20,1,random,81.7349,0.989614,0.155859,0.120792,0.095
grid,7,sine_s0.5_r0.5,,sine,0.5,0.5,200,20,1,sir,81.7349,0.989614,0.155859,0.00033,0.092
grid,7,sine_s0.5_r0.5,,sine,0.5,0.5,200,20,1,whitened,81.7255,0.98959,0.155851,0.000126,0.094
grid,7,sine_s0.5_r0.5,,sine,0.5,0.5,200,20,1,more starts,81.8213,0.989829,0.155865,0.120798,0.444
grid,7,sine_s0.5_r0.5,,sine,0.5,0.5,200,20,1,whitened+sir+starts,81.9746,0.990206,0.155861,0.094577,0.445
grid,7,sine_s1.0_r0.5,,sine,1.0,0.5,200,20,1,random,75.7441,0.969206,0.181628,0.000578,0.083
grid,7,sine_s1.0_r0.5,,sine,1.0,0.5,200,20,1,sir,75.7512,0.969236,0.181641,0.000592,0.084
grid,7,sine_s1.0_r0.5,,sine,1.0,0.5,200,20,1,whitened,75.7736,0.969332,0.181643,0.000415,0.082
grid,7,sine_s1.0_r0.5,,sine,1.0,0.5,200,20,1,more starts,75.7229,0.969115,0.181642,0.000592,0.443
grid,7,sine_s1.0_r0.5,,sine,1.0,0.5,200,20,1,whitened+sir+starts,75.7736,0.969332,0.181643,0.0016,0.389
grid,7,sine_s2.0_r0.5,,sine,2.0,0.5,200,20,1,random,69.9927,0.939649,0.17869,0.000183,0.092
grid,7,sine_s2.0_r0.5,,sine,2.0,0.5,200,20,1,sir,69.9927,0.939649,0.17869,0.000183,0.086
grid,7,sine_s2.0_r0.5,,sine,2.0,0.5,200,20,1,whitened,69.8036,0.938515,0.178691,0.000194,0.096
grid,7,sine_s2.0_r0.5,,sine,2.0,0.5,200,20,1,more starts,69.8103,0.938555,0.178716,0.000339,0.449
grid,7,sine_s2.0_r0.5,,sine,2.0,0.5,200,20,1,whitened+sir+starts,69.8287,0.938666,0.178718,0.002575,0.411
grid,7,abs_s0.0_r0.0,,abs,0.0,0.0,200,20,1,random,6.0457,0.105322,0.305644,0.212111,0.105
grid,7,abs_s0.0_r0.0,,abs,0.0,0.0,200,20,1,sir,6.0457,0.105322,0.305644,0.212229,0.084
grid,7,abs_s0.0_r0.0,,abs,0.0,0.0,200,20,1,whitened,6.0788,0.105897,0.305643,0.212155,0.103
grid,7,abs_s0.0_r0.0,,abs,0.0,0.0,200,20,1,more starts,6.0909,0.106107,0.305655,0.260606,0.523
grid,7,abs_s0.0_r0.0,,abs,0.0,0.0,200,20,1,whitened+sir+starts,6.0731,0.105798,0.305663,0.251889,0.482
grid,7,abs_s0.5_r0.0,,abs,0.5,0.0,200,20,1,random,13.1636,0.227732,0.187995,0.07261,0.118
grid,7,abs_s0.5_r0.0,,abs,0.5,0.0,200,20,1,sir,13.1636,0.227732,0.187995,0.07261,0.102
grid,7,abs_s0.5_r0.0,,abs,0.5,0.0,200,20,1,whitened,13.1709,0.227856,0.187989,0.153841,0.103
grid,7,abs_s0.5_r0.0,,abs,0.5,0.0,200,20,1,more starts,13.1636,0.227732,0.187995,0.096141,0.593
grid,7,abs_s0.5_r0.0,,abs,0.5,0.0,200,20,1,whitened+sir+starts,13.1622,0.227708,0.187996,0.153848,0.529
grid,7,abs_s1.0_r0.0,,abs,1.0,0.0,200,20,1,random,64.0724,0.899347,0.126089,0.074678,0.094
grid,7,abs_s1.0_r0.0,,abs,1.0,0.0,200,20,1,sir,64.1446,0.899898,0.126078,0.003147,0.076
grid,7,abs_s1.0_r0.0,,abs,1.0,0.0,200,20,1,whitened,64.1879,0.900227,0.126108,0.014695,0.101
grid,7,abs_s1.0_r0.0,,abs,1.0,0.0,200,20,1,more starts,64.1581,0.9,0.126111,0.074699,0.481
grid,7,abs_s1.0_r0.0,,abs,1.0,0.0,200,20,1,whitened+sir+starts,64.1879,0.900227,0.126108,0.042111,0.468
grid,7,abs_s2.0_r0.0,,abs,2.0,0.0,200,20,1,random,64.961,0.90602,0.137105,0.005112,0.09
grid,7,abs_s2.0_r0.0,,abs,2.0,0.0,200,20,1,sir,64.961,0.90602,0.137105,0.059493,0.073
grid,7,abs_s2.0_r0.0,,abs,2.0,0.0,200,20,1,whitened,66.2018,0.914972,0.137074,0.002391,0.078
grid,7,abs_s2.0_r0.0,,abs,2.0,0.0,200,20,1,more starts,64.9998,0.906306,0.137171,0.005178,0.446
grid,7,abs_s2.0_r0.0,,abs,2.0,0.0,200,20,1,whitened+sir+starts,64.9269,0.905768,0.137158,0.059391,0.44
grid,7,abs_s0.0_r0.5,,abs,0.0,0.5,200,20,1,random,6.66,0.115977,0.305657,0.000576,0.105
grid,7,abs_s0.0_r0.5,,abs,0.0,0.5,200,20,1,sir,6.66,0.115977,0.305657,0.000576,0.091
grid,7,abs_s0.0_r0.5,,abs,0.0,0.5,200,20,1,whitened,6.5862,0.114698,0.305649,0.212101,0.103
grid,7,abs_s0.0_r0.5,,abs,0.0,0.5,200,20,1,more starts,6.4959,0.113133,0.30566,0.248492,0.497
grid,7,abs_s0.0_r0.5,,abs,0.0,0.5,200,20,1,whitened+sir+starts,6.6782,0.116293,0.305661,0.261703,0.497
grid,7,abs_s0.5_r0.5,,abs,0.5,0.5,200,20,1,random,17.6429,0.303084,0.187993,0.000758,0.108
grid,7,abs_s0.5_r0.5,,abs,0.5,0.5,200,20,1,sir,17.8888,0.307171,0.187956,0.000721,0.086
grid,7,abs_s0.5_r0.5,,abs,0.5,0.5,200,20,1,whitened,17.5607,0.301717,0.187986,0.00527,0.101
grid,7,abs_s0.5_r0.5,,abs,0.5,0.5,200,20,1,more starts,17.832,0.306227,0.187997,0.096294,0.532
grid,7,abs_s0.5_r0.5,,abs,0.5,0.5,200,20,1,whitened+sir+starts,17.8196,0.306022,0.187991,0.093361,0.545
grid,7,abs_s1.0_r0.5,,abs,1.0,0.5,200,20,1,random,67.7097,0.925274,0.126099,0.001337,0.098
grid,7,abs_s1.0_r0.5,,abs,1.0,0.5,200,20,1,sir,67.7097,0.925274,0.126099,0.001315,0.083
grid,7,abs_s1.0_r0.5,,abs,1.0,0.5,200,20,1,whitened,67.754,0.925567,0.1261,0.080604,0.098
grid,7,abs_s1.0_r0.5,,abs,1.0,0.5,200,20,1,more starts,67.7283,0.925397,0.126102,0.053615,0.518
grid,7,abs_s1.0_r0.5,,abs,1.0,0.5,200,20,1,whitened+sir+starts,67.7335,0.925432,0.126114,0.080618,0.463
grid,7,abs_s2.0_r0.5,,abs,2.0,0.5,200,20,1,random,70.1518,0.940595,0.137039,0.002077,0.086
grid,7,abs_s2.0_r0.5,,abs,2.0,0.5,200,20,1,sir,70.1518,0.940595,0.137039,0.059266,0.079
grid,7,abs_s2.0_r0.5,,abs,2.0,0.5,200,20,1,whitened,68.7714,0.932143,0.137176,0.001814,0.089
grid,7,abs_s2.0_r0.5,,abs,2.0,0.5,200,20,1,more starts,68.8396,0.932573,0.137167,0.089471,0.442
grid,7,abs_s2.0_r0.5,,abs,2.0,0.5,200,20,1,whitened+sir+starts,68.7714,0.932143,0.137176,0.059416,0.396
grid,7,cubic_s0.0_r0.0,,cubic,0.0,0.0,200,20,1,random,5.5255,0.096289,0.800401,0.00048,0.095
grid,7,cubic_s0.0_r0.0,,cubic,0.0,0.0,200,20,1,sir,5.4929,0.095722,0.800399,0.000478,0.079
grid,7,cubic_s0.0_r0.0,,cubic,0.0,0.0,200,20,1,whitened,5.5184,0.096166,0.800403,8.5e-05,0.097
grid,7,cubic_s0.0_r0.0,,cubic,0.0,0.0,200,20,1,more starts,5.5255,0.096289,0.800401,0.00109,0.489
grid,7,cubic_s0.0_r0.0,,cubic,0.0,0.0,200,20,1,whitened+sir+starts,5.5184,0.096166,0.800403,0.0008,0.459
grid,7,cubic_s0.5_r0.0,,cubic,0.5,0.0,200,20,1,random,10.1165,0.175651,0.66316,0.000157,0.097
grid,7,cubic_s0.5_r0.0,,cubic,0.5,0.0,200,20,1,sir,10.1165,0.175651,0.66316,9.7e-05,0.088
grid,7,cubic_s0.5_r0.0,,cubic,0.5,0.0,200,20,1,whitened,10.1405,0.176063,0.663164,0.001194,0.091
grid,7,cubic_s0.5_r0.0,,cubic,0.5,0.0,200,20,1,more starts,10.0665,0.174791,0.663165,0.0011,0.491
grid,7,cubic_s0.5_r0.0,,cubic,0.5,0.0,200,20,1,whitened+sir+starts,10.0736,0.174912,0.663172,0.001202,0.469
grid,7,cubic_s1.0_r0.0,,cubic,1.0,0.0,200,20,1,random,17.9857,0.308779,0.494996,5.3e-05,0.099
grid,7,cubic_s1.0_r0.0,,cubic,1.0,0.0,200,20,1,sir,17.9857,0.308779,0.494996,5.8e-05,0.084
grid,7,cubic_s1.0_r0.0,,cubic,1.0,0.0,200,20,1,whitened,17.9792,0.308671,0.494994,0.00011,0.088
grid,7,cubic_s1.0_r0.0,,cubic,1.0,0.0,200,20,1,more starts,17.8954,0.30728,0.495005,0.001205,0.473
grid,7,cubic_s1.0_r0.0,,cubic,1.0,0.0,200,20,1,whitened+sir+starts,17.9638,0.308416,0.495002,0.001005,0.438
grid,7,cubic_s2.0_r0.0,,cubic,2.0,0.0,200,20,1,random,31.6569,0.524832,0.307977,0.000613,0.084
grid,7,cubic_s2.0_r0.0,,cubic,2.0,0.0,200,20,1,sir,31.786,0.526748,0.308004,0.006036,0.073
grid,7,cubic_s2.0_r0.0,,cubic,2.0,0.0,200,20,1,whitened,31.661,0.524893,0.308006,0.000206,0.083
grid,7,cubic_s2.0_r0.0,,cubic,2.0,0.0,200,20,1,more starts,31.5892,0.523825,0.308007,0.000642,0.465
grid,7,cubic_s2.0_r0.0,,cubic,2.0,0.0,200,20,1,whitened+sir+starts,31.661,0.524893,0.308006,0.000452,0.433
grid,7,cubic_s0.0_r0.5,,cubic,0.0,0.5,200,20,1,random,6.3838,0.111187,0.8004,0.000281,0.108
grid,7,cubic_s0.0_r0.5,,cubic,0.0,0.5,200,20,1,sir,6.3838,0.111187,0.8004,0.000281,0.086
grid,7,cubic_s0.0_r0.5,,cubic,0.0,0.5,200,20,1,whitened,6.356,0.110706,0.800402,0.000591,0.101
grid,7,cubic_s0.0_r0.5,,cubic,0.0,0.5,200,20,1,more starts,6.4215,0.111841,0.800402,0.001973,0.509
grid,7,cubic_s0.0_r0.5,,cubic,0.0,0.5,200,20,1,whitened+sir+starts,6.356,0.110706,0.800402,0.001213,0.488
grid,7,cubic_s0.5_r0.5,,cubic,0.5,0.5,200,20,1,random,14.2023,0.245346,0.663168,0.000144,0.106
grid,7,cubic_s0.5_r0.5,,cubic,0.5,0.5,200,20,1,sir,13.8025,0.238576,0.663122,0.000182,0.081
grid,7,cubic_s0.5_r0.5,,cubic,0.5,0.5,200,20,1,whitened,14.1104,0.243792,0.663163,0.000179,0.1
grid,7,cubic_s0.5_r0.5,,cubic,0.5,0.5,200,20,1,more starts,14.0492,0.242755,0.663169,0.000379,0.499
grid,7,cubic_s0.5_r0.5,,cubic,0.5,0.5,200,20,1,whitened+sir+starts,14.1097,0.243779,0.663177,0.000304,0.48
grid,7,cubic_s1.0_r0.5,,cubic,1.0,0.5,200,20,1,random,25.4996,0.430505,0.495007,0.000119,0.118
grid,7,cubic_s1.0_r0.5,,cubic,1.0,0.5,200,20,1,sir,25.4996,0.430505,0.495007,0.00013,0.092
grid,7,cubic_s1.0_r0.5,,cubic,1.0,0.5,200,20,1,whitened,25.1323,0.42471,0.495,0.000361,0.087
grid,7,cubic_s1.0_r0.5,,cubic,1.0,0.5,200,20,1,more starts,25.4996,0.430505,0.495007,0.000864,0.469
grid,7,cubic_s1.0_r0.5,,cubic,1.0,0.5,200,20,1,whitened+sir+starts,25.2219,0.426125,0.495005,0.001749,0.454
grid,7,cubic_s2.0_r0.5,,cubic,2.0,0.5,200,20,1,random,42.658,0.677621,0.307993,0.000486,0.087
grid,7,cubic_s2.0_r0.5,,cubic,2.0,0.5,200,20,1,sir,42.8004,0.679446,0.308007,0.0005,0.08
grid,7,cubic_s2.0_r0.5,,cubic,2.0,0.5,200,20,1,whitened,42.8611,0.680223,0.308005,1.4e-05,0.095
grid,7,cubic_s2.0_r0.5,,cubic,2.0,0.5,200,20,1,more starts,42.8352,0.679892,0.308003,0.001063,0.425
grid,7,cubic_s2.0_r0.5,,cubic,2.0,0.5,200,20,1,whitened+sir+starts,42.8611,0.680223,0.308005,0.005078,0.449
grid,7,tanh_s0.0_r0.0,,tanh,0.0,0.0,200,20,1,random,4.3986,0.076695,0.95324,0.00297,0.096
grid,7,tanh_s0.0_r0.0,,tanh,0.0,0.0,200,20,1,sir,4.4331,0.077295,0.953255,0.000117,0.084
grid,7,tanh_s0.0_r0.0,,tanh,0.0,0.0,200,20,1,whitened,4.2777,0.074591,0.953245,8.2e-05,0.109
grid,7,tanh_s0.0_r0.0,,tanh,0.0,0.0,200,20,1,more starts,4.3551,0.075937,0.953268,0.002997,0.519
grid,7,tanh_s0.0_r0.0,,tanh,0.0,0.0,200,20,1,whitened+sir+starts,4.3631,0.076078,0.953269,0.000368,0.511
grid,7,tanh_s0.5_r0.0,,tanh,0.5,0.0,200,20,1,random,15.806,0.272381,0.732285,0.015483,0.097
grid,7,tanh_s0.5_r0.0,,tanh,0.5,0.0,200,20,1,sir,15.806,0.272381,0.732285,0.015483,0.084
grid,7,tanh_s0.5_r0.0,,tanh,0.5,0.0,200,20,1,whitened,15.8065,0.272389,0.732276,0.000153,0.104
grid,7,tanh_s0.5_r0.0,,tanh,0.5,0.0,200,20,1,more starts,15.7462,0.271376,0.732287,0.015485,0.507
grid,7,tanh_s0.5_r0.0,,tanh,0.5,0.0,200,20,1,whitened+sir+starts,15.7506,0.271451,0.732288,0.000517,0.497
grid,7,tanh_s1.0_r0.0,,tanh,1.0,0.0,200,20,1,random,26.9761,0.453618,0.39758,0.002258,0.087
grid,7,tanh_s1.0_r0.0,,tanh,1.0,0.0,200,20,1,sir,26.9677,0.453488,0.397589,0.000153,0.095
grid,7,tanh_s1.0_r0.0,,tanh,1.0,0.0,200,20,1,whitened,26.8952,0.452359,0.397579,0.000208,0.09
grid,7,tanh_s1.0_r0.0,,tanh,1.0,0.0,200,20,1,more starts,26.9941,0.453899,0.397588,0.011225,0.462
grid,7,tanh_s1.0_r0.0,,tanh,1.0,0.0,200,20,1,whitened+sir+starts,26.9703,0.453529,0.397589,0.008417,0.445
grid,7,tanh_s2.0_r0.0,,tanh,2.0,0.0,200,20,1,random,57.0817,0.839447,0.192955,0.000157,0.075
grid,7,tanh_s2.0_r0.0,,tanh,2.0,0.0,200,20,1,sir,56.4928,0.833816,0.193013,0.000216,0.081
grid,7,tanh_s2.0_r0.0,,tanh,2.0,0.0,200,20,1,whitened,56.4828,0.83372,0.193026,0.000246,0.085
grid,7,tanh_s2.0_r0.0,,tanh,2.0,0.0,200,20,1,more starts,56.4675,0.833572,0.193028,0.000755,0.411
grid,7,tanh_s2.0_r0.0,,tanh,2.0,0.0,200,20,1,whitened+sir+starts,56.4828,0.83372,0.193026,0.000523,0.408
grid,7,tanh_s0.0_r0.5,,tanh,0.0,0.5,200,20,1,random,5.1784,0.090257,0.953261,0.000311,0.11
grid,7,tanh_s0.0_r0.5,,tanh,0.0,0.5,200,20,1,sir,5.1722,0.09015,0.953239,0.001668,0.077
grid,7,tanh_s0.0_r0.5,,tanh,0.0,0.5,200,20,1,whitened,5.3149,0.092629,0.953249,0.000253,0.098
grid,7,tanh_s0.0_r0.5,,tanh,0.0,0.5,200,20,1,more starts,5.2056,0.09073,0.953268,0.000803,0.516
grid,7,tanh_s0.0_r0.5,,tanh,0.0,0.5,200,20,1,whitened+sir+starts,5.1809,0.090301,0.953267,0.000364,0.495
grid,7,tanh_s0.5_r0.5,,tanh,0.5,0.5,200,20,1,random,20.3128,0.347146,0.732277,0.000727,0.09
grid,7,tanh_s0.5_r0.5,,tanh,0.5,0.5,200,20,1,sir,20.2327,0.345834,0.732277,0.000727,0.089
grid,7,tanh_s0.5_r0.5,,tanh,0.5,0.5,200,20,1,whitened,20.3764,0.348186,0.732277,0.000239,0.092
grid,7,tanh_s0.5_r0.5,,tanh,0.5,0.5,200,20,1,more starts,20.2453,0.346039,0.732289,0.000739,0.537
grid,7,tanh_s0.5_r0.5,,tanh,0.5,0.5,200,20,1,whitened+sir+starts,20.2547,0.346193,0.732286,0.000337,0.474
grid,7,tanh_s1.0_r0.5,,tanh,1.0,0.5,200,20,1,random,34.5714,0.567433,0.397582,0.002768,0.084
grid,7,tanh_s1.0_r0.5,,tanh,1.0,0.5,200,20,1,sir,34.5714,0.567433,0.397582,1.1e-05,0.092
grid,7,tanh_s1.0_r0.5,,tanh,1.0,0.5,200,20,1,whitened,34.5469,0.567081,0.39758,5.3e-05,0.093
grid,7,tanh_s1.0_r0.5,,tanh,1.0,0.5,200,20,1,more starts,34.5896,0.567695,0.397592,0.002777,0.45
grid,7,tanh_s1.0_r0.5,,tanh,1.0,0.5,200,20,1,whitened+sir+starts,34.6337,0.568327,0.39759,0.00049,0.435
grid,7,tanh_s2.0_r0.5,,tanh,2.0,0.5,200,20,1,random,65.9289,0.91304,0.193028,0.000284,0.077
grid,7,tanh_s2.0_r0.5,,tanh,2.0,0.5,200,20,1,sir,66.517,0.917178,0.192952,0.000207,0.073
grid,7,tanh_s2.0_r0.5,,tanh,2.0,0.5,200,20,1,whitened,65.8025,0.912138,0.193041,0.000531,0.077
grid,7,tanh_s2.0_r0.5,,tanh,2.0,0.5,200,20,1,more starts,65.9289,0.91304,0.193028,0.000972,0.409
grid,7,tanh_s2.0_r0.5,,tanh,2.0,0.5,200,20,1,whitened+sir+starts,65.8025,0.912138,0.193041,0.000562,0.4
grid,123,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,random,6.9986,0.121845,0.27266,0.159256,0.088
grid,123,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,sir,6.8992,0.120124,0.272697,0.150896,0.083
grid,123,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,whitened,6.816,0.118681,0.272716,0.150963,0.094
grid,123,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,more starts,6.8755,0.119713,0.272716,0.159313,0.467
grid,123,square_s0.0_r0.0,,square,0.0,0.0,200,20,1,whitened+sir+starts,6.7827,0.118104,0.272725,0.152291,0.458
grid,123,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,random,9.4254,0.163763,0.219549,0.07603,0.093
grid,123,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,sir,9.4254,0.163763,0.219549,0.075785,0.088
grid,123,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,whitened,9.5346,0.165643,0.219524,0.080049,0.086
grid,123,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,more starts,9.5183,0.165363,0.21957,0.077448,0.446
grid,123,square_s0.5_r0.0,,square,0.5,0.0,200,20,1,whitened+sir+starts,9.4914,0.164899,0.219564,0.080089,0.447
grid,123,square_s1.0_r0.0,,square,1.0,0.0,200,20,1,random,13.3861,0.231512,0.156959,0.020272,0.103
