# script: ch06_full_grid.py
# seeds: 0
maturity,d,cp,anchor,method,DM,p,mspe_anchor,mspe_method
3,1,True,PCA+poly(LN-winner),DcorSDR(seqY)+poly,-0.8897762359704041,0.3735860492087517,8.317865022669805,8.722848116986567
3,1,True,PCA+poly(LN-winner),"DvarSDR(joi,plain)+linear",-1.481065319877239,0.13858916816552957,8.317865022669805,9.448512918977482
3,1,True,PCA+poly(LN-winner),"DvarSDR(joi,plain)+poly",-1.1604154878561201,0.2458796839869979,8.317865022669805,8.920338979274936
3,1,True,PCA+poly(LN-winner),"DvarSDR(joi,robust)+linear",-1.3691925734799397,0.17093908684209858,8.317865022669805,9.882918356770373
3,1,True,PCA+poly(LN-winner),"DvarSDR(joi,robust)+poly",-1.3346335200929873,0.1819963215786875,8.317865022669805,9.957829317586167
3,1,True,PCA+poly(LN-winner),"DvarSDR(seq,plain)+linear",-1.1837162587541366,0.2365254007223403,8.317865022669805,9.230053049171842
3,1,True,PCA+poly(LN-winner),"DvarSDR(seq,plain)+poly",-1.2363372205925922,0.21633324127764597,8.317865022669805,9.374201869415725
3,1,True,PCA+poly(LN-winner),"DvarSDR(seq,robust)+linear",-1.4268244954156288,0.15363048870637908,8.317865022669805,10.265546983757144
3,1,True,PCA+poly(LN-winner),"DvarSDR(seq,robust)+poly",-1.1227226178334189,0.2615553189367228,8.317865022669805,20.732051412436448
3,1,True,PCA+poly(LN-winner),INPCA(k2)+linear,-0.9898492137329633,0.3222478259400974,8.317865022669805,9.298985861510369
3,1,True,PCA+poly(LN-winner),INPCA(k2)+poly,-1.052996410798136,0.2923426370713722,8.317865022669805,9.384641599731866
3,1,True,PCA+poly(LN-winner),INPCA(k3)+linear,-1.1472270381804193,0.2512877996009295,8.317865022669805,9.634786147088851
3,1,True,PCA+poly(LN-winner),INPCA(k3)+poly,-1.1525495517803492,0.24909531996926448,8.317865022669805,9.643852750545646
3,1,True,PCA+poly(LN-winner),INPCA(k4)+linear,-1.2104247649739543,0.22611594382431077,8.317865022669805,9.167047263170154
3,1,True,PCA+poly(LN-winner),INPCA(k4)+poly,-1.2482488783459054,0.21193992915451743,8.317865022669805,9.180173488135326
3,1,True,PCA+poly(LN-winner),PCA+linear,-1.679657052256612,0.09302406042131484,8.317865022669805,9.133811081528684
3,1,True,PCA+poly(LN-winner),PCA+poly,,,8.317865022669805,8.317865022669805
3,1,True,PCA+poly(LN-winner),PLS+linear,-1.139721702655029,0.2544022625278386,8.317865022669805,9.009509132988521
3,1,True,PCA+poly(LN-winner),PLS+poly,-1.1990855592351741,0.2304946786089488,8.317865022669805,9.042811367251735
3,1,True,PCA+poly(LN-winner),SAVE+linear,-1.1832772369552413,0.23669929116171362,8.317865022669805,9.399131451245623
3,1,True,PCA+poly(LN-winner),SAVE+poly,-1.1835201514991849,0.2366030649180073,8.317865022669805,9.398494755845213
3,1,True,PCA+poly(LN-winner),SIR+linear,-1.540558296838194,0.12342432422932248,8.317865022669805,9.00474000779936
3,1,True,PCA+poly(LN-winner),SIR+poly,-1.8984925195867643,0.057631232251075026,8.317865022669805,9.219525900554356
3,1,False,INPCA(k3)+lin(G&S),DcorSDR(seqX)+linear,1.1528129688453332,0.24898716012429922,15.162475077408477,13.307767295670844
3,1,False,INPCA(k3)+lin(G&S),DcorSDR(seqX)+poly,1.2599653821286392,0.20768185064641065,15.162475077408477,12.923437466597553
3,1,False,INPCA(k3)+lin(G&S),DcorSDR(seqY)+linear,1.1528129688453332,0.24898716012429922,15.162475077408477,13.307767295670844
3,1,False,INPCA(k3)+lin(G&S),DcorSDR(seqY)+poly,1.2599653821286392,0.20768185064641065,15.162475077408477,12.923437466597553
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+linear",-1.9258789894951267,0.05411948547360579,15.162475077408477,16.260081090476106
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+poly",-0.4719720825420779,0.6369467155866748,15.162475077408477,15.526510579355145
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+linear",-2.0553710996754644,0.03984317471194698,15.162475077408477,16.014703568862753
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+poly",-2.0106984339769656,0.0443573195544511,15.162475077408477,16.049184859408463
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+linear",0.0375103423088181,0.9700780939813767,15.162475077408477,15.107157648725405
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+poly",-0.03963814800779528,0.9683816136131782,15.162475077408477,15.232540637081195
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+linear",-1.9073840216173705,0.056470876960187155,15.162475077408477,16.81755091180032
3,1,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+poly",-1.1063625055777893,0.2685696473992687,15.162475077408477,37.98231719307443
3,1,False,INPCA(k3)+lin(G&S),INPCA(k2)+linear,-1.9522257000223793,0.05091141422499201,15.162475077408477,16.169367390276
3,1,False,INPCA(k3)+lin(G&S),INPCA(k2)+poly,-1.6840431625737557,0.09217332744582318,15.162475077408477,16.396972304210966
3,1,False,INPCA(k3)+lin(G&S),INPCA(k3)+linear,,,15.162475077408477,15.162475077408477
3,1,False,INPCA(k3)+lin(G&S),INPCA(k3)+poly,-1.0190543974230628,0.30817714219355397,15.162475077408477,15.215951997727059
3,1,False,INPCA(k3)+lin(G&S),INPCA(k4)+linear,1.7013859328189251,0.08887054105915437,15.162475077408477,13.118982623408638
3,1,False,INPCA(k3)+lin(G&S),INPCA(k4)+poly,1.5495278688894707,0.12125487743952523,15.162475077408477,13.172698159374887
3,1,False,INPCA(k3)+lin(G&S),PCA+linear,-0.04312746504272306,0.9655999257245356,15.162475077408477,15.194537923937093
3,1,False,INPCA(k3)+lin(G&S),PCA+poly,0.9795376719324854,0.32731438426444814,15.162475077408477,13.920665630681135
3,1,False,INPCA(k3)+lin(G&S),PLS+linear,0.80125363669056,0.42298482554074046,15.162475077408477,13.735330853026692
3,1,False,INPCA(k3)+lin(G&S),PLS+poly,0.7860913448294681,0.43181397457608517,15.162475077408477,13.776396934156267
3,1,False,INPCA(k3)+lin(G&S),SAVE+linear,-2.04180079977687,0.04117129490322258,15.162475077408477,15.965475894335219
3,1,False,INPCA(k3)+lin(G&S),SAVE+poly,-2.077768896658075,0.03773064987557451,15.162475077408477,15.965983680833013
3,1,False,INPCA(k3)+lin(G&S),SIR+linear,0.8630937637178693,0.3880859164608581,15.162475077408477,13.758000542089059
3,1,False,INPCA(k3)+lin(G&S),SIR+poly,0.7433411932593613,0.4572751378827582,15.162475077408477,14.01241700180638
3,1,True,INPCA(k3)+lin(G&S),DcorSDR(seqX)+linear,0.6038503339090561,0.5459431516196667,9.634786147088851,8.848502631256226
3,1,True,INPCA(k3)+lin(G&S),DcorSDR(seqX)+poly,0.6613919764567897,0.508360970109381,9.634786147088851,8.722848116986567
3,1,True,INPCA(k3)+lin(G&S),DcorSDR(seqY)+linear,0.6038503339090561,0.5459431516196667,9.634786147088851,8.848502631256226
3,1,True,INPCA(k3)+lin(G&S),DcorSDR(seqY)+poly,0.6613919764567897,0.508360970109381,9.634786147088851,8.722848116986567
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+linear",0.4389521145945755,0.6606962338900622,9.634786147088851,9.448512918977482
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+poly",1.0872002288282465,0.27694832972647543,9.634786147088851,8.920338979274936
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+linear",-0.7001513343349254,0.48383279996954753,9.634786147088851,9.882918356770373
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+poly",-0.7787550898615674,0.43612399749714426,9.634786147088851,9.957829317586167
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+linear",0.37565543046089733,0.7071730762777491,9.634786147088851,9.230053049171842
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+poly",0.20271732580914817,0.8393559803026951,9.634786147088851,9.374201869415725
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+linear",-0.8547200467113603,0.3927061498358302,9.634786147088851,10.265546983757144
3,1,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+poly",-1.0659215507617232,0.28645910612388703,9.634786147088851,20.732051412436448
3,1,True,INPCA(k3)+lin(G&S),INPCA(k2)+linear,1.518926554730001,0.12878098402388183,9.634786147088851,9.298985861510369
3,1,True,INPCA(k3)+lin(G&S),INPCA(k2)+poly,0.8334095475089471,0.40461379192953295,9.634786147088851,9.384641599731866
3,1,True,INPCA(k3)+lin(G&S),INPCA(k3)+linear,,,9.634786147088851,9.634786147088851
3,1,True,INPCA(k3)+lin(G&S),INPCA(k3)+poly,-1.1415769385871801,0.25362991438676374,9.634786147088851,9.643852750545646
3,1,True,INPCA(k3)+lin(G&S),INPCA(k4)+linear,0.8477908150850643,0.3965544792000917,9.634786147088851,9.167047263170154
3,1,True,INPCA(k3)+lin(G&S),INPCA(k4)+poly,0.8056286325755386,0.4204570109900789,9.634786147088851,9.180173488135326
3,1,True,INPCA(k3)+lin(G&S),PCA+linear,0.721150811006522,0.470816731945471,9.634786147088851,9.133811081528684
3,1,True,INPCA(k3)+lin(G&S),PCA+poly,1.1472270381804193,0.2512877996009295,9.634786147088851,8.317865022669805
3,1,True,INPCA(k3)+lin(G&S),PLS+linear,0.43761392250872067,0.6616661769582706,9.634786147088851,9.009509132988521
3,1,True,INPCA(k3)+lin(G&S),PLS+poly,0.42051139627823514,0.674111905888005,9.634786147088851,9.042811367251735
3,1,True,INPCA(k3)+lin(G&S),SAVE+linear,0.7528865206399343,0.4515181087881377,9.634786147088851,9.399131451245623
3,1,True,INPCA(k3)+lin(G&S),SAVE+poly,0.7536455478521255,0.45106208662703695,9.634786147088851,9.398494755845213
3,1,True,INPCA(k3)+lin(G&S),SIR+linear,0.480292672074061,0.6310192987675416,9.634786147088851,9.00474000779936
3,1,True,INPCA(k3)+lin(G&S),SIR+poly,0.33948031444722965,0.7342479243340003,9.634786147088851,9.219525900554356
3,2,False,PCA+poly(LN-winner),DcorSDR(joint0.0)+linear,-0.6661861547100478,0.5052921214315607,12.821496198930006,13.435870695071337
3,2,False,PCA+poly(LN-winner),DcorSDR(joint0.0)+poly,-0.6798309966587037,0.4966114775742807,12.821496198930006,13.460295950107936
3,2,False,PCA+poly(LN-winner),DcorSDR(joint0.5)+linear,-0.5289290633308379,0.5968546597626048,12.821496198930006,13.278424351220218
3,2,False,PCA+poly(LN-winner),DcorSDR(joint0.5)+poly,-0.3666547693779916,0.713876549014637,12.821496198930006,13.133400020159753
3,2,False,PCA+poly(LN-winner),DcorSDR(seqX)+linear,-0.2471566407779253,0.8047870000896329,12.821496198930006,12.992072233580537
3,2,False,PCA+poly(LN-winner),DcorSDR(seqX)+poly,0.20423353191420415,0.8381710088761909,12.821496198930006,12.677595062964325
3,2,False,PCA+poly(LN-winner),DcorSDR(seqY)+linear,-0.6217598157566465,0.5340998131330752,12.821496198930006,13.251137030809387
3,2,False,PCA+poly(LN-winner),DcorSDR(seqY)+poly,-0.09936949949442538,0.9208448987569442,12.821496198930006,12.890974871778075
3,2,False,PCA+poly(LN-winner),"DvarSDR(joi,plain)+linear",-2.1428833419158115,0.032122466901720825,12.821496198930006,16.86712538070236
3,2,False,PCA+poly(LN-winner),"DvarSDR(joi,plain)+poly",-2.0018352135243607,0.045302457342952795,12.821496198930006,16.10984461454565
3,2,False,PCA+poly(LN-winner),"DvarSDR(joi,robust)+linear",-1.3494538466925128,0.1771912352349343,12.821496198930006,14.5830353724548
3,2,False,PCA+poly(LN-winner),"DvarSDR(joi,robust)+poly",-1.3578096192420916,0.1745241018482031,12.821496198930006,14.54627100435538
3,2,False,PCA+poly(LN-winner),"DvarSDR(seq,plain)+linear",-1.4340114840492268,0.15156898567622834,12.821496198930006,15.364689085371323
3,2,False,PCA+poly(LN-winner),"DvarSDR(seq,plain)+poly",-1.3331009399425102,0.18249868097722355,12.821496198930006,15.452651788320185
3,2,False,PCA+poly(LN-winner),"DvarSDR(seq,robust)+linear",-1.7942030834959977,0.07278076017197432,12.821496198930006,16.585808390452154
3,2,False,PCA+poly(LN-winner),"DvarSDR(seq,robust)+poly",-1.2027945630230201,0.2290558292967324,12.821496198930006,30.78115286400931
3,2,False,PCA+poly(LN-winner),INPCA(k2)+linear,-0.6678299034418439,0.5042421760189277,12.821496198930006,13.170131505617197
3,2,False,PCA+poly(LN-winner),INPCA(k2)+poly,-0.8948771799137537,0.37085274677958036,12.821496198930006,13.295694848428523
3,2,False,PCA+poly(LN-winner),INPCA(k3)+linear,-1.3388688564588946,0.1806133698952519,12.821496198930006,14.42775791707006
3,2,False,PCA+poly(LN-winner),INPCA(k3)+poly,-1.3334481467241546,0.1823847812287327,12.821496198930006,14.46155498732491
3,2,False,PCA+poly(LN-winner),INPCA(k4)+linear,-0.1282395005713697,0.8979594411860612,12.821496198930006,12.905179655236763
3,2,False,PCA+poly(LN-winner),INPCA(k4)+poly,-0.21686117217830742,0.8283165376158232,12.821496198930006,12.972437486476197
3,2,False,PCA+poly(LN-winner),PCA+linear,-1.8926240055931078,0.05840788903486871,12.821496198930006,14.207744286855052
3,2,False,PCA+poly(LN-winner),PCA+poly,,,12.821496198930006,12.821496198930006
3,2,False,PCA+poly(LN-winner),PLS+linear,-0.7683938834747147,0.4422532131189978,12.821496198930006,13.735330853026692
3,2,False,PCA+poly(LN-winner),PLS+poly,-0.797951097472174,0.42489886927694354,12.821496198930006,13.775998209961795
3,2,False,PCA+poly(LN-winner),SAVE+linear,-1.6881054219688119,0.09139099384117655,12.821496198930006,15.959886267979911
3,2,False,PCA+poly(LN-winner),SAVE+poly,-1.6999931747391528,0.08913220934350519,12.821496198930006,15.962362806750518
3,2,False,PCA+poly(LN-winner),SIR+linear,-0.6598092363061586,0.5093762553775889,12.821496198930006,13.551080296936703
3,2,False,PCA+poly(LN-winner),SIR+poly,-0.8786272541546463,0.37960341345802684,12.821496198930006,13.856745547336152
3,2,True,PCA+poly(LN-winner),DcorSDR(joint0.0)+linear,-0.6286059626079271,0.5296070557676358,8.472227584048806,8.906624144818714
3,2,True,PCA+poly(LN-winner),DcorSDR(joint0.0)+poly,-0.6581188748143892,0.5104617482816098,8.472227584048806,8.93640411665064
3,2,True,PCA+poly(LN-winner),DcorSDR(joint0.5)+linear,-0.5601928258000721,0.5753479199456937,8.472227584048806,8.85533408137119
3,2,True,PCA+poly(LN-winner),DcorSDR(joint0.5)+poly,-0.6526576381903946,0.5139770181800327,8.472227584048806,8.921157011178137
3,2,True,PCA+poly(LN-winner),DcorSDR(seqX)+linear,-0.7410888548980223,0.458639566751216,8.472227584048806,8.882489033629923
3,2,True,PCA+poly(LN-winner),DcorSDR(seqX)+poly,-0.41813004417056787,0.6758520396034757,8.472227584048806,8.731365815278988
3,2,True,PCA+poly(LN-winner),DcorSDR(seqY)+linear,-0.9790808152443302,0.32754005005429354,8.472227584048806,8.948889584532314
3,2,True,PCA+poly(LN-winner),DcorSDR(seqY)+poly,-0.5086303633235851,0.6110113419098762,8.472227584048806,8.759831859394843
3,2,True,PCA+poly(LN-winner),"DvarSDR(joi,plain)+linear",-2.022202714904832,0.04315541393167699,8.472227584048806,9.906569074705972
3,2,True,PCA+poly(LN-winner),"DvarSDR(joi,plain)+poly",-1.5400794250379517,0.12354099435160792,8.472227584048806,9.311723240176494
3,2,True,PCA+poly(LN-winner),"DvarSDR(joi,robust)+linear",-1.6897698802865564,0.09107198823358287,8.472227584048806,9.704708181053851
3,2,True,PCA+poly(LN-winner),"DvarSDR(joi,robust)+poly",-1.5722624800351102,0.11588969065585664,8.472227584048806,9.820823870402624
3,2,True,PCA+poly(LN-winner),"DvarSDR(seq,plain)+linear",-1.0873382816452457,0.276887336197595,8.472227584048806,9.340880642804395
3,2,True,PCA+poly(LN-winner),"DvarSDR(seq,plain)+poly",-1.020981462169151,0.3072632216524571,8.472227584048806,9.4522010807741
3,2,True,PCA+poly(LN-winner),"DvarSDR(seq,robust)+linear",-1.581718695626329,0.11371380280178167,8.472227584048806,10.34500300658899
3,2,True,PCA+poly(LN-winner),"DvarSDR(seq,robust)+poly",-1.151224182566206,0.24964001896772148,8.472227584048806,18.339891492499707
3,2,True,PCA+poly(LN-winner),INPCA(k2)+linear,-1.1121489626605714,0.26607410767411643,8.472227584048806,8.978315896402215
3,2,True,PCA+poly(LN-winner),INPCA(k2)+poly,-1.2528654172071592,0.21025468943868741,8.472227584048806,9.04583927221354
3,2,True,PCA+poly(LN-winner),INPCA(k3)+linear,-1.350722591013851,0.1767843128079516,8.472227584048806,9.099453339949836
3,2,True,PCA+poly(LN-winner),INPCA(k3)+poly,-1.3553776899281,0.17529725399863127,8.472227584048806,9.105231934233268
3,2,True,PCA+poly(LN-winner),INPCA(k4)+linear,-1.4537607517007054,0.14601264841369344,8.472227584048806,9.275174744942026
3,2,True,PCA+poly(LN-winner),INPCA(k4)+poly,-1.5036472951693884,0.13267220652779876,8.472227584048806,9.290735821237838
3,2,True,PCA+poly(LN-winner),PCA+linear,-1.6913188819552616,0.09077591566200338,8.472227584048806,9.467856688593471
3,2,True,PCA+poly(LN-winner),PCA+poly,,,8.472227584048806,8.472227584048806
3,2,True,PCA+poly(LN-winner),PLS+linear,-0.71150342660822,0.47677232817608406,8.472227584048806,9.012059336041434
3,2,True,PCA+poly(LN-winner),PLS+poly,-0.7669670563339803,0.4431011027167524,8.472227584048806,9.044775886661071
3,2,True,PCA+poly(LN-winner),SAVE+linear,-1.2734035090929838,0.20287489281822468,8.472227584048806,9.420564685814268
3,2,True,PCA+poly(LN-winner),SAVE+poly,-1.2765173824669476,0.20177268614154942,8.472227584048806,9.417617363908592
3,2,True,PCA+poly(LN-winner),SIR+linear,-0.6922121283501077,0.48880412326234435,8.472227584048806,9.002304569947505
3,2,True,PCA+poly(LN-winner),SIR+poly,-1.0638075974665975,0.28741586888744175,8.472227584048806,9.24751861285105
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(joint0.0)+linear,1.220892890896363,0.2221265765121938,14.42775791707006,13.435870695071337
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(joint0.0)+poly,1.1812894356510593,0.2374877626164973,14.42775791707006,13.460295950107936
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(joint0.5)+linear,1.3572515785784456,0.17470128710405364,14.42775791707006,13.278424351220218
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(joint0.5)+poly,1.4303618819468151,0.15261318253305678,14.42775791707006,13.133400020159753
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(seqX)+linear,1.5712341068056,0.11612828046723345,14.42775791707006,12.992072233580537
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(seqX)+poly,1.6323317638029264,0.10260961529337953,14.42775791707006,12.677595062964325
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(seqY)+linear,1.4018507843612176,0.16095980968751267,14.42775791707006,13.251137030809387
3,2,False,INPCA(k3)+lin(G&S),DcorSDR(seqY)+poly,1.5203589862739482,0.12842077649158568,14.42775791707006,12.890974871778075
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+linear",-2.364873581988893,0.018036226391629162,14.42775791707006,16.86712538070236
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+poly",-2.081430852735095,0.03739448712596771,14.42775791707006,16.10984461454565
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+linear",-0.1937683456183376,0.8463572737581206,14.42775791707006,14.5830353724548
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+poly",-0.15229390437460374,0.8789551324472398,14.42775791707006,14.54627100435538
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+linear",-1.0598097293615256,0.2892311696414538,14.42775791707006,15.364689085371323
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+poly",-0.9070839881984581,0.3643623846680999,14.42775791707006,15.452651788320185
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+linear",-1.906484994391322,0.05658731071069223,14.42775791707006,16.585808390452154
3,2,False,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+poly",-1.1495545107283804,0.250327403073753,14.42775791707006,30.78115286400931
3,2,False,INPCA(k3)+lin(G&S),INPCA(k2)+linear,1.1256535434099804,0.26031219490583,14.42775791707006,13.170131505617197
3,2,False,INPCA(k3)+lin(G&S),INPCA(k2)+poly,1.1503646709460773,0.24999370481971095,14.42775791707006,13.295694848428523
3,2,False,INPCA(k3)+lin(G&S),INPCA(k3)+linear,,,14.42775791707006,14.42775791707006
3,2,False,INPCA(k3)+lin(G&S),INPCA(k3)+poly,-0.7946111195912817,0.4268397480762527,14.42775791707006,14.46155498732491
3,2,False,INPCA(k3)+lin(G&S),INPCA(k4)+linear,1.1766993404009702,0.2393155312223021,14.42775791707006,12.905179655236763
3,2,False,INPCA(k3)+lin(G&S),INPCA(k4)+poly,1.064601297851955,0.28705639226781354,14.42775791707006,12.972437486476197
3,2,False,INPCA(k3)+lin(G&S),PCA+linear,0.2668317950874661,0.7895986725736917,14.42775791707006,14.207744286855052
3,2,False,INPCA(k3)+lin(G&S),PCA+poly,1.3388688564588946,0.1806133698952519,14.42775791707006,12.821496198930006
3,2,False,INPCA(k3)+lin(G&S),PLS+linear,0.8971044961790743,0.36966315975595965,14.42775791707006,13.735330853026692
3,2,False,INPCA(k3)+lin(G&S),PLS+poly,0.8657286696677317,0.3866389739931433,14.42775791707006,13.775998209961795
3,2,False,INPCA(k3)+lin(G&S),SAVE+linear,-1.1613252247256507,0.24550966509247196,14.42775791707006,15.959886267979911
3,2,False,INPCA(k3)+lin(G&S),SAVE+poly,-1.1740565840022883,0.24037236194394795,14.42775791707006,15.962362806750518
3,2,False,INPCA(k3)+lin(G&S),SIR+linear,1.0623575732622925,0.2880733867262848,14.42775791707006,13.551080296936703
3,2,False,INPCA(k3)+lin(G&S),SIR+poly,0.7840970076335847,0.43298319113119543,14.42775791707006,13.856745547336152
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(joint0.0)+linear,0.22284838878431396,0.8236535060167165,9.099453339949836,8.906624144818714
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(joint0.0)+poly,0.18600927464046402,0.8524374881484102,9.099453339949836,8.93640411665064
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(joint0.5)+linear,0.2802422660863801,0.7792916416040454,9.099453339949836,8.85533408137119
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(joint0.5)+poly,0.22146075831990963,0.8247336883288572,9.099453339949836,8.921157011178137
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(seqX)+linear,0.2787670200745587,0.7804236256710144,9.099453339949836,8.882489033629923
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(seqX)+poly,0.4465837802767498,0.6551756087872189,9.099453339949836,8.731365815278988
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(seqY)+linear,0.21743429123401206,0.8278699098375795,9.099453339949836,8.948889584532314
3,2,True,INPCA(k3)+lin(G&S),DcorSDR(seqY)+poly,0.4513718827034616,0.6517215447556646,9.099453339949836,8.759831859394843
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+linear",-2.0029214629296135,0.0451857189563003,9.099453339949836,9.906569074705972
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,plain)+poly",-0.6940819618908888,0.48763081002929853,9.099453339949836,9.311723240176494
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+linear",-1.3500613259307865,0.17699631237542435,9.099453339949836,9.704708181053851
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(joi,robust)+poly",-1.312043869304049,0.1895053331384684,9.099453339949836,9.820823870402624
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+linear",-0.33659832635230674,0.7364197180351071,9.099453339949836,9.340880642804395
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,plain)+poly",-0.392980428560595,0.6943339366600867,9.099453339949836,9.4522010807741
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+linear",-1.5642372576282062,0.11776186053437576,9.099453339949836,10.34500300658899
3,2,True,INPCA(k3)+lin(G&S),"DvarSDR(seq,robust)+poly",-1.1247797858907724,0.260682362286599,9.099453339949836,18.339891492499707
3,2,True,INPCA(k3)+lin(G&S),INPCA(k2)+linear,0.30943329345906734,0.7569919477144011,9.099453339949836,8.978315896402215
3,2,True,INPCA(k3)+lin(G&S),INPCA(k2)+poly,0.15757346549895915,0.87479291378513,9.099453339949836,9.04583927221354
3,2,True,INPCA(k3)+lin(G&S),INPCA(k3)+linear,,,9.099453339949836,9.099453339949836
3,2,True,INPCA(k3)+lin(G&S),INPCA(k3)+poly,-0.9619851774194631,0.3360570497011839,9.099453339949836,9.105231934233268
3,2,True,INPCA(k3)+lin(G&S),INPCA(k4)+linear,-0.3248561577414668,0.7452899397643573,9.099453339949836,9.275174744942026
3,2,True,INPCA(k3)+lin(G&S),INPCA(k4)+poly,-0.35749604876844887,0.720720483661567,9.099453339949836,9.290735821237838
3,2,True,INPCA(k3)+lin(G&S),PCA+linear,-0.8630015775515922,0.38813659958942326,9.099453339949836,9.467856688593471
3,2,True,INPCA(k3)+lin(G&S),PCA+poly,1.350722591013851,0.1767843128079516,9.099453339949836,8.472227584048806
3,2,True,INPCA(k3)+lin(G&S),PLS+linear,0.10053782148189751,0.9199173577335951,9.099453339949836,9.012059336041434
3,2,True,INPCA(k3)+lin(G&S),PLS+poly,0.06456054638351623,0.9485238985671549,9.099453339949836,9.044775886661071
3,2,True,INPCA(k3)+lin(G&S),SAVE+linear,-0.4819553362480772,0.6298376749074077,9.099453339949836,9.420564685814268
3,2,True,INPCA(k3)+lin(G&S),SAVE+poly,-0.47885388205898666,0.6320425814850155,9.099453339949836,9.417617363908592
3,2,True,INPCA(k3)+lin(G&S),SIR+linear,0.11100894555946153,0.9116092530480917,9.099453339949836,9.002304569947505
3,2,True,INPCA(k3)+lin(G&S),SIR+poly,-0.19221919149929423,0.8475705135629175,9.099453339949836,9.24751861285105
3,3,False,PCA+poly(LN-winner),DcorSDR(joint0.0)+linear,-0.432403752782055,0.6654479910699498,12.819187546389886,13.03319262635088
3,3,False,PCA+poly(LN-winner),DcorSDR(joint0.0)+poly,-1.0551316326838707,0.29136512656941305,12.819187546389886,13.629000183863516
3,3,False,PCA+poly(LN-winner),DcorSDR(joint0.5)+linear,-1.1671878840248184,0.2431345027254137,12.819187546389886,13.612074720773785
3,3,False,PCA+poly(LN-winner),DcorSDR(joint0.5)+poly,-1.1312531145293652,0.25794857203738353,12.819187546389886,13.521062965504598
3,3,False,PCA+poly(LN-winner),DcorSDR(seqX)+linear,-0.9762141329400954,0.3289583610300535,12.819187546389886,13.568138686416779
3,3,False,PCA+poly(LN-winner),DcorSDR(seqX)+poly,-0.6227829850457639,0.5334271410206313,12.819187546389886,13.256319177793774
3,3,False,PCA+poly(LN-winner),DcorSDR(seqY)+linear,-1.3195857574247254,0.18697336066260162,12.819187546389886,13.567539973635878
3,3,False,PCA+poly(LN-winner),DcorSDR(seqY)+poly,-0.6306637279922747,0.5282604204139818,12.819187546389886,13.118585268787085
3,3,False,PCA+poly(LN-winner),"DvarSDR(joi,plain)+linear",-1.6946329864814575,0.09014506543087775,12.819187546389886,13.909948809277822
3,3,False,PCA+poly(LN-winner),"DvarSDR(joi,plain)+poly",-1.4191810079275458,0.15584625146157416,12.819187546389886,13.509399183215464
