# script: ch05_whitening.py
# seeds: 42, 7, 123, 2024, 5
# n: 120
# p: 20
# k: 1
# sigma_signal: 2.0
# dist: gaussian_mix
# n_starts: 20
# max_iter: 300
seed,n,p,k,sigma,dist,MSS_raw,MSS_whitened,MSS_PCA
42,120,20,1,2.0,gaussian_mix,0.0505388734194413,0.992225261992431,0.0377864671589655
7,120,20,1,2.0,gaussian_mix,0.05572338785331443,0.9950127851193028,0.049833873242451254
123,120,20,1,2.0,gaussian_mix,0.039257919556193066,0.999525399307241,0.045911518860258016
2024,120,20,1,2.0,gaussian_mix,0.04057059193087287,0.9929314232945038,0.0327129085307899
5,120,20,1,2.0,gaussian_mix,0.04464826495307772,0.9802631464154653,0.06320363199960843
