# script: ch05_single_direction_grid.py
# seeds: 42, 7, 123, 2024, 5
# n_starts: 20
# max_iter: 300
# n_rand: 20
# index_fun: plain
seed,n,p,sigma,dist,angle_deg,MSS_dVar,MSS_PCA,MSS_FastICA,MSS_random,dvar_obj,dvar_random_mean,restart_spread,beats_PCA,beats_FastICA,beats_random
123,200,5,0.5,gaussian_mix,42.23145949170057,0.45175503064138045,0.3632223150535566,0.3632223150535562,0.7520059542697562,0.7909001011997774,0.6507021128951458,0.0010663768276319985,False,False,True
123,200,20,0.5,gaussian_mix,77.19081354734833,0.9508469620507615,0.9898257314642228,0.9898257314642235,0.9694582609690121,0.8646775890250973,0.639901902688596,0.05080932186473719,True,True,True
123,200,50,0.5,gaussian_mix,59.697059217155626,0.7454071592953272,0.7556020559727213,0.7556020559727241,0.9843522804634406,1.0520160843020196,0.6442352497426566,0.07478963676626305,True,True,True
123,200,5,1.0,gaussian_mix,21.22587125180674,0.13107695371306127,0.1283974717485471,0.1283974717485471,0.7520059542697562,0.9316108406574608,0.6634182741388731,0.001421540746189609,False,False,True
123,200,20,1.0,gaussian_mix,22.708242731764653,0.14902592209993093,0.09071940038159454,0.09071940038159576,0.9694582609690121,0.9796620330931493,0.649975788416093,0.1199269618757175,False,False,True
123,200,50,1.0,gaussian_mix,48.00224013553047,0.5523031150331845,0.2734664861998082,0.2734664861998076,0.9843522804634406,1.1561953931107485,0.6513094758812807,0.0474694609694275,False,False,True
123,200,5,2.0,gaussian_mix,5.081465914652084,0.007845015489640561,0.017387813628979454,0.017387813628979232,0.7520059542697562,1.5381991350392714,0.7221394995453578,0.00015077112349581867,True,True,True
123,200,20,2.0,gaussian_mix,9.05110180181987,0.024748108866924468,0.014592060301160559,0.014592060301160559,0.9694582609690121,1.575520686772785,0.6889420970785842,0.004134800305490849,False,False,True
123,200,50,2.0,gaussian_mix,16.425245273591102,0.07995554516686754,0.0758431163444564,0.07584311634445551,0.9843522804634406,1.670547395531817,0.6775526699055131,0.0006409678120724571,False,False,True
123,200,5,4.0,gaussian_mix,1.950989884015482,0.0011590359621634905,0.002279237970325587,0.002279237970325809,0.7520059542697562,3.030032496599246,0.9437445331854925,0.00016196122277589708,True,True,True
123,200,20,4.0,gaussian_mix,4.472796045479061,0.006081777510570929,0.0030092540645324517,0.0030092540645315635,0.9694582609690121,3.055984554159302,0.8256849887230931,0.0006697381914730904,False,False,True
123,200,50,4.0,gaussian_mix,7.783171110354764,0.01833981269453655,0.018228485493876012,0.018228485493875568,0.9843522804634406,3.111012933010311,0.7698500056466677,0.0006170596773928949,False,False,True
123,200,5,0.5,t3,78.38741284600411,0.9594810812437666,0.764647475181718,0.7646474751817202,0.797319932010928,0.7512717086280228,0.6567941620772645,0.02335228688830815,False,False,False
123,200,20,0.5,t3,51.0621653635932,0.6050168804563301,0.6335384831443096,0.6335384831443098,0.9636588156673589,0.8989461843741722,0.6458886827898784,0.00032682540556039363,True,True,True
123,200,50,0.5,t3,62.737834046023444,0.7901785856838898,0.9957959970133806,0.9957959970133806,0.9798133433340992,1.02720376608886,0.6245390915577584,0.04789810070494782,True,True,True
123,200,5,1.0,t3,35.58926214390391,0.3386897512768071,0.07594125139158014,0.07594125139158014,0.797319932010928,0.7898073969098446,0.6762405558530237,0.05543409939889199,False,False,True
123,200,20,1.0,t3,46.217288729604604,0.5212393036067451,0.16183108466022145,0.16183108466021756,0.9636588156673589,0.9404737739657762,0.6537280310750544,0.07864485358446194,False,False,True
123,200,50,1.0,t3,53.938343658189844,0.6534847023500832,0.3119776087134122,0.31197760871341096,0.9798133433340992,1.0651194299753388,0.6275496988096215,0.06779328986084143,False,False,True
123,200,5,2.0,t3,10.564220703357607,0.0336126405778393,0.006937584758797577,0.006937584758797577,0.797319932010928,1.0735408992324402,0.7416801554020559,0.0002812305478072652,False,False,True
123,200,20,2.0,t3,23.551051475759728,0.15965300916757508,0.03141633039751757,0.03141633039751823,0.9636588156673589,1.134403422188612,0.6768782865866478,0.0005435464059535544,False,False,True
123,200,50,2.0,t3,29.46339466873139,0.24193354282637958,0.08076036884750049,0.08076036884750015,0.9798133433340992,1.2509823838851988,0.6357164763154997,0.0004669608076435239,False,False,True
123,200,5,4.0,t3,3.699955649622593,0.004164319113515891,0.0013671331148276122,0.0013671331148282784,0.797319932010928,1.8387611647768882,0.9434612919647314,0.002542810805308715,False,False,True
123,200,20,4.0,t3,8.360714416874506,0.021142523020220017,0.007251144484056171,0.007251144484056393,0.9636588156673589,1.8573915450815157,0.749240120486051,0.000549141596697611,False,False,True
123,200,50,4.0,t3,13.27533235221201,0.052730272873321216,0.018525095826547044,0.01852509582654549,0.9798133433340992,1.9264032150407764,0.6606300046663509,0.002206684006416104,False,False,True
123,200,5,0.5,uniform,44.24147727687646,0.48676282782048386,0.4284513953069904,0.42845139530699206,0.8436791296790715,0.7898600016236337,0.6682736658514566,0.0001655052617675068,False,False,True
123,200,20,0.5,uniform,61.66562173237328,0.774739251607008,0.877739916683786,0.877739916683787,0.9835417300909169,0.8596544554425611,0.6498012460407312,0.05081048864084581,True,True,True
123,200,50,0.5,uniform,75.72493976641304,0.9391996868257005,0.9996993772472637,0.9996993772472638,0.9837167277780521,1.0310661166396726,0.640162433014927,0.039643649446366225,True,True,True
123,200,5,1.0,uniform,16.279448175632204,0.07858065444028428,0.10061140664479085,0.10061140664479173,0.8436791296790715,0.9596462369885206,0.7119016533311541,0.0012152784911830805,True,True,True
123,200,20,1.0,uniform,29.284441460880714,0.23926344272418054,0.23976880789738386,0.23976880789738453,0.9835417300909169,0.9472566880911907,0.6583308143099008,0.001566592677103129,True,True,True
123,200,50,1.0,uniform,61.25649104235119,0.7687453451448195,0.3136315371430629,0.3136315371430628,0.9837167277780521,1.0781543548626062,0.6462181001475347,0.06792171017061444,False,False,True
123,200,5,2.0,uniform,3.6826603212630533,0.00412553164657925,0.011897452593155777,0.011897452593155555,0.8436791296790715,1.597475377397139,0.8611259780856431,0.00010288829020410617,True,True,True
123,200,20,2.0,uniform,14.438975309967137,0.062174777101757006,0.044768244749357144,0.04476824474935848,0.9835417300909169,1.501892797218577,0.6970790832230817,0.00038882263498818403,False,False,True
123,200,50,2.0,uniform,17.15590370362969,0.0870089267204075,0.06581958701247281,0.0658195870124717,0.9837167277780521,1.592057967109289,0.6701611689184721,0.00048739526456875737,False,False,True
123,200,5,4.0,uniform,1.4803069061352478,0.0006673622419836045,0.0016844574236959398,0.001684457423696828,0.8436791296790715,3.0500067881030146,1.2867150887267083,0.0008664401767086716,True,True,True
123,200,20,4.0,uniform,7.019976312652775,0.014936601459205612,0.010138244037401156,0.010138244037402044,0.9835417300909169,2.909962122516612,0.8384165596739388,0.0028338139138854856,False,False,True
123,200,50,4.0,uniform,8.060322617983068,0.019660416132026848,0.013810901486436045,0.013810901486436489,0.9837167277780521,3.0060864157152003,0.7578828901204967,0.002005781297095499,False,False,True
123,200,5,0.5,skewed,40.016768844170464,0.41346415122836166,0.3374010544151216,0.33740105441512314,0.7554026135411485,0.7771563600924208,0.6794502184505873,0.0637171360444686,False,False,True
123,200,20,0.5,skewed,61.55478090136053,0.7731208780234172,0.9105631038359882,0.9105631038359894,0.9380653888430786,0.8731913948735073,0.6375437577688368,0.042819964901791185,True,True,True
123,200,50,0.5,skewed,79.95497239678319,0.9695769433763166,0.9374927360390658,0.9374927360390657,0.9730504494186804,1.0384116064802165,0.6308466277114918,0.051613320117967265,False,False,True
123,200,5,1.0,skewed,15.246738045561393,0.06915652747662882,0.05566952576825135,0.05566952576825257,0.7554026135411485,0.9391394138229924,0.7273376604194931,0.00034800753988684097,False,False,True
123,200,20,1.0,skewed,56.02646331421343,0.6877314569617516,0.17072748363187584,0.17072748363187484,0.9380653888430786,0.9113485063681399,0.6484385166628541,0.04233067767956822,False,False,True
123,200,50,1.0,skewed,72.71084747111978,0.9116756612588118,0.3370817884214027,0.3370817884214028,0.9730504494186804,1.0494248728475424,0.6342458189253785,0.029114290519539177,False,False,True
123,200,5,2.0,skewed,8.00100202101169,0.019373972826883357,0.008965043572759512,0.008965043572760178,0.7554026135411485,1.3691734931321313,0.8619831848954241,0.0001407786249081333,False,False,True
123,200,20,2.0,skewed,10.234326014276437,0.031568171815879564,0.016526007302735124,0.01652600730273479,0.9380653888430786,1.2535544160019887,0.6838096177207075,0.0020457469671675277,False,False,True
123,200,50,2.0,skewed,25.706453954023115,0.18814824217381076,0.07934020424711985,0.07934020424711918,0.9730504494186804,1.2791266798962655,0.6444954294441019,0.000786367184804293,False,False,True
123,200,5,4.0,skewed,4.445597304932881,0.006008184766881364,0.0017801672354085252,0.0017801672354083031,0.7554026135411485,2.3610296107901365,1.2107764920495174,0.0003527763640045478,False,False,True
123,200,20,4.0,skewed,4.284960901276684,0.005582627295836251,0.003783691596587757,0.003783691596587979,0.9380653888430786,2.265219871828111,0.7916039023095006,0.0003666747408712645,False,False,True
123,200,50,4.0,skewed,10.958972643757335,0.036140306502502995,0.019423666635067338,0.019423666635065562,0.9730504494186804,2.2439801806546,0.6785399364183364,0.00039674340429529664,False,False,True
123,200,5,0.5,chisq,40.50324032881446,0.4218386261081728,0.5392003536301744,0.539200353630168,0.8229789568898929,0.7630205833992781,0.6528078191820095,0.033282190074932605,True,True,True
123,200,20,0.5,chisq,78.08742642093264,0.9573912317067782,0.9999341660217487,0.9999341660217487,0.9388705883865495,0.8710799328080295,0.6347536541563747,0.02681205150512922,True,True,False
123,200,50,0.5,chisq,80.6871670875295,0.9738127180481663,0.9701201177321173,0.9701201177321176,0.9679396336740286,1.0271057606073826,0.6401484321576728,0.045927210131241014,False,False,False
123,200,5,1.0,chisq,16.919966998527265,0.08470172965072587,0.09755647603273032,0.09755647603273032,0.8229789568898929,0.8990990590949495,0.6918393732369609,0.000498044145894494,True,True,True
123,200,20,1.0,chisq,33.48715664278579,0.3044281160672746,0.15459528355882957,0.15459528355883023,0.9388705883865495,0.9691980018948125,0.6470758860928598,0.0029864838168577323,False,False,True
123,200,50,1.0,chisq,69.4436014610773,0.8767082739971379,0.6783752832813605,0.6783752832813614,0.9679396336740286,1.04678994199809,0.6451331302970976,0.03530533775967171,False,False,True
123,200,5,2.0,chisq,6.059789961522601,0.011144227074950885,0.01562342579877718,0.015623425798777402,0.8229789568898929,1.4227206252844595,0.8314678332158747,0.0015360022920964944,True,True,True
123,200,20,2.0,chisq,11.932227599965694,0.042747440745225074,0.0320067658842369,0.032006765884238564,0.9388705883865495,1.4950568534628832,0.6894179010498159,0.0010728438329314915,False,False,True
123,200,50,2.0,chisq,19.058027623366954,0.10661895641156316,0.07138943007619236,0.07138943007619236,0.9679396336740286,1.429771169526194,0.6629445119306692,0.0014751399678760713,False,False,True
123,200,5,4.0,chisq,2.4502212221976567,0.0018276817189007977,0.0029439232460712894,0.0029439232460710674,0.8229789568898929,2.6734391849445336,1.2194677880650195,0.0004533923701148801,True,True,True
123,200,20,4.0,chisq,5.965804559393775,0.010802461591655987,0.007751163905248215,0.007751163905248437,0.9388705883865495,2.7627119056039935,0.8267639706896256,0.0009781849421526267,False,False,True
123,200,50,4.0,chisq,9.56369936793799,0.027603835436722512,0.014341982550044485,0.014341982550044707,0.9679396336740286,2.6408256020761254,0.7206120949926748,0.001522981930661249,False,False,True
123,200,5,0.5,gaussian,34.7885454651773,0.3255266094724857,0.2004995658358264,0.20049956583582862,0.7576805080855866,0.7589557752806891,0.6587533501997616,0.022830786817977677,False,False,True
123,200,20,0.5,gaussian,59.54834360559957,0.7431424294557623,0.8201171967018324,0.8201171967018334,0.9413776520840015,0.8842084211192559,0.6505383936123217,0.04459840403248583,True,True,True
123,200,50,0.5,gaussian,82.97148930969473,0.9850272412559022,0.9727509175770491,0.97275091757705,0.9883190387123593,1.029483957137058,0.6366646414978164,0.04306829040722393,False,False,True
123,200,5,1.0,gaussian,7.761990925840678,0.018240743550717697,0.010615856395007284,0.010615856395007284,0.7576805080855866,0.9241260523397999,0.6878578773638877,0.0017858105892837317,False,False,True
123,200,20,1.0,gaussian,36.437480173782006,0.35277099900604536,0.23257746092952047,0.23257746092951737,0.9413776520840015,0.9858908617808987,0.6567768954230399,0.14479011912227735,False,False,True
123,200,50,1.0,gaussian,59.62328172038566,0.7442844544707284,0.4011370413827845,0.4011370413827835,0.9883190387123593,1.0479173447715295,0.6414961581351952,0.0645060414139853,False,False,True
123,200,5,2.0,gaussian,4.145388285363697,0.005225492702748746,0.0017135060759375653,0.0017135060759380094,0.7576805080855866,1.4197357023871198,0.7935415690126877,0.0022906641658768656,False,False,True
123,200,20,2.0,gaussian,11.414993045563984,0.03916989163355389,0.03219882260216311,0.032198822602161226,0.9413776520840015,1.4591413705075127,0.680028290054859,0.0007841112802164929,False,False,True
123,200,50,2.0,gaussian,21.140127502224832,0.130068509307267,0.06869344674543665,0.06869344674543776,0.9883190387123593,1.4335518262970908,0.6580280791353652,0.00019188337288844615,False,False,True
123,200,5,4.0,gaussian,1.8076308674062749,0.0009950161662252155,0.0004042543234197282,0.0004042543234195062,0.7576805080855866,2.6070859967077737,1.106497648386929,0.0016458789299909071,False,False,True
123,200,20,4.0,gaussian,5.079506825661668,0.007838983433946733,0.006447220668904685,0.006447220668905351,0.9413776520840015,2.6339299855697447,0.7608857329350686,0.008284060780458624,False,False,True
123,200,50,4.0,gaussian,9.680264784961823,0.028274371872385573,0.016981951867423017,0.01698195186742324,0.9883190387123593,2.563390535441912,0.7131815131293215,0.0003314966666660979,False,False,True
123,500,20,2.0,gaussian_mix,6.333668520520317,0.012170142747554347,0.004324539884534184,0.004324539884534406,0.9441549564228804,1.5208030978637852,0.6816770162630198,0.0012644261367265042,False,False,True
2024,200,5,0.5,gaussian_mix,37.71934921340284,0.3742921522280206,0.28417379659094155,0.28417379659093756,0.8028509011501207,0.8150755274496545,0.6694052056948185,0.00019833519931000687,False,False,True
2024,200,20,0.5,gaussian_mix,50.42335328884091,0.5940909983290782,0.6625316738504523,0.6625316738504516,0.9514797844827756,0.8875809666470087,0.6304873469187215,0.05982368632551238,True,True,True
2024,200,50,0.5,gaussian_mix,67.478275060708,0.8532851740626325,0.9996421551467125,0.9996421551467125,0.9732985206024176,1.0308023500272405,0.6505263408929353,0.06781885356956419,True,True,True
2024,200,5,1.0,gaussian_mix,18.124121606809922,0.09676863277433279,0.022062118331981684,0.022062118331981462,0.8028509011501207,0.9374856169157081,0.7178294786503253,0.00012780614898588727,False,False,True
2024,200,20,1.0,gaussian_mix,36.96441339794901,0.36158438569351514,0.15497709128367043,0.1549770912836761,0.9514797844827756,1.01554073969836,0.6462456340694036,0.0006876279216452286,False,False,True
2024,200,50,1.0,gaussian_mix,57.858880397864134,0.7169691917672658,0.4119383122002852,0.41193831220028654,0.9732985206024176,1.0726319026808964,0.6562037555661708,0.07464239520517146,False,False,True
2024,200,5,2.0,gaussian_mix,3.305685527377424,0.0033250323294967687,0.007862996057298677,0.007862996057298677,0.8028509011501207,1.5470790046507021,0.8888465535158494,0.008038845784242188,True,True,True
2024,200,20,2.0,gaussian_mix,9.30276694963686,0.026131200510141173,0.026725364237977445,0.026725364237978777,0.9514797844827756,1.5773520160877088,0.7071601861652984,0.0016651255533746134,True,True,True
2024,200,50,2.0,gaussian_mix,14.61530553529152,0.06366934656913481,0.06425617361389513,0.06425617361389324,0.9732985206024176,1.532794177182619,0.6781787723723557,0.0010046620459163158,True,True,True
2024,200,5,4.0,gaussian_mix,2.2782742606355217,0.0015802938094243713,0.0025756518291126795,0.0025756518291122354,0.8028509011501207,3.020666139696421,1.3823240126941219,0.000962832891726606,True,True,True
2024,200,20,4.0,gaussian_mix,4.293973356575483,0.0056060915752549345,0.005766233397571985,0.005766233397572207,0.9514797844827756,3.014812138946332,0.9192619363872765,0.0001463118262434726,True,True,True
2024,200,50,4.0,gaussian_mix,7.402487764794431,0.016599398895251083,0.012643262688155077,0.012643262688156631,0.9732985206024176,2.98771834597877,0.759977602089385,0.00235468953056861,False,False,True
2024,200,5,0.5,t3,72.40373760760197,0.9086100484215573,0.12790095294761528,0.12790095294761505,0.8848328144628527,0.7302661433367719,0.6601529985218848,0.024067586249970074,False,False,False
2024,200,20,0.5,t3,65.2417818569239,0.8246149429983652,0.9696042948441626,0.9696042948441577,0.9374270124964251,0.8619428572158111,0.6433412068016203,0.05174697884091595,True,True,True
2024,200,50,0.5,t3,84.74185024038447,0.9916015126824687,0.9924020812675366,0.9924020812675366,0.9621206201134911,1.0087207394033557,0.639330176930005,0.04393753452912508,True,True,False
2024,200,5,1.0,t3,13.783325959232975,0.0567634584643133,0.011338674017589812,0.011338674017589367,0.8848328144628527,0.790779710149872,0.6855343287803127,0.000608472863869336,False,False,True
2024,200,20,1.0,t3,55.6060679257763,0.6809110190008925,0.12331907372740913,0.12331907372740891,0.9374270124964251,0.8906827135153297,0.6529573807219223,0.07819923345521629,False,False,True
2024,200,50,1.0,t3,72.41244202762327,0.9086975854139183,0.43189748326178057,0.43189748326178046,0.9621206201134911,1.0212183593485868,0.6406716239718981,0.06675803962968463,False,False,True
2024,200,5,2.0,t3,5.782239270022322,0.010150138550709231,0.00193158532447546,0.00193158532447546,0.8848328144628527,1.0614640567988358,0.7744217054949228,0.001135241293636291,False,False,True
2024,200,20,2.0,t3,27.439626261319862,0.21234926200106785,0.01844621317011108,0.01844621317010975,0.9374270124964251,1.0487965153631738,0.6797186427571458,0.20228644141256935,False,False,True
2024,200,50,2.0,t3,42.8823893294963,0.463074369624246,0.07567339883448598,0.07567339883448687,0.9621206201134911,1.14060918156978,0.6459243754435905,0.0006808718627142607,False,False,True
2024,200,5,4.0,t3,3.6856582321172957,0.004132241979978635,0.000466981452047599,0.00046698145204782104,0.8848328144628527,1.7211727426657306,1.0281253989291863,0.006623657243264525,False,False,True
2024,200,20,4.0,t3,9.153281593879365,0.025305248091428423,0.004356691247157318,0.004356691247157096,0.9374270124964251,1.6809945188209892,0.7604101018304631,0.00014856428440523928,False,False,True
2024,200,50,4.0,t3,16.755667485206985,0.0831116926769766,0.016883849550559882,0.016883849550558994,0.9621206201134911,1.7003890070651042,0.662081026635772,0.0029796245412354594,False,False,True
2024,200,5,0.5,uniform,25.8285307337248,0.1898165080805777,0.47856156144375983,0.47856156144376005,0.8364933547249643,0.7582014111282348,0.6661404141226642,0.0005200755996764839,True,True,True
2024,200,20,0.5,uniform,50.87268978605275,0.601781399303399,0.7127038355847568,0.7127038355847564,0.9545236358969811,0.873533927322438,0.6400110200406243,0.06559702568738712,True,True,True
2024,200,50,0.5,uniform,83.33791472924983,0.986540869215709,0.9778583008627899,0.9778583008627884,0.9798027037013044,1.0369728847763597,0.644242152295037,0.04641513112178519,False,False,False
2024,200,5,1.0,uniform,3.598574076760373,0.003939530782115508,0.016899756857398418,0.016899756857398418,0.8364933547249643,0.9773998834576291,0.7246764553518072,0.0005952014276353612,True,True,True
2024,200,20,1.0,uniform,29.411369977317666,0.24115625722063416,0.23678326708164166,0.23678326708163955,0.9545236358969811,1.034005847601567,0.6507018535958754,0.0020665117063545235,False,False,True
2024,200,50,1.0,uniform,56.980830035262095,0.7030626229016952,0.31398937160623364,0.3139893716062342,0.9798027037013044,1.0509944310502894,0.6484035058936135,0.06285084383900064,False,False,True
2024,200,5,2.0,uniform,1.3406931709917276,0.0005474371475969741,0.002045069997355431,0.0020450699973545428,0.8364933547249643,1.6083766477712822,0.9152579657573895,0.0004977213137613568,True,True,True
2024,200,20,2.0,uniform,12.705942245379184,0.04837684889638039,0.04271989459742742,0.04271989459742598,0.9545236358969811,1.6195396436025022,0.6883512728819486,0.0009355330145150997,False,False,True
2024,200,50,2.0,uniform,15.641360220852103,0.0726922647299385,0.036049843161563566,0.03604984316156268,0.9798027037013044,1.5453329510137932,0.6660673799984008,0.003939998357840535,False,False,True
2024,200,5,4.0,uniform,1.0066180213908453,0.0003086309344386695,0.0007201240678269549,0.0007201240678262888,0.8364933547249643,3.021947232238912,1.4281664121860562,0.0001505131169325935,True,True,True
2024,200,20,4.0,uniform,6.225674118092056,0.01176027937544144,0.009430381950892297,0.009430381950891631,0.9545236358969811,3.034142755854666,0.814341735946055,0.0019199723977942895,False,False,True
2024,200,50,4.0,uniform,7.924734632113265,0.019008726137238474,0.009591145760460495,0.00959114576046094,0.9798027037013044,2.911131260508301,0.7320289298224425,0.0016207390421190127,False,False,True
2024,200,5,0.5,skewed,42.8240020996056,0.46205818036841906,0.23485309587187908,0.2348530958718792,0.8220802761143577,0.7724274250581864,0.6665283691074628,0.0007106725100959332,False,False,True
2024,200,20,0.5,skewed,61.09802828190613,0.7664090173820375,0.7817311484395957,0.781731148439595,0.9250745192051314,0.8765932025367328,0.6451308899088025,0.06620254077825805,True,True,True
2024,200,50,0.5,skewed,87.80630810884954,0.998534810583185,0.9838099231921896,0.9838099231921912,0.9820693370881397,1.014028136279375,0.6332148788673393,0.04743169707224415,False,False,False
2024,200,5,1.0,skewed,20.817139851258457,0.1262996330854822,0.03137296866455108,0.031372968664550416,0.8220802761143577,0.8915595338188133,0.6974809345262333,0.000805611791089067,False,False,True
2024,200,20,1.0,skewed,34.81163142449309,0.32590426517974813,0.24714673264132847,0.24714673264132814,0.9250745192051314,0.9771817823505833,0.6572181880804576,0.13667327719964617,False,False,True
2024,200,50,1.0,skewed,44.109824203928646,0.4844660014785187,0.28029546551064843,0.28029546551064877,0.9820693370881397,1.0488942306692302,0.6386797831171899,0.10488429594930737,False,False,True
2024,200,5,2.0,skewed,5.515589795060961,0.00923839878846977,0.0015147974622271576,0.0015147974622269356,0.8220802761143577,1.3398383388726152,0.7983769677587362,0.0002584495829369704,False,False,True
2024,200,20,2.0,skewed,14.910404651371568,0.06620755012691237,0.03987897020308384,0.039878970203084285,0.9250745192051314,1.3917847750588417,0.7002971696093616,0.0007682765944605485,False,False,True
2024,200,50,2.0,skewed,20.64631362755669,0.12432547228879198,0.06293282534536271,0.06293282534536149,0.9820693370881397,1.4229453996544323,0.6591147180202195,0.00030940877771512554,False,False,True
2024,200,5,4.0,skewed,2.145398294801011,0.0014014177603285383,0.00011665849176090148,0.0001166584917604574,0.8220802761143577,2.474507770329647,1.0866324848869786,0.0003120881301397205,False,False,True
2024,200,20,4.0,skewed,6.053532933837181,0.011121310697215003,0.008031506136654154,0.008031506136654154,0.9250745192051314,2.521897205993487,0.8291743284948774,0.0004122003542703645,False,False,True
2024,200,50,4.0,skewed,9.474266955752725,0.027094681708320523,0.0146255293626677,0.014625529362668588,0.9820693370881397,2.512762348224979,0.7252250035638945,0.0003572171671359925,False,False,True
2024,200,5,0.5,chisq,20.613817621466602,0.12395144082539822,0.08040327774581191,0.08040327774581235,0.7631654116133652,0.7850068148300056,0.6672048588381632,0.0001594684311717609,False,False,True
2024,200,20,0.5,chisq,50.44340124656389,0.5944346268283626,0.4668147680889726,0.46681476808897115,0.9614622344993435,0.8753817066137851,0.6496831915414631,0.056950365811668124,False,False,True
2024,200,50,0.5,chisq,85.90524118805119,0.9949011542941744,0.9697894187071128,0.9697894187071133,0.9753168099271795,1.0028962143489435,0.6267744070910569,0.06935716962613403,False,False,False
2024,200,5,1.0,chisq,9.797323669459688,0.028955606457438887,0.016077567324978337,0.016077567324978115,0.7631654116133652,0.9548228916729815,0.6996526273699468,0.0002390376618945922,False,False,True
2024,200,20,1.0,chisq,22.890549142318175,0.15129921415399428,0.07646408684698403,0.07646408684698358,0.9614622344993435,0.9511616731374315,0.6698782243183312,0.008349124015451959,False,False,True
2024,200,50,1.0,chisq,62.03297549546385,0.7800734032021753,0.5507215543653784,0.550721554365377,0.9753168099271795,1.0252107950421823,0.6291435019108634,0.0677604526616894,False,False,True
2024,200,5,2.0,chisq,3.7179112572756225,0.004204778561751943,0.0031917261431297916,0.0031917261431293475,0.7631654116133652,1.3834203173667565,0.7980625555665464,0.005564574198694272,False,False,True
2024,200,20,2.0,chisq,8.653768189397343,0.02263916192428095,0.014088381926886773,0.014088381926886995,0.9614622344993435,1.3782805210908113,0.7327391317887468,0.0002093222291517094,False,False,True
2024,200,50,2.0,chisq,22.244446987417437,0.14330685115153807,0.05617921996662134,0.05617921996662223,0.9753168099271795,1.2774513167565948,0.6411774183930937,0.0008218705055815789,False,False,True
2024,200,5,4.0,chisq,1.2714851193593404,0.0004923863510272186,0.000695597050495822,0.0006955970504967102,0.7631654116133652,2.4075508694412537,1.080472264497306,0.0002363455129268388,True,True,True
2024,200,20,4.0,chisq,4.230289305187288,0.005441336490887516,0.0031330135558215177,0.003133013555822628,0.9614622344993435,2.424247440793399,0.910445231773528,0.0003212707693078798,False,False,True
2024,200,50,4.0,chisq,9.78151728006736,0.0288631602292605,0.011511032445329583,0.011511032445329583,0.9753168099271795,2.28157916795439,0.6852955406167899,0.0011792445781320104,False,False,True
2024,200,5,0.5,gaussian,40.141836242999446,0.4156148662342335,0.2500786276294784,0.25007862762947264,0.8108975170970174,0.7640804462316689,0.6680725992571721,0.011186190222698622,False,False,True
2024,200,20,0.5,gaussian,44.53905593675814,0.4919553555491186,0.7691166535144535,0.7691166535144522,0.9536512408669662,0.8728490321972887,0.6329929318858868,0.06143973815376136,True,True,True
2024,200,50,0.5,gaussian,76.02204956981393,0.9416543359528066,0.994664070984192,0.994664070984193,0.9749919617750272,1.0313574716299299,0.6256472728649105,0.052441766114783905,True,True,True
2024,200,5,1.0,gaussian,17.002500700750122,0.08550562153415275,0.024445762988851816,0.024445762988852593,0.8108975170970174,0.974632365048742,0.7155552946837698,0.0061142079873964805,False,False,True
2024,200,20,1.0,gaussian,29.09718547415425,0.23648035446305404,0.18639168906388637,0.18639168906387793,0.9536512408669662,0.9829278065650715,0.6485160052384745,0.1545089946386321,False,False,True
2024,200,50,1.0,gaussian,42.156801584584194,0.4504582496185252,0.2183172796939622,0.21831727969396109,0.9749919617750272,1.0763959527244495,0.6291780622178528,0.0840464161814406,False,False,True
2024,200,5,2.0,gaussian,9.345602265545418,0.02637025807466764,0.008361730006451129,0.008361730006451351,0.8108975170970174,1.5097172109787087,0.852912657255193,0.0005698808112297726,False,False,True
2024,200,20,2.0,gaussian,9.876687442295257,0.02942194531670772,0.022932713916410274,0.022932713916410497,0.9536512408669662,1.4347292383250705,0.7059556445729117,0.002642289655485186,False,False,True
2024,200,50,2.0,gaussian,16.148893116253355,0.07735876067663805,0.055396351313018455,0.05539635131301868,0.9749919617750272,1.5229250535747327,0.6450620215146794,0.00033873815417528874,False,False,True
2024,200,5,4.0,gaussian,4.6141208651136,0.0064713310332754626,0.002505947927710306,0.002505947927710084,0.8108975170970174,2.6884410314706106,1.2047690544571283,0.0002590935410289319,False,False,True
2024,200,20,4.0,gaussian,5.144183703399898,0.008039340328982458,0.004755909429164928,0.0047559094291655946,0.9536512408669662,2.5858101782087255,0.8820219557478828,0.0011957324416100867,False,False,True
2024,200,50,4.0,gaussian,8.212710525983269,0.020405694716727152,0.014055528622430091,0.014055528622430757,0.9749919617750272,2.6611545904075102,0.705319556641537,0.000980715782624042,False,False,True
2024,500,20,2.0,gaussian_mix,8.009792114459831,0.019416287809365773,0.013818160178270755,0.013818160178269201,0.9507264095374339,1.5841149874913942,0.6878974993481493,0.0006066841698666448,False,False,True
5,200,5,0.5,gaussian_mix,53.45943389948679,0.6455086307665625,0.46484411003532444,0.46484411003532555,0.7627404699450272,0.752241437444668,0.6407016459942713,0.0005797618132378224,False,False,True
5,200,20,0.5,gaussian_mix,54.68085306508085,0.6657653255004669,0.8348311823679498,0.834831182367949,0.9368109031166482,0.8851341676967144,0.6462515669734525,0.04474511648399837,True,True,True
5,200,50,0.5,gaussian_mix,64.22819506055791,0.8109593925770942,0.9978738348548855,0.9978738348548849,0.9813497650747905,1.0364656870362416,0.6378384976829835,0.05629694670558083,True,True,True
