# script: ch04_shengyin_on_our_grid.py
# seeds: 42, 7, 123, 2024, 5
# n_perturb: 500
# n_restarts: 3
# max_iter: 100
part,seed,config,nonlinearity,noise,n,p,k,method,angle,dcor2_u,dcov_v,seconds
single,2024,cubic_p5_s2.0,cubic,2.0,200,5,1,Sheng-Yin (dcsol),11.5066,0.334636,0.636114,0.12
single,2024,cubic_p20_s2.0,cubic,2.0,200,20,1,dCor-PP (this thesis),29.1141,0.417079,0.721737,0.053
single,2024,cubic_p20_s2.0,cubic,2.0,200,20,1,Sheng-Yin (dcsol),26.8027,0.409483,0.729055,0.258
single,2024,tanh_p2_s0.0,tanh,0.0,200,2,1,dCor-PP (this thesis),0.06,0.913167,0.599007,0.035
single,2024,tanh_p2_s0.0,tanh,0.0,200,2,1,Sheng-Yin (dcsol),0.5112,0.913067,0.598994,0.108
single,2024,tanh_p5_s0.0,tanh,0.0,200,5,1,dCor-PP (this thesis),3.6092,0.933083,0.642309,0.052
single,2024,tanh_p5_s0.0,tanh,0.0,200,5,1,Sheng-Yin (dcsol),6.4762,0.929777,0.641182,0.115
single,2024,tanh_p20_s0.0,tanh,0.0,200,20,1,dCor-PP (this thesis),5.4324,0.937636,0.643886,0.052
single,2024,tanh_p20_s0.0,tanh,0.0,200,20,1,Sheng-Yin (dcsol),9.7139,0.929381,0.645358,0.281
single,2024,tanh_p2_s0.5,tanh,0.5,200,2,1,dCor-PP (this thesis),0.5031,0.635254,0.493328,0.028
single,2024,tanh_p2_s0.5,tanh,0.5,200,2,1,Sheng-Yin (dcsol),0.0045,0.635184,0.493318,0.104
single,2024,tanh_p5_s0.5,tanh,0.5,200,5,1,dCor-PP (this thesis),8.2234,0.6853,0.526384,0.051
single,2024,tanh_p5_s0.5,tanh,0.5,200,5,1,Sheng-Yin (dcsol),10.3685,0.683306,0.525448,0.114
single,2024,tanh_p20_s0.5,tanh,0.5,200,20,1,dCor-PP (this thesis),14.3559,0.718876,0.553243,0.053
single,2024,tanh_p20_s0.5,tanh,0.5,200,20,1,Sheng-Yin (dcsol),15.0841,0.711362,0.554169,0.256
single,2024,tanh_p2_s1.0,tanh,1.0,200,2,1,dCor-PP (this thesis),0.4688,0.292278,0.383904,0.033
single,2024,tanh_p2_s1.0,tanh,1.0,200,2,1,Sheng-Yin (dcsol),0.0901,0.292238,0.383897,0.106
single,2024,tanh_p5_s1.0,tanh,1.0,200,5,1,dCor-PP (this thesis),14.1969,0.330768,0.4133,0.046
single,2024,tanh_p5_s1.0,tanh,1.0,200,5,1,Sheng-Yin (dcsol),15.1571,0.330258,0.412771,0.122
single,2024,tanh_p20_s1.0,tanh,1.0,200,20,1,dCor-PP (this thesis),26.2697,0.418998,0.472664,0.056
single,2024,tanh_p20_s1.0,tanh,1.0,200,20,1,Sheng-Yin (dcsol),25.5488,0.411511,0.474658,0.338
single,2024,tanh_p2_s2.0,tanh,2.0,200,2,1,dCor-PP (this thesis),1.0959,0.075653,0.271814,0.022
single,2024,tanh_p2_s2.0,tanh,2.0,200,2,1,Sheng-Yin (dcsol),1.4431,0.075642,0.271816,0.105
single,2024,tanh_p5_s2.0,tanh,2.0,200,5,1,dCor-PP (this thesis),33.7639,0.106788,0.318589,0.04
single,2024,tanh_p5_s2.0,tanh,2.0,200,5,1,Sheng-Yin (dcsol),30.457,0.106384,0.318228,0.112
single,2024,tanh_p20_s2.0,tanh,2.0,200,20,1,dCor-PP (this thesis),46.2124,0.21232,0.437492,0.048
single,2024,tanh_p20_s2.0,tanh,2.0,200,20,1,Sheng-Yin (dcsol),45.6147,0.206646,0.442774,0.276
single,5,square_p2_s0.0,square,0.0,200,2,1,dCor-PP (this thesis),1.4497,0.283515,0.350309,0.04
single,5,square_p2_s0.0,square,0.0,200,2,1,Sheng-Yin (dcsol),1.1706,0.283492,0.350335,0.104
single,5,square_p5_s0.0,square,0.0,200,5,1,dCor-PP (this thesis),2.9124,0.29043,0.375421,0.038
single,5,square_p5_s0.0,square,0.0,200,5,1,Sheng-Yin (dcsol),2.5252,0.290358,0.375571,0.119
single,5,square_p20_s0.0,square,0.0,200,20,1,dCor-PP (this thesis),11.1339,0.332653,0.477318,0.055
single,5,square_p20_s0.0,square,0.0,200,20,1,Sheng-Yin (dcsol),8.5478,0.331212,0.479014,0.29
single,5,square_p2_s0.5,square,0.5,200,2,1,dCor-PP (this thesis),1.0588,0.220215,0.330504,0.029
single,5,square_p2_s0.5,square,0.5,200,2,1,Sheng-Yin (dcsol),0.7365,0.220203,0.330536,0.106
single,5,square_p5_s0.5,square,0.5,200,5,1,dCor-PP (this thesis),4.3452,0.25507,0.372594,0.05
single,5,square_p5_s0.5,square,0.5,200,5,1,Sheng-Yin (dcsol),3.8907,0.254953,0.372673,0.112
single,5,square_p20_s0.5,square,0.5,200,20,1,dCor-PP (this thesis),15.0052,0.298576,0.463759,0.051
single,5,square_p20_s0.5,square,0.5,200,20,1,Sheng-Yin (dcsol),11.7771,0.296763,0.466276,0.35
single,5,square_p2_s1.0,square,1.0,200,2,1,dCor-PP (this thesis),0.5464,0.154359,0.316865,0.033
single,5,square_p2_s1.0,square,1.0,200,2,1,Sheng-Yin (dcsol),0.4179,0.154355,0.316875,0.104
single,5,square_p5_s1.0,square,1.0,200,5,1,dCor-PP (this thesis),5.5056,0.191929,0.360518,0.05
single,5,square_p5_s1.0,square,1.0,200,5,1,Sheng-Yin (dcsol),5.1837,0.191816,0.36083,0.119
single,5,square_p20_s1.0,square,1.0,200,20,1,dCor-PP (this thesis),18.31,0.240227,0.449189,0.054
single,5,square_p20_s1.0,square,1.0,200,20,1,Sheng-Yin (dcsol),15.2966,0.238846,0.451802,0.329
single,5,square_p2_s2.0,square,2.0,200,2,1,dCor-PP (this thesis),0.4109,0.082485,0.300317,0.025
single,5,square_p2_s2.0,square,2.0,200,2,1,Sheng-Yin (dcsol),0.4652,0.082485,0.300321,0.106
single,5,square_p5_s2.0,square,2.0,200,5,1,dCor-PP (this thesis),9.1812,0.11325,0.346312,0.042
single,5,square_p5_s2.0,square,2.0,200,5,1,Sheng-Yin (dcsol),8.4711,0.113183,0.346647,0.118
single,5,square_p20_s2.0,square,2.0,200,20,1,dCor-PP (this thesis),30.1822,0.157763,0.432618,0.045
single,5,square_p20_s2.0,square,2.0,200,20,1,Sheng-Yin (dcsol),25.3074,0.156696,0.435678,0.291
single,5,sine_p2_s0.0,sine,0.0,200,2,1,dCor-PP (this thesis),0.2093,0.028396,0.114865,0.03
single,5,sine_p2_s0.0,sine,0.0,200,2,1,Sheng-Yin (dcsol),0.2186,0.028396,0.114865,0.104
single,5,sine_p5_s0.0,sine,0.0,200,5,1,dCor-PP (this thesis),84.3008,0.019989,0.106258,0.03
single,5,sine_p5_s0.0,sine,0.0,200,5,1,Sheng-Yin (dcsol),66.7902,0.015364,0.100291,0.117
single,5,sine_p20_s0.0,sine,0.0,200,20,1,dCor-PP (this thesis),79.9909,0.097278,0.193373,0.048
single,5,sine_p20_s0.0,sine,0.0,200,20,1,Sheng-Yin (dcsol),86.0588,0.105661,0.192542,0.305
single,5,sine_p2_s0.5,sine,0.5,200,2,1,dCor-PP (this thesis),0.3113,0.009079,0.092068,0.016
single,5,sine_p2_s0.5,sine,0.5,200,2,1,Sheng-Yin (dcsol),0.323,0.009079,0.092068,0.107
single,5,sine_p5_s0.5,sine,0.5,200,5,1,dCor-PP (this thesis),38.1819,0.020232,0.110076,0.046
single,5,sine_p5_s0.5,sine,0.5,200,5,1,Sheng-Yin (dcsol),37.3926,0.020246,0.110147,0.118
single,5,sine_p20_s0.5,sine,0.5,200,20,1,dCor-PP (this thesis),85.0913,0.142189,0.235729,0.045
single,5,sine_p20_s0.5,sine,0.5,200,20,1,Sheng-Yin (dcsol),88.5762,0.139291,0.235613,0.362
single,5,sine_p2_s1.0,sine,1.0,200,2,1,dCor-PP (this thesis),1.0829,0.002501,0.09246,0.017
single,5,sine_p2_s1.0,sine,1.0,200,2,1,Sheng-Yin (dcsol),1.1339,0.002501,0.09246,0.108
single,5,sine_p5_s1.0,sine,1.0,200,5,1,dCor-PP (this thesis),38.7158,0.026777,0.136353,0.036
single,5,sine_p5_s1.0,sine,1.0,200,5,1,Sheng-Yin (dcsol),38.7156,0.026762,0.136518,0.117
single,5,sine_p20_s1.0,sine,1.0,200,20,1,dCor-PP (this thesis),85.2528,0.146818,0.28201,0.045
single,5,sine_p20_s1.0,sine,1.0,200,20,1,Sheng-Yin (dcsol),84.8959,0.145635,0.281414,0.339
single,5,sine_p2_s2.0,sine,2.0,200,2,1,dCor-PP (this thesis),1.7622,0.002624,0.120615,0.02
single,5,sine_p2_s2.0,sine,2.0,200,2,1,Sheng-Yin (dcsol),1.8105,0.002624,0.120614,0.107
single,5,sine_p5_s2.0,sine,2.0,200,5,1,dCor-PP (this thesis),38.1272,0.02902,0.182021,0.027
single,5,sine_p5_s2.0,sine,2.0,200,5,1,Sheng-Yin (dcsol),38.1958,0.029046,0.182227,0.119
single,5,sine_p20_s2.0,sine,2.0,200,20,1,dCor-PP (this thesis),83.4814,0.130761,0.346088,0.043
single,5,sine_p20_s2.0,sine,2.0,200,20,1,Sheng-Yin (dcsol),86.1928,0.127792,0.349805,0.282
single,5,abs_p2_s0.0,abs,0.0,200,2,1,dCor-PP (this thesis),0.7137,0.31278,0.269642,0.038
single,5,abs_p2_s0.0,abs,0.0,200,2,1,Sheng-Yin (dcsol),0.616,0.312774,0.269648,0.102
single,5,abs_p5_s0.0,abs,0.0,200,5,1,dCor-PP (this thesis),2.5839,0.30375,0.276489,0.037
single,5,abs_p5_s0.0,abs,0.0,200,5,1,Sheng-Yin (dcsol),2.2973,0.303672,0.276601,0.119
single,5,abs_p20_s0.0,abs,0.0,200,20,1,dCor-PP (this thesis),7.9602,0.334045,0.325299,0.048
single,5,abs_p20_s0.0,abs,0.0,200,20,1,Sheng-Yin (dcsol),6.1992,0.332903,0.326163,0.326
single,5,abs_p2_s0.5,abs,0.5,200,2,1,dCor-PP (this thesis),0.3437,0.179938,0.243984,0.037
single,5,abs_p2_s0.5,abs,0.5,200,2,1,Sheng-Yin (dcsol),0.1935,0.179933,0.243993,0.105
single,5,abs_p5_s0.5,abs,0.5,200,5,1,dCor-PP (this thesis),5.6402,0.203227,0.262877,0.039
single,5,abs_p5_s0.5,abs,0.5,200,5,1,Sheng-Yin (dcsol),5.1747,0.203111,0.263046,0.115
single,5,abs_p20_s0.5,abs,0.5,200,20,1,dCor-PP (this thesis),13.2138,0.225214,0.302038,0.052
single,5,abs_p20_s0.5,abs,0.5,200,20,1,Sheng-Yin (dcsol),11.0351,0.224004,0.302816,0.314
single,5,abs_p2_s1.0,abs,1.0,200,2,1,dCor-PP (this thesis),0.5422,0.093379,0.223934,0.03
single,5,abs_p2_s1.0,abs,1.0,200,2,1,Sheng-Yin (dcsol),0.5853,0.093379,0.223936,0.104
single,5,abs_p5_s1.0,abs,1.0,200,5,1,dCor-PP (this thesis),8.6755,0.112814,0.241524,0.045
single,5,abs_p5_s1.0,abs,1.0,200,5,1,Sheng-Yin (dcsol),8.2668,0.112759,0.241672,0.121
single,5,abs_p20_s1.0,abs,1.0,200,20,1,dCor-PP (this thesis),64.8107,0.132523,0.277781,0.047
single,5,abs_p20_s1.0,abs,1.0,200,20,1,Sheng-Yin (dcsol),23.9027,0.133935,0.282319,0.315
single,5,abs_p2_s2.0,abs,2.0,200,2,1,dCor-PP (this thesis),0.847,0.042109,0.21637,0.029
single,5,abs_p2_s2.0,abs,2.0,200,2,1,Sheng-Yin (dcsol),0.8928,0.042108,0.216372,0.104
single,5,abs_p5_s2.0,abs,2.0,200,5,1,dCor-PP (this thesis),16.1644,0.055688,0.235829,0.046
single,5,abs_p5_s2.0,abs,2.0,200,5,1,Sheng-Yin (dcsol),15.9571,0.055671,0.235904,0.123
single,5,abs_p20_s2.0,abs,2.0,200,20,1,dCor-PP (this thesis),86.0283,0.128548,0.333902,0.057
single,5,abs_p20_s2.0,abs,2.0,200,20,1,Sheng-Yin (dcsol),68.7682,0.127022,0.358178,0.368
single,5,cubic_p2_s0.0,cubic,0.0,200,2,1,dCor-PP (this thesis),1.5015,0.714553,0.673231,0.039
single,5,cubic_p2_s0.0,cubic,0.0,200,2,1,Sheng-Yin (dcsol),1.0238,0.71447,0.67332,0.104
single,5,cubic_p5_s0.0,cubic,0.0,200,5,1,dCor-PP (this thesis),2.666,0.737778,0.751448,0.048
single,5,cubic_p5_s0.0,cubic,0.0,200,5,1,Sheng-Yin (dcsol),1.9657,0.73702,0.752285,0.117
single,5,cubic_p20_s0.0,cubic,0.0,200,20,1,dCor-PP (this thesis),9.9925,0.747703,0.967029,0.054
single,5,cubic_p20_s0.0,cubic,0.0,200,20,1,Sheng-Yin (dcsol),6.0717,0.741109,0.972654,0.295
single,5,cubic_p2_s0.5,cubic,0.5,200,2,1,dCor-PP (this thesis),1.5504,0.641097,0.661907,0.037
single,5,cubic_p2_s0.5,cubic,0.5,200,2,1,Sheng-Yin (dcsol),1.0171,0.641019,0.662011,0.11
single,5,cubic_p5_s0.5,cubic,0.5,200,5,1,dCor-PP (this thesis),2.9069,0.629733,0.712622,0.045
single,5,cubic_p5_s0.5,cubic,0.5,200,5,1,Sheng-Yin (dcsol),2.1381,0.629239,0.713331,0.123
single,5,cubic_p20_s0.5,cubic,0.5,200,20,1,dCor-PP (this thesis),13.4655,0.705696,0.948031,0.054
single,5,cubic_p20_s0.5,cubic,0.5,200,20,1,Sheng-Yin (dcsol),8.8198,0.698781,0.953345,0.301
single,5,cubic_p2_s1.0,cubic,1.0,200,2,1,dCor-PP (this thesis),1.3817,0.519877,0.648059,0.038
single,5,cubic_p2_s1.0,cubic,1.0,200,2,1,Sheng-Yin (dcsol),0.7167,0.519787,0.64818,0.106
single,5,cubic_p5_s1.0,cubic,1.0,200,5,1,dCor-PP (this thesis),3.6002,0.507553,0.676273,0.045
single,5,cubic_p5_s1.0,cubic,1.0,200,5,1,Sheng-Yin (dcsol),3.2808,0.507321,0.676655,0.122
single,5,cubic_p20_s1.0,cubic,1.0,200,20,1,dCor-PP (this thesis),17.0452,0.642082,0.92944,0.054
single,5,cubic_p20_s1.0,cubic,1.0,200,20,1,Sheng-Yin (dcsol),12.5513,0.63472,0.935902,0.295
single,5,cubic_p2_s2.0,cubic,2.0,200,2,1,dCor-PP (this thesis),1.1139,0.338314,0.627644,0.038
single,5,cubic_p2_s2.0,cubic,2.0,200,2,1,Sheng-Yin (dcsol),0.4746,0.338267,0.627764,0.103
single,5,cubic_p5_s2.0,cubic,2.0,200,5,1,dCor-PP (this thesis),5.4128,0.330834,0.629352,0.042
single,5,cubic_p5_s2.0,cubic,2.0,200,5,1,Sheng-Yin (dcsol),4.7244,0.330644,0.630005,0.115
single,5,cubic_p20_s2.0,cubic,2.0,200,20,1,dCor-PP (this thesis),23.636,0.515505,0.907877,0.05
single,5,cubic_p20_s2.0,cubic,2.0,200,20,1,Sheng-Yin (dcsol),19.8522,0.510687,0.913123,0.392
single,5,tanh_p2_s0.0,tanh,0.0,200,2,1,dCor-PP (this thesis),0.8682,0.93654,0.588876,0.036
single,5,tanh_p2_s0.0,tanh,0.0,200,2,1,Sheng-Yin (dcsol),1.0241,0.936525,0.588897,0.106
single,5,tanh_p5_s0.0,tanh,0.0,200,5,1,dCor-PP (this thesis),1.8043,0.931966,0.633972,0.051
single,5,tanh_p5_s0.0,tanh,0.0,200,5,1,Sheng-Yin (dcsol),3.1877,0.930741,0.635063,0.124
single,5,tanh_p20_s0.0,tanh,0.0,200,20,1,dCor-PP (this thesis),5.153,0.920497,0.673882,0.053
single,5,tanh_p20_s0.0,tanh,0.0,200,20,1,Sheng-Yin (dcsol),9.4814,0.911621,0.675327,0.282
single,5,tanh_p2_s0.5,tanh,0.5,200,2,1,dCor-PP (this thesis),0.9358,0.674236,0.519435,0.038
single,5,tanh_p2_s0.5,tanh,0.5,200,2,1,Sheng-Yin (dcsol),1.191,0.674215,0.519467,0.104
single,5,tanh_p5_s0.5,tanh,0.5,200,5,1,dCor-PP (this thesis),4.8663,0.721671,0.527823,0.046
single,5,tanh_p5_s0.5,tanh,0.5,200,5,1,Sheng-Yin (dcsol),5.2995,0.721015,0.528276,0.117
single,5,tanh_p20_s0.5,tanh,0.5,200,20,1,dCor-PP (this thesis),13.9581,0.735718,0.58833,0.053
single,5,tanh_p20_s0.5,tanh,0.5,200,20,1,Sheng-Yin (dcsol),13.649,0.726826,0.590333,0.273
single,5,tanh_p2_s1.0,tanh,1.0,200,2,1,dCor-PP (this thesis),1.031,0.38681,0.452808,0.034
single,5,tanh_p2_s1.0,tanh,1.0,200,2,1,Sheng-Yin (dcsol),1.2166,0.386799,0.452829,0.103
single,5,tanh_p5_s1.0,tanh,1.0,200,5,1,dCor-PP (this thesis),8.9621,0.362957,0.414972,0.047
single,5,tanh_p5_s1.0,tanh,1.0,200,5,1,Sheng-Yin (dcsol),9.3887,0.362836,0.415224,0.11
single,5,tanh_p20_s1.0,tanh,1.0,200,20,1,dCor-PP (this thesis),23.6036,0.461741,0.512157,0.05
single,5,tanh_p20_s1.0,tanh,1.0,200,20,1,Sheng-Yin (dcsol),21.5879,0.456321,0.515757,0.272
single,5,tanh_p2_s2.0,tanh,2.0,200,2,1,dCor-PP (this thesis),1.1312,0.166378,0.389301,0.038
single,5,tanh_p2_s2.0,tanh,2.0,200,2,1,Sheng-Yin (dcsol),1.5489,0.166362,0.389338,0.119
single,5,tanh_p5_s2.0,tanh,2.0,200,5,1,dCor-PP (this thesis),14.4439,0.107535,0.305003,0.05
single,5,tanh_p5_s2.0,tanh,2.0,200,5,1,Sheng-Yin (dcsol),14.9212,0.107814,0.305681,0.121
single,5,tanh_p20_s2.0,tanh,2.0,200,20,1,dCor-PP (this thesis),40.4722,0.245292,0.472343,0.037
single,5,tanh_p20_s2.0,tanh,2.0,200,20,1,Sheng-Yin (dcsol),42.0044,0.242122,0.475197,0.326
multi,42,k2_p5_product_noiseless,product,0.0,400,5,2,dCor-PP sequential (X-deflation),3.35,0.148627,0.233635,0.543
multi,42,k2_p5_product_noiseless,product,0.0,400,5,2,"dCor-PP joint (Stiefel, lam=0)",3.0501,0.147277,0.233906,0.587
multi,42,k2_p5_product_noiseless,product,0.0,400,5,2,Sheng-Yin (dcsol),2.3854,0.066449,0.233428,1.561
multi,42,k2_p5_product_noisy,product,0.5,400,5,2,dCor-PP sequential (X-deflation),4.9094,0.095443,0.209861,0.497
multi,42,k2_p5_product_noisy,product,0.5,400,5,2,"dCor-PP joint (Stiefel, lam=0)",4.797,0.097176,0.20996,0.558
multi,42,k2_p5_product_noisy,product,0.5,400,5,2,Sheng-Yin (dcsol),3.6825,0.078643,0.209772,2.198
multi,42,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,dCor-PP sequential (X-deflation),6.5385,0.123642,0.363425,0.566
multi,42,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,"dCor-PP joint (Stiefel, lam=0)",6.7193,0.125408,0.36506,0.561
multi,42,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,Sheng-Yin (dcsol),5.3694,0.118208,0.368297,2.881
multi,42,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,dCor-PP sequential (X-deflation),8.4021,0.103878,0.344814,0.55
multi,42,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,"dCor-PP joint (Stiefel, lam=0)",8.1219,0.110681,0.352575,0.558
multi,42,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,Sheng-Yin (dcsol),6.4092,0.10132,0.354676,2.937
multi,42,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,dCor-PP sequential (X-deflation),6.869,0.079454,0.373538,1.273
multi,42,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,"dCor-PP joint (Stiefel, lam=0)",5.4361,0.080794,0.373658,1.321
multi,42,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,Sheng-Yin (dcsol),5.9434,0.077584,0.37751,7.028
multi,42,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,dCor-PP sequential (X-deflation),51.1218,0.002976,0.053377,0.297
multi,42,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,"dCor-PP joint (Stiefel, lam=0)",49.2947,0.00239,0.051479,0.378
multi,42,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,Sheng-Yin (dcsol),35.0462,0.008707,0.056186,2.091
multi,42,k2_p20_product_noiseless,product,0.0,500,20,2,dCor-PP sequential (X-deflation),45.1169,0.094156,0.191873,0.897
multi,42,k2_p20_product_noiseless,product,0.0,500,20,2,"dCor-PP joint (Stiefel, lam=0)",11.6772,0.139909,0.224443,0.87
multi,42,k2_p20_product_noiseless,product,0.0,500,20,2,Sheng-Yin (dcsol),6.3154,0.151353,0.227662,13.231
multi,7,k2_p5_product_noiseless,product,0.0,400,5,2,dCor-PP sequential (X-deflation),2.9331,0.148253,0.226281,0.45
multi,7,k2_p5_product_noiseless,product,0.0,400,5,2,"dCor-PP joint (Stiefel, lam=0)",3.2255,0.143079,0.226194,0.566
multi,7,k2_p5_product_noiseless,product,0.0,400,5,2,Sheng-Yin (dcsol),2.3714,0.087192,0.227678,1.916
multi,7,k2_p5_product_noisy,product,0.5,400,5,2,dCor-PP sequential (X-deflation),7.1786,0.093043,0.202015,0.484
multi,7,k2_p5_product_noisy,product,0.5,400,5,2,"dCor-PP joint (Stiefel, lam=0)",7.3297,0.094392,0.201159,0.554
multi,7,k2_p5_product_noisy,product,0.5,400,5,2,Sheng-Yin (dcsol),5.8157,0.075445,0.203134,2.041
multi,7,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,dCor-PP sequential (X-deflation),4.6371,0.157343,0.415088,0.62
multi,7,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,"dCor-PP joint (Stiefel, lam=0)",5.6364,0.149736,0.407434,0.552
multi,7,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,Sheng-Yin (dcsol),4.3741,0.128165,0.406913,3.82
multi,7,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,dCor-PP sequential (X-deflation),5.7513,0.139262,0.392252,0.575
multi,7,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,"dCor-PP joint (Stiefel, lam=0)",6.742,0.133202,0.386203,0.57
multi,7,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,Sheng-Yin (dcsol),5.3983,0.11513,0.386121,2.705
multi,7,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,dCor-PP sequential (X-deflation),6.3481,0.097239,0.413337,1.316
multi,7,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,"dCor-PP joint (Stiefel, lam=0)",6.1388,0.089003,0.410919,1.296
multi,7,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,Sheng-Yin (dcsol),5.9539,0.095046,0.414692,6.956
multi,7,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,dCor-PP sequential (X-deflation),76.9055,0.006891,0.060001,0.31
multi,7,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,"dCor-PP joint (Stiefel, lam=0)",3.0412,0.01737,0.064664,0.512
multi,7,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,Sheng-Yin (dcsol),67.0146,0.003053,0.06204,1.803
multi,7,k2_p20_product_noiseless,product,0.0,500,20,2,dCor-PP sequential (X-deflation),8.8087,0.150971,0.212387,0.985
multi,7,k2_p20_product_noiseless,product,0.0,500,20,2,"dCor-PP joint (Stiefel, lam=0)",21.6679,0.112774,0.18924,0.88
multi,7,k2_p20_product_noiseless,product,0.0,500,20,2,Sheng-Yin (dcsol),6.4789,0.152298,0.217524,10.933
multi,123,k2_p5_product_noiseless,product,0.0,400,5,2,dCor-PP sequential (X-deflation),2.7189,0.128435,0.226649,0.491
multi,123,k2_p5_product_noiseless,product,0.0,400,5,2,"dCor-PP joint (Stiefel, lam=0)",1.8796,0.135603,0.22782,0.498
multi,123,k2_p5_product_noiseless,product,0.0,400,5,2,Sheng-Yin (dcsol),2.1166,0.138821,0.223813,2.008
multi,123,k2_p5_product_noisy,product,0.5,400,5,2,dCor-PP sequential (X-deflation),5.0342,0.094319,0.205875,0.515
multi,123,k2_p5_product_noisy,product,0.5,400,5,2,"dCor-PP joint (Stiefel, lam=0)",5.5252,0.086873,0.206118,0.564
multi,123,k2_p5_product_noisy,product,0.5,400,5,2,Sheng-Yin (dcsol),4.7532,0.079083,0.20186,1.877
multi,123,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,dCor-PP sequential (X-deflation),7.0902,0.12539,0.386592,0.454
multi,123,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,"dCor-PP joint (Stiefel, lam=0)",8.2873,0.122664,0.38582,0.565
multi,123,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,Sheng-Yin (dcsol),5.911,0.116035,0.383794,3.126
multi,123,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,dCor-PP sequential (X-deflation),7.3931,0.117124,0.378112,0.537
multi,123,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,"dCor-PP joint (Stiefel, lam=0)",7.3025,0.116983,0.375603,0.54
multi,123,k2_p10_sumSq_noisy,sum_squares,0.5,400,10,2,Sheng-Yin (dcsol),6.625,0.110333,0.372717,2.827
multi,123,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,dCor-PP sequential (X-deflation),7.9848,0.082199,0.411524,1.234
multi,123,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,"dCor-PP joint (Stiefel, lam=0)",6.2203,0.082561,0.412494,1.329
multi,123,k3_p10_sumSq_noiseless,sum_squares,0.0,500,10,3,Sheng-Yin (dcsol),6.0844,0.077228,0.407923,6.55
multi,123,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,dCor-PP sequential (X-deflation),45.2146,0.019736,0.081227,0.405
multi,123,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,"dCor-PP joint (Stiefel, lam=0)",44.5776,0.017432,0.085459,0.536
multi,123,k2_p5_sineProd_noiseless,sine_product,0.0,400,5,2,Sheng-Yin (dcsol),32.415,0.018203,0.085343,2.051
multi,123,k2_p20_product_noiseless,product,0.0,500,20,2,dCor-PP sequential (X-deflation),7.2184,0.152044,0.22853,1.058
multi,123,k2_p20_product_noiseless,product,0.0,500,20,2,"dCor-PP joint (Stiefel, lam=0)",21.1986,0.117934,0.210355,0.884
multi,123,k2_p20_product_noiseless,product,0.0,500,20,2,Sheng-Yin (dcsol),5.9443,0.056572,0.231738,12.648
multi,2024,k2_p5_product_noiseless,product,0.0,400,5,2,dCor-PP sequential (X-deflation),2.3897,0.149713,0.230749,0.557
multi,2024,k2_p5_product_noiseless,product,0.0,400,5,2,"dCor-PP joint (Stiefel, lam=0)",2.5331,0.155058,0.230998,0.525
multi,2024,k2_p5_product_noiseless,product,0.0,400,5,2,Sheng-Yin (dcsol),1.787,0.045629,0.23068,1.919
multi,2024,k2_p5_product_noisy,product,0.5,400,5,2,dCor-PP sequential (X-deflation),3.8504,0.095137,0.200495,0.444
multi,2024,k2_p5_product_noisy,product,0.5,400,5,2,"dCor-PP joint (Stiefel, lam=0)",3.8365,0.099357,0.200967,0.556
multi,2024,k2_p5_product_noisy,product,0.5,400,5,2,Sheng-Yin (dcsol),2.8245,0.035048,0.201093,1.672
multi,2024,k2_p10_sumSq_noiseless,sum_squares,0.0,400,10,2,dCor-PP sequential (X-deflation),7.1388,0.134472,0.391679,0.563
