# script: ch04_shengyin_on_our_grid.py
# seeds: 42, 7, 123, 2024, 5
# n_perturb: 500
# n_restarts: 3
# max_iter: 100
part,seed,config,nonlinearity,noise,n,p,k,method,angle,dcor2_u,dcov_v,seconds
single,7,tanh_p5_s0.5,tanh,0.5,200,5,1,dCor-PP (this thesis),9.9893,0.65683,0.496606,0.047
single,7,tanh_p5_s0.5,tanh,0.5,200,5,1,Sheng-Yin (dcsol),10.9066,0.656353,0.497151,0.114
single,7,tanh_p20_s0.5,tanh,0.5,200,20,1,dCor-PP (this thesis),15.8425,0.732279,0.530671,0.053
single,7,tanh_p20_s0.5,tanh,0.5,200,20,1,Sheng-Yin (dcsol),17.6816,0.723751,0.534348,0.292
single,7,tanh_p2_s1.0,tanh,1.0,200,2,1,dCor-PP (this thesis),0.3924,0.358001,0.406191,0.042
single,7,tanh_p2_s1.0,tanh,1.0,200,2,1,Sheng-Yin (dcsol),0.7615,0.357802,0.406753,0.107
single,7,tanh_p5_s1.0,tanh,1.0,200,5,1,dCor-PP (this thesis),19.5602,0.334441,0.412947,0.042
single,7,tanh_p5_s1.0,tanh,1.0,200,5,1,Sheng-Yin (dcsol),20.3752,0.334219,0.413039,0.116
single,7,tanh_p20_s1.0,tanh,1.0,200,20,1,dCor-PP (this thesis),27.0971,0.397561,0.440074,0.052
single,7,tanh_p20_s1.0,tanh,1.0,200,20,1,Sheng-Yin (dcsol),27.7211,0.392439,0.444973,0.339
single,7,tanh_p2_s2.0,tanh,2.0,200,2,1,dCor-PP (this thesis),1.4197,0.125085,0.318066,0.037
single,7,tanh_p2_s2.0,tanh,2.0,200,2,1,Sheng-Yin (dcsol),0.6391,0.124972,0.318848,0.103
single,7,tanh_p5_s2.0,tanh,2.0,200,5,1,dCor-PP (this thesis),33.2745,0.126926,0.344079,0.042
single,7,tanh_p5_s2.0,tanh,2.0,200,5,1,Sheng-Yin (dcsol),33.2534,0.126824,0.344185,0.115
single,7,tanh_p20_s2.0,tanh,2.0,200,20,1,dCor-PP (this thesis),56.8938,0.19295,0.392751,0.05
single,7,tanh_p20_s2.0,tanh,2.0,200,20,1,Sheng-Yin (dcsol),50.7962,0.189536,0.400477,0.292
single,123,square_p2_s0.0,square,0.0,200,2,1,dCor-PP (this thesis),0.2717,0.303577,0.40197,0.033
single,123,square_p2_s0.0,square,0.0,200,2,1,Sheng-Yin (dcsol),0.0463,0.303543,0.401993,0.105
single,123,square_p5_s0.0,square,0.0,200,5,1,dCor-PP (this thesis),2.3111,0.297834,0.44698,0.036
single,123,square_p5_s0.0,square,0.0,200,5,1,Sheng-Yin (dcsol),1.6559,0.297715,0.446962,0.123
single,123,square_p20_s0.0,square,0.0,200,20,1,dCor-PP (this thesis),6.6639,0.272703,0.372687,0.054
single,123,square_p20_s0.0,square,0.0,200,20,1,Sheng-Yin (dcsol),5.2434,0.271541,0.373261,0.351
single,123,square_p2_s0.5,square,0.5,200,2,1,dCor-PP (this thesis),2.2943,0.240231,0.373623,0.027
single,123,square_p2_s0.5,square,0.5,200,2,1,Sheng-Yin (dcsol),2.7956,0.240176,0.373664,0.104
single,123,square_p5_s0.5,square,0.5,200,5,1,dCor-PP (this thesis),3.3791,0.240363,0.405266,0.041
single,123,square_p5_s0.5,square,0.5,200,5,1,Sheng-Yin (dcsol),2.8395,0.240247,0.405207,0.118
single,123,square_p20_s0.5,square,0.5,200,20,1,dCor-PP (this thesis),9.5393,0.219567,0.349239,0.052
single,123,square_p20_s0.5,square,0.5,200,20,1,Sheng-Yin (dcsol),8.3381,0.218352,0.349947,0.3
single,123,square_p2_s1.0,square,1.0,200,2,1,dCor-PP (this thesis),5.3286,0.161222,0.345237,0.031
single,123,square_p2_s1.0,square,1.0,200,2,1,Sheng-Yin (dcsol),5.9792,0.161164,0.345285,0.108
single,123,square_p5_s1.0,square,1.0,200,5,1,dCor-PP (this thesis),4.0906,0.166388,0.366773,0.035
single,123,square_p5_s1.0,square,1.0,200,5,1,Sheng-Yin (dcsol),4.039,0.166343,0.366808,0.114
single,123,square_p20_s1.0,square,1.0,200,20,1,dCor-PP (this thesis),13.5065,0.156966,0.330315,0.051
single,123,square_p20_s1.0,square,1.0,200,20,1,Sheng-Yin (dcsol),12.758,0.156135,0.331,0.345
single,123,square_p2_s2.0,square,2.0,200,2,1,dCor-PP (this thesis),9.5118,0.077941,0.311802,0.024
single,123,square_p2_s2.0,square,2.0,200,2,1,Sheng-Yin (dcsol),9.9554,0.077922,0.311818,0.106
single,123,square_p5_s2.0,square,2.0,200,5,1,dCor-PP (this thesis),13.7751,0.07594,0.315212,0.034
single,123,square_p5_s2.0,square,2.0,200,5,1,Sheng-Yin (dcsol),13.0941,0.07593,0.315135,0.119
single,123,square_p20_s2.0,square,2.0,200,20,1,dCor-PP (this thesis),70.6617,0.118423,0.343503,0.052
single,123,square_p20_s2.0,square,2.0,200,20,1,Sheng-Yin (dcsol),66.7523,0.120023,0.352268,0.312
single,123,sine_p2_s0.0,sine,0.0,200,2,1,dCor-PP (this thesis),1.2645,0.024755,0.116064,0.023
single,123,sine_p2_s0.0,sine,0.0,200,2,1,Sheng-Yin (dcsol),69.304,0.006033,0.083117,0.105
single,123,sine_p5_s0.0,sine,0.0,200,5,1,dCor-PP (this thesis),46.6745,0.069265,0.171319,0.039
single,123,sine_p5_s0.0,sine,0.0,200,5,1,Sheng-Yin (dcsol),47.7778,0.069123,0.171176,0.114
single,123,sine_p20_s0.0,sine,0.0,200,20,1,dCor-PP (this thesis),86.7234,0.141741,0.21988,0.049
single,123,sine_p20_s0.0,sine,0.0,200,20,1,Sheng-Yin (dcsol),89.962,0.138117,0.222832,0.285
single,123,sine_p2_s0.5,sine,0.5,200,2,1,dCor-PP (this thesis),1.4764,0.010032,0.096767,0.015
single,123,sine_p2_s0.5,sine,0.5,200,2,1,Sheng-Yin (dcsol),1.4252,0.010033,0.096769,0.105
single,123,sine_p5_s0.5,sine,0.5,200,5,1,dCor-PP (this thesis),69.6936,0.040684,0.14602,0.031
single,123,sine_p5_s0.5,sine,0.5,200,5,1,Sheng-Yin (dcsol),67.8432,0.038958,0.146192,0.121
single,123,sine_p20_s0.5,sine,0.5,200,20,1,dCor-PP (this thesis),79.352,0.115638,0.204364,0.051
single,123,sine_p20_s0.5,sine,0.5,200,20,1,Sheng-Yin (dcsol),78.2471,0.11441,0.204504,0.277
single,123,sine_p2_s1.0,sine,1.0,200,2,1,dCor-PP (this thesis),0.9153,0.000188,0.090696,0.014
single,123,sine_p2_s1.0,sine,1.0,200,2,1,Sheng-Yin (dcsol),78.2232,0.0,0.088966,0.105
single,123,sine_p5_s1.0,sine,1.0,200,5,1,dCor-PP (this thesis),74.1436,0.021378,0.135121,0.024
single,123,sine_p5_s1.0,sine,1.0,200,5,1,Sheng-Yin (dcsol),81.1335,0.023803,0.144225,0.121
single,123,sine_p20_s1.0,sine,1.0,200,20,1,dCor-PP (this thesis),65.5735,0.087142,0.218083,0.046
single,123,sine_p20_s1.0,sine,1.0,200,20,1,Sheng-Yin (dcsol),81.3449,0.083349,0.211634,0.302
single,123,sine_p2_s2.0,sine,2.0,200,2,1,dCor-PP (this thesis),81.5273,0.002959,0.129508,0.024
single,123,sine_p2_s2.0,sine,2.0,200,2,1,Sheng-Yin (dcsol),81.8437,0.00297,0.129544,0.103
single,123,sine_p5_s2.0,sine,2.0,200,5,1,dCor-PP (this thesis),42.9771,0.016582,0.169461,0.034
single,123,sine_p5_s2.0,sine,2.0,200,5,1,Sheng-Yin (dcsol),46.9694,0.016208,0.167825,0.121
single,123,sine_p20_s2.0,sine,2.0,200,20,1,dCor-PP (this thesis),60.7819,0.084758,0.289042,0.044
single,123,sine_p20_s2.0,sine,2.0,200,20,1,Sheng-Yin (dcsol),57.5536,0.08408,0.28919,0.294
single,123,abs_p2_s0.0,abs,0.0,200,2,1,dCor-PP (this thesis),0.2108,0.326068,0.296505,0.034
single,123,abs_p2_s0.0,abs,0.0,200,2,1,Sheng-Yin (dcsol),0.4298,0.326042,0.296519,0.104
single,123,abs_p5_s0.0,abs,0.0,200,5,1,dCor-PP (this thesis),1.244,0.322363,0.313649,0.042
single,123,abs_p5_s0.0,abs,0.0,200,5,1,Sheng-Yin (dcsol),1.0092,0.322272,0.313597,0.117
single,123,abs_p20_s0.0,abs,0.0,200,20,1,dCor-PP (this thesis),6.0579,0.289072,0.276052,0.054
single,123,abs_p20_s0.0,abs,0.0,200,20,1,Sheng-Yin (dcsol),5.3834,0.287838,0.276512,0.378
single,123,abs_p2_s0.5,abs,0.5,200,2,1,dCor-PP (this thesis),4.6707,0.178835,0.254649,0.023
single,123,abs_p2_s0.5,abs,0.5,200,2,1,Sheng-Yin (dcsol),5.2706,0.178777,0.254692,0.107
single,123,abs_p5_s0.5,abs,0.5,200,5,1,dCor-PP (this thesis),3.8302,0.169268,0.250333,0.034
single,123,abs_p5_s0.5,abs,0.5,200,5,1,Sheng-Yin (dcsol),3.1273,0.169171,0.250252,0.129
single,123,abs_p20_s0.5,abs,0.5,200,20,1,dCor-PP (this thesis),13.5215,0.178056,0.246861,0.052
single,123,abs_p20_s0.5,abs,0.5,200,20,1,Sheng-Yin (dcsol),12.3573,0.177132,0.247465,0.289
single,123,abs_p2_s1.0,abs,1.0,200,2,1,dCor-PP (this thesis),8.0647,0.081802,0.221773,0.025
single,123,abs_p2_s1.0,abs,1.0,200,2,1,Sheng-Yin (dcsol),8.6507,0.081768,0.221799,0.105
single,123,abs_p5_s1.0,abs,1.0,200,5,1,dCor-PP (this thesis),13.2688,0.068167,0.204427,0.042
single,123,abs_p5_s1.0,abs,1.0,200,5,1,Sheng-Yin (dcsol),13.064,0.068169,0.204399,0.116
single,123,abs_p20_s1.0,abs,1.0,200,20,1,dCor-PP (this thesis),69.6632,0.127953,0.25041,0.045
single,123,abs_p20_s1.0,abs,1.0,200,20,1,Sheng-Yin (dcsol),67.5491,0.128187,0.251753,0.284
single,123,abs_p2_s2.0,abs,2.0,200,2,1,dCor-PP (this thesis),14.5323,0.030957,0.206617,0.021
single,123,abs_p2_s2.0,abs,2.0,200,2,1,Sheng-Yin (dcsol),14.7762,0.030952,0.206625,0.106
single,123,abs_p5_s2.0,abs,2.0,200,5,1,dCor-PP (this thesis),52.058,0.031947,0.198861,0.047
single,123,abs_p5_s2.0,abs,2.0,200,5,1,Sheng-Yin (dcsol),54.9045,0.031771,0.198459,0.123
single,123,abs_p20_s2.0,abs,2.0,200,20,1,dCor-PP (this thesis),66.596,0.106325,0.316735,0.054
single,123,abs_p20_s2.0,abs,2.0,200,20,1,Sheng-Yin (dcsol),63.7857,0.102142,0.315481,0.326
single,123,cubic_p2_s0.0,cubic,0.0,200,2,1,dCor-PP (this thesis),0.5906,0.753151,0.78132,0.032
single,123,cubic_p2_s0.0,cubic,0.0,200,2,1,Sheng-Yin (dcsol),0.1298,0.752979,0.781442,0.107
single,123,cubic_p5_s0.0,cubic,0.0,200,5,1,dCor-PP (this thesis),2.5247,0.719351,0.900139,0.044
single,123,cubic_p5_s0.0,cubic,0.0,200,5,1,Sheng-Yin (dcsol),1.3786,0.718578,0.899792,0.118
single,123,cubic_p20_s0.0,cubic,0.0,200,20,1,dCor-PP (this thesis),6.5816,0.777444,0.784006,0.052
single,123,cubic_p20_s0.0,cubic,0.0,200,20,1,Sheng-Yin (dcsol),3.2537,0.768106,0.786981,0.337
single,123,cubic_p2_s0.5,cubic,0.5,200,2,1,dCor-PP (this thesis),0.469,0.67635,0.752482,0.033
single,123,cubic_p2_s0.5,cubic,0.5,200,2,1,Sheng-Yin (dcsol),1.3952,0.67614,0.75264,0.106
single,123,cubic_p5_s0.5,cubic,0.5,200,5,1,dCor-PP (this thesis),4.7145,0.670219,0.87351,0.049
single,123,cubic_p5_s0.5,cubic,0.5,200,5,1,Sheng-Yin (dcsol),3.4015,0.669345,0.872722,0.116
single,123,cubic_p20_s0.5,cubic,0.5,200,20,1,dCor-PP (this thesis),7.6021,0.726976,0.7862,0.052
single,123,cubic_p20_s0.5,cubic,0.5,200,20,1,Sheng-Yin (dcsol),7.7494,0.717831,0.788453,0.293
single,123,cubic_p2_s1.0,cubic,1.0,200,2,1,dCor-PP (this thesis),1.7599,0.553255,0.719418,0.03
single,123,cubic_p2_s1.0,cubic,1.0,200,2,1,Sheng-Yin (dcsol),2.8352,0.552993,0.719596,0.104
single,123,cubic_p5_s1.0,cubic,1.0,200,5,1,dCor-PP (this thesis),6.5336,0.584028,0.843541,0.043
single,123,cubic_p5_s1.0,cubic,1.0,200,5,1,Sheng-Yin (dcsol),5.2616,0.583429,0.842824,0.118
single,123,cubic_p20_s1.0,cubic,1.0,200,20,1,dCor-PP (this thesis),10.7786,0.627926,0.783042,0.049
single,123,cubic_p20_s1.0,cubic,1.0,200,20,1,Sheng-Yin (dcsol),12.2468,0.618716,0.784959,0.268
single,123,cubic_p2_s2.0,cubic,2.0,200,2,1,dCor-PP (this thesis),4.9078,0.342351,0.659319,0.03
single,123,cubic_p2_s2.0,cubic,2.0,200,2,1,Sheng-Yin (dcsol),6.05,0.342157,0.659494,0.106
single,123,cubic_p5_s2.0,cubic,2.0,200,5,1,dCor-PP (this thesis),8.8302,0.417695,0.793935,0.04
single,123,cubic_p5_s2.0,cubic,2.0,200,5,1,Sheng-Yin (dcsol),8.6697,0.417429,0.793323,0.113
single,123,cubic_p20_s2.0,cubic,2.0,200,20,1,dCor-PP (this thesis),17.2719,0.456829,0.778158,0.049
single,123,cubic_p20_s2.0,cubic,2.0,200,20,1,Sheng-Yin (dcsol),18.6305,0.450505,0.779683,0.308
single,123,tanh_p2_s0.0,tanh,0.0,200,2,1,dCor-PP (this thesis),0.1055,0.918686,0.612575,0.04
single,123,tanh_p2_s0.0,tanh,0.0,200,2,1,Sheng-Yin (dcsol),0.6032,0.918425,0.612678,0.104
single,123,tanh_p5_s0.0,tanh,0.0,200,5,1,dCor-PP (this thesis),0.8548,0.911497,0.633721,0.048
single,123,tanh_p5_s0.0,tanh,0.0,200,5,1,Sheng-Yin (dcsol),2.5898,0.909904,0.63323,0.121
single,123,tanh_p20_s0.0,tanh,0.0,200,20,1,dCor-PP (this thesis),4.1975,0.939136,0.664676,0.054
single,123,tanh_p20_s0.0,tanh,0.0,200,20,1,Sheng-Yin (dcsol),9.3895,0.925748,0.667157,0.3
single,123,tanh_p2_s0.5,tanh,0.5,200,2,1,dCor-PP (this thesis),1.1086,0.638157,0.495028,0.037
single,123,tanh_p2_s0.5,tanh,0.5,200,2,1,Sheng-Yin (dcsol),0.1793,0.637923,0.495149,0.105
single,123,tanh_p5_s0.5,tanh,0.5,200,5,1,dCor-PP (this thesis),1.8532,0.642802,0.516921,0.052
single,123,tanh_p5_s0.5,tanh,0.5,200,5,1,Sheng-Yin (dcsol),2.3231,0.641669,0.516514,0.109
single,123,tanh_p20_s0.5,tanh,0.5,200,20,1,dCor-PP (this thesis),9.3535,0.746631,0.606844,0.048
single,123,tanh_p20_s0.5,tanh,0.5,200,20,1,Sheng-Yin (dcsol),14.2471,0.735355,0.608438,0.37
single,123,tanh_p2_s1.0,tanh,1.0,200,2,1,dCor-PP (this thesis),1.259,0.280266,0.377159,0.023
single,123,tanh_p2_s1.0,tanh,1.0,200,2,1,Sheng-Yin (dcsol),0.0426,0.280098,0.377287,0.105
single,123,tanh_p5_s1.0,tanh,1.0,200,5,1,dCor-PP (this thesis),4.0486,0.29239,0.393691,0.041
single,123,tanh_p5_s1.0,tanh,1.0,200,5,1,Sheng-Yin (dcsol),3.9956,0.291926,0.393332,0.116
single,123,tanh_p20_s1.0,tanh,1.0,200,20,1,dCor-PP (this thesis),15.5948,0.484909,0.549805,0.043
single,123,tanh_p20_s1.0,tanh,1.0,200,20,1,Sheng-Yin (dcsol),19.6147,0.478099,0.55066,0.262
single,123,tanh_p2_s2.0,tanh,2.0,200,2,1,dCor-PP (this thesis),6.0954,0.063619,0.259293,0.025
single,123,tanh_p2_s2.0,tanh,2.0,200,2,1,Sheng-Yin (dcsol),8.6259,0.063531,0.259556,0.109
single,123,tanh_p5_s2.0,tanh,2.0,200,5,1,dCor-PP (this thesis),7.0518,0.068574,0.266491,0.04
single,123,tanh_p5_s2.0,tanh,2.0,200,5,1,Sheng-Yin (dcsol),6.935,0.068553,0.266439,0.119
single,123,tanh_p20_s2.0,tanh,2.0,200,20,1,dCor-PP (this thesis),28.0648,0.256567,0.510655,0.051
single,123,tanh_p20_s2.0,tanh,2.0,200,20,1,Sheng-Yin (dcsol),28.4686,0.252985,0.511286,0.296
single,2024,square_p2_s0.0,square,0.0,200,2,1,dCor-PP (this thesis),0.1201,0.301935,0.406823,0.029
single,2024,square_p2_s0.0,square,0.0,200,2,1,Sheng-Yin (dcsol),0.3027,0.301925,0.406816,0.108
single,2024,square_p5_s0.0,square,0.0,200,5,1,dCor-PP (this thesis),5.9141,0.286565,0.383881,0.044
single,2024,square_p5_s0.0,square,0.0,200,5,1,Sheng-Yin (dcsol),4.6631,0.286086,0.383521,0.137
single,2024,square_p20_s0.0,square,0.0,200,20,1,dCor-PP (this thesis),15.766,0.310032,0.399158,0.05
single,2024,square_p20_s0.0,square,0.0,200,20,1,Sheng-Yin (dcsol),7.9001,0.319778,0.409077,0.314
single,2024,square_p2_s0.5,square,0.5,200,2,1,dCor-PP (this thesis),0.4494,0.255989,0.383186,0.03
single,2024,square_p2_s0.5,square,0.5,200,2,1,Sheng-Yin (dcsol),0.183,0.255977,0.383176,0.104
single,2024,square_p5_s0.5,square,0.5,200,5,1,dCor-PP (this thesis),6.3591,0.231142,0.371797,0.042
single,2024,square_p5_s0.5,square,0.5,200,5,1,Sheng-Yin (dcsol),5.2616,0.230741,0.371485,0.109
single,2024,square_p20_s0.5,square,0.5,200,20,1,dCor-PP (this thesis),35.1974,0.229811,0.354213,0.053
single,2024,square_p20_s0.5,square,0.5,200,20,1,Sheng-Yin (dcsol),13.1106,0.27098,0.384984,0.369
single,2024,square_p2_s1.0,square,1.0,200,2,1,dCor-PP (this thesis),1.0671,0.184764,0.357832,0.027
single,2024,square_p2_s1.0,square,1.0,200,2,1,Sheng-Yin (dcsol),0.7915,0.184757,0.357822,0.108
single,2024,square_p5_s1.0,square,1.0,200,5,1,dCor-PP (this thesis),7.3819,0.166995,0.357514,0.047
single,2024,square_p5_s1.0,square,1.0,200,5,1,Sheng-Yin (dcsol),6.6144,0.166666,0.357202,0.116
single,2024,square_p20_s1.0,square,1.0,200,20,1,dCor-PP (this thesis),31.0411,0.193454,0.356997,0.053
single,2024,square_p20_s1.0,square,1.0,200,20,1,Sheng-Yin (dcsol),18.8682,0.198985,0.362988,0.348
single,2024,square_p2_s2.0,square,2.0,200,2,1,dCor-PP (this thesis),1.4379,0.092863,0.319712,0.023
single,2024,square_p2_s2.0,square,2.0,200,2,1,Sheng-Yin (dcsol),1.3783,0.092862,0.319711,0.105
single,2024,square_p5_s2.0,square,2.0,200,5,1,dCor-PP (this thesis),10.116,0.094448,0.342089,0.042
single,2024,square_p5_s2.0,square,2.0,200,5,1,Sheng-Yin (dcsol),10.0978,0.094342,0.341852,0.127
single,2024,square_p20_s2.0,square,2.0,200,20,1,dCor-PP (this thesis),77.1614,0.138338,0.368732,0.05
single,2024,square_p20_s2.0,square,2.0,200,20,1,Sheng-Yin (dcsol),77.0199,0.137631,0.367538,0.373
single,2024,sine_p2_s0.0,sine,0.0,200,2,1,dCor-PP (this thesis),0.6738,0.01703,0.100317,0.02
single,2024,sine_p2_s0.0,sine,0.0,200,2,1,Sheng-Yin (dcsol),81.0464,0.004821,0.076948,0.103
single,2024,sine_p5_s0.0,sine,0.0,200,5,1,dCor-PP (this thesis),48.2501,0.033507,0.124424,0.04
single,2024,sine_p5_s0.0,sine,0.0,200,5,1,Sheng-Yin (dcsol),48.428,0.033015,0.125627,0.113
single,2024,sine_p20_s0.0,sine,0.0,200,20,1,dCor-PP (this thesis),76.7428,0.094923,0.186398,0.044
single,2024,sine_p20_s0.0,sine,0.0,200,20,1,Sheng-Yin (dcsol),77.4964,0.094398,0.187307,0.241
single,2024,sine_p2_s0.5,sine,0.5,200,2,1,dCor-PP (this thesis),0.0819,0.012352,0.098757,0.017
single,2024,sine_p2_s0.5,sine,0.5,200,2,1,Sheng-Yin (dcsol),77.9575,0.007626,0.088173,0.104
single,2024,sine_p5_s0.5,sine,0.5,200,5,1,dCor-PP (this thesis),65.1718,0.058809,0.162493,0.034
single,2024,sine_p5_s0.5,sine,0.5,200,5,1,Sheng-Yin (dcsol),65.1913,0.05882,0.1625,0.117
single,2024,sine_p20_s0.5,sine,0.5,200,20,1,dCor-PP (this thesis),84.0973,0.079102,0.183438,0.052
single,2024,sine_p20_s0.5,sine,0.5,200,20,1,Sheng-Yin (dcsol),89.7775,0.074517,0.179151,0.346
single,2024,sine_p2_s1.0,sine,1.0,200,2,1,dCor-PP (this thesis),75.655,0.006113,0.099911,0.017
single,2024,sine_p2_s1.0,sine,1.0,200,2,1,Sheng-Yin (dcsol),75.4239,0.006116,0.09992,0.107
single,2024,sine_p5_s1.0,sine,1.0,200,5,1,dCor-PP (this thesis),86.4044,0.073433,0.215098,0.039
single,2024,sine_p5_s1.0,sine,1.0,200,5,1,Sheng-Yin (dcsol),85.898,0.073459,0.215015,0.117
single,2024,sine_p20_s1.0,sine,1.0,200,20,1,dCor-PP (this thesis),85.0998,0.099839,0.236424,0.052
single,2024,sine_p20_s1.0,sine,1.0,200,20,1,Sheng-Yin (dcsol),89.3722,0.098066,0.229502,0.286
single,2024,sine_p2_s2.0,sine,2.0,200,2,1,dCor-PP (this thesis),9.6897,0.003254,0.124955,0.019
single,2024,sine_p2_s2.0,sine,2.0,200,2,1,Sheng-Yin (dcsol),46.1658,0.001914,0.118811,0.107
single,2024,sine_p5_s2.0,sine,2.0,200,5,1,dCor-PP (this thesis),83.1638,0.069982,0.28145,0.036
single,2024,sine_p5_s2.0,sine,2.0,200,5,1,Sheng-Yin (dcsol),82.8076,0.070003,0.281684,0.117
single,2024,sine_p20_s2.0,sine,2.0,200,20,1,dCor-PP (this thesis),87.5596,0.120274,0.336132,0.052
single,2024,sine_p20_s2.0,sine,2.0,200,20,1,Sheng-Yin (dcsol),87.789,0.128501,0.337855,0.309
single,2024,abs_p2_s0.0,abs,0.0,200,2,1,dCor-PP (this thesis),0.1345,0.325311,0.288904,0.039
single,2024,abs_p2_s0.0,abs,0.0,200,2,1,Sheng-Yin (dcsol),0.0527,0.325297,0.288899,0.116
single,2024,abs_p5_s0.0,abs,0.0,200,5,1,dCor-PP (this thesis),5.6098,0.302719,0.282247,0.047
single,2024,abs_p5_s0.0,abs,0.0,200,5,1,Sheng-Yin (dcsol),4.5537,0.302347,0.28209,0.137
single,2024,abs_p20_s0.0,abs,0.0,200,20,1,dCor-PP (this thesis),15.0083,0.319077,0.284532,0.056
single,2024,abs_p20_s0.0,abs,0.0,200,20,1,Sheng-Yin (dcsol),6.9271,0.333923,0.294673,0.366
single,2024,abs_p2_s0.5,abs,0.5,200,2,1,dCor-PP (this thesis),1.0276,0.191087,0.250614,0.031
single,2024,abs_p2_s0.5,abs,0.5,200,2,1,Sheng-Yin (dcsol),0.7314,0.191075,0.250608,0.113
single,2024,abs_p5_s0.5,abs,0.5,200,5,1,dCor-PP (this thesis),7.0787,0.182891,0.263784,0.05
single,2024,abs_p5_s0.5,abs,0.5,200,5,1,Sheng-Yin (dcsol),6.4733,0.182596,0.26357,0.122
single,2024,abs_p20_s0.5,abs,0.5,200,20,1,dCor-PP (this thesis),34.2607,0.185486,0.247144,0.061
single,2024,abs_p20_s0.5,abs,0.5,200,20,1,Sheng-Yin (dcsol),15.4246,0.202691,0.257698,0.374
single,2024,abs_p2_s1.0,abs,1.0,200,2,1,dCor-PP (this thesis),0.6246,0.082237,0.208539,0.025
single,2024,abs_p2_s1.0,abs,1.0,200,2,1,Sheng-Yin (dcsol),0.2513,0.08223,0.208536,0.116
single,2024,abs_p5_s1.0,abs,1.0,200,5,1,dCor-PP (this thesis),9.7673,0.10215,0.247248,0.045
single,2024,abs_p5_s1.0,abs,1.0,200,5,1,Sheng-Yin (dcsol),9.9249,0.102049,0.247127,0.119
single,2024,abs_p20_s1.0,abs,1.0,200,20,1,dCor-PP (this thesis),79.5798,0.131831,0.253603,0.041
single,2024,abs_p20_s1.0,abs,1.0,200,20,1,Sheng-Yin (dcsol),73.31,0.13276,0.260453,0.342
single,2024,abs_p2_s2.0,abs,2.0,200,2,1,dCor-PP (this thesis),3.1662,0.021719,0.171491,0.021
single,2024,abs_p2_s2.0,abs,2.0,200,2,1,Sheng-Yin (dcsol),3.3631,0.021718,0.171496,0.116
single,2024,abs_p5_s2.0,abs,2.0,200,5,1,dCor-PP (this thesis),15.9171,0.053374,0.251991,0.049
single,2024,abs_p5_s2.0,abs,2.0,200,5,1,Sheng-Yin (dcsol),15.465,0.053315,0.251446,0.124
single,2024,abs_p20_s2.0,abs,2.0,200,20,1,dCor-PP (this thesis),82.3251,0.120297,0.324407,0.05
single,2024,abs_p20_s2.0,abs,2.0,200,20,1,Sheng-Yin (dcsol),81.9997,0.118871,0.328764,0.324
single,2024,cubic_p2_s0.0,cubic,0.0,200,2,1,dCor-PP (this thesis),0.3836,0.686947,0.782047,0.032
single,2024,cubic_p2_s0.0,cubic,0.0,200,2,1,Sheng-Yin (dcsol),0.9008,0.686881,0.782019,0.111
single,2024,cubic_p5_s0.0,cubic,0.0,200,5,1,dCor-PP (this thesis),4.8116,0.762489,0.776355,0.055
single,2024,cubic_p5_s0.0,cubic,0.0,200,5,1,Sheng-Yin (dcsol),2.1655,0.759935,0.77485,0.124
single,2024,cubic_p20_s0.0,cubic,0.0,200,20,1,dCor-PP (this thesis),8.2687,0.734773,0.79367,0.055
single,2024,cubic_p20_s0.0,cubic,0.0,200,20,1,Sheng-Yin (dcsol),5.0696,0.727471,0.797176,0.381
single,2024,cubic_p2_s0.5,cubic,0.5,200,2,1,dCor-PP (this thesis),1.1568,0.614081,0.750689,0.031
single,2024,cubic_p2_s0.5,cubic,0.5,200,2,1,Sheng-Yin (dcsol),1.8767,0.613976,0.750648,0.109
single,2024,cubic_p5_s0.5,cubic,0.5,200,5,1,dCor-PP (this thesis),5.2468,0.683868,0.742288,0.05
single,2024,cubic_p5_s0.5,cubic,0.5,200,5,1,Sheng-Yin (dcsol),3.8579,0.681798,0.741016,0.124
single,2024,cubic_p20_s0.5,cubic,0.5,200,20,1,dCor-PP (this thesis),11.7432,0.671735,0.768365,0.051
single,2024,cubic_p20_s0.5,cubic,0.5,200,20,1,Sheng-Yin (dcsol),8.8153,0.663711,0.771772,0.409
single,2024,cubic_p2_s1.0,cubic,1.0,200,2,1,dCor-PP (this thesis),1.9098,0.513841,0.720906,0.033
single,2024,cubic_p2_s1.0,cubic,1.0,200,2,1,Sheng-Yin (dcsol),1.9906,0.513838,0.720906,0.118
single,2024,cubic_p5_s1.0,cubic,1.0,200,5,1,dCor-PP (this thesis),6.8341,0.552459,0.704204,0.05
single,2024,cubic_p5_s1.0,cubic,1.0,200,5,1,Sheng-Yin (dcsol),6.8545,0.550668,0.702963,0.112
single,2024,cubic_p20_s1.0,cubic,1.0,200,20,1,dCor-PP (this thesis),16.9124,0.577103,0.744536,0.052
single,2024,cubic_p20_s1.0,cubic,1.0,200,20,1,Sheng-Yin (dcsol),13.8889,0.567862,0.748725,0.306
single,2024,cubic_p2_s2.0,cubic,2.0,200,2,1,dCor-PP (this thesis),2.1344,0.343004,0.671726,0.027
single,2024,cubic_p2_s2.0,cubic,2.0,200,2,1,Sheng-Yin (dcsol),2.9648,0.342947,0.671685,0.103
single,2024,cubic_p5_s2.0,cubic,2.0,200,5,1,dCor-PP (this thesis),11.6334,0.335403,0.636981,0.045
