# script: ch04_fair_comparison.py
# seeds: 42, 7, 123, 2024, 5
# arms: sy-full, sy-seed, sy-rand1, sy-rand5, sy-rand500, pp-rand1, pp-default, pp-probe500, adam-dcor2, sqp-dcor2
# replicates: 20 at (100, 6), 8 at (500, 20)
# n_perturb: 500
# n_probes: 500
# n_restarts: 5
# max_iter: 150
# sqp_max_iter: 1000
# sqp_tol: 0.0001
part,seed,model,nonlinearity,noise,n,p,d,arm,seconds,nfev,delta_m,dcor2_u_sum,dcor2_u_mean,dcov_v,angle
grid,2024,,cubic,0.0,200,20,1,pp-default,0.085,-1,0.146045,0.734833,0.734833,0.793646,8.3978
grid,2024,,cubic,0.0,200,20,1,pp-probe500,0.144,-1,0.143459,0.734842,0.734842,0.793864,8.2481
grid,2024,,cubic,0.0,200,20,1,adam-dcor2,0.138,-1,0.144933,0.73485,0.73485,0.793734,8.3334
grid,2024,,cubic,0.0,200,20,1,sqp-dcor2,0.148,1049,0.144301,0.734848,0.734848,0.793714,8.2968
grid,2024,,cubic,0.5,200,20,1,sy-full,0.366,1259,0.15325,0.663711,0.663711,0.771772,8.8153
grid,2024,,cubic,0.5,200,20,1,sy-seed,0.265,1259,0.15325,0.663711,0.663711,0.771772,8.8153
grid,2024,,cubic,0.5,200,20,1,sy-rand1,0.225,1064,0.153209,0.663736,0.663736,0.771781,8.813
grid,2024,,cubic,0.5,200,20,1,sy-rand5,1.243,1114,0.153267,0.663722,0.663722,0.771775,8.8163
grid,2024,,cubic,0.5,200,20,1,sy-rand500,0.337,1098,0.153812,0.66373,0.66373,0.771771,8.8479
grid,2024,,cubic,0.5,200,20,1,pp-rand1,0.016,-1,0.196919,0.671657,0.671657,0.768741,11.3569
grid,2024,,cubic,0.5,200,20,1,pp-default,0.092,-1,0.201469,0.671769,0.671769,0.768338,11.6229
grid,2024,,cubic,0.5,200,20,1,pp-probe500,0.139,-1,0.203225,0.671782,0.671782,0.768365,11.7256
grid,2024,,cubic,0.5,200,20,1,adam-dcor2,0.129,-1,0.202185,0.671789,0.671789,0.768378,11.6647
grid,2024,,cubic,0.5,200,20,1,sqp-dcor2,0.164,1156,0.201894,0.671784,0.671784,0.768354,11.6477
grid,2024,,cubic,1.0,200,20,1,sy-full,0.285,855,0.24004,0.567862,0.567862,0.748725,13.8889
grid,2024,,cubic,1.0,200,20,1,sy-seed,0.184,855,0.24004,0.567862,0.567862,0.748725,13.8889
grid,2024,,cubic,1.0,200,20,1,sy-rand1,0.238,1145,0.239939,0.567858,0.567858,0.748729,13.8829
grid,2024,,cubic,1.0,200,20,1,sy-rand5,1.235,1220,0.239977,0.567865,0.567865,0.748726,13.8852
grid,2024,,cubic,1.0,200,20,1,sy-rand500,0.335,1090,0.240023,0.567856,0.567856,0.748728,13.8879
grid,2024,,cubic,1.0,200,20,1,pp-rand1,0.019,-1,0.285485,0.577037,0.577037,0.745271,16.5878
grid,2024,,cubic,1.0,200,20,1,pp-default,0.096,-1,0.292057,0.577122,0.577122,0.744672,16.9811
grid,2024,,cubic,1.0,200,20,1,pp-probe500,0.149,-1,0.287912,0.577127,0.577127,0.744879,16.733
grid,2024,,cubic,1.0,200,20,1,adam-dcor2,0.133,-1,0.290101,0.577138,0.577138,0.744679,16.864
grid,2024,,cubic,1.0,200,20,1,sqp-dcor2,0.224,1520,0.290841,0.577139,0.577139,0.744734,16.9083
grid,2024,,tanh,0.0,200,20,1,sy-full,0.276,780,0.168728,0.929381,0.929381,0.645358,9.7139
grid,2024,,tanh,0.0,200,20,1,sy-seed,0.169,780,0.168728,0.929381,0.929381,0.645358,9.7139
grid,2024,,tanh,0.0,200,20,1,sy-rand1,0.201,930,0.168727,0.929377,0.929377,0.645353,9.7138
grid,2024,,tanh,0.0,200,20,1,sy-rand5,0.976,954,0.168722,0.929379,0.929379,0.645355,9.7135
grid,2024,,tanh,0.0,200,20,1,sy-rand500,0.298,909,0.168726,0.929377,0.929377,0.645352,9.7137
grid,2024,,tanh,0.0,200,20,1,pp-rand1,0.017,-1,0.102192,0.937583,0.937583,0.644234,5.8654
grid,2024,,tanh,0.0,200,20,1,pp-default,0.095,-1,0.099793,0.93767,0.93767,0.64388,5.7272
grid,2024,,tanh,0.0,200,20,1,pp-probe500,0.15,-1,0.097976,0.937675,0.937675,0.643777,5.6226
grid,2024,,tanh,0.0,200,20,1,adam-dcor2,0.137,-1,0.098224,0.937678,0.937678,0.643786,5.6369
grid,2024,,tanh,0.0,200,20,1,sqp-dcor2,0.164,1107,0.098436,0.937677,0.937677,0.64379,5.6491
grid,2024,,tanh,0.5,200,20,1,sy-full,0.256,672,0.260237,0.711362,0.711362,0.554169,15.0841
grid,2024,,tanh,0.5,200,20,1,sy-seed,0.148,672,0.260237,0.711362,0.711362,0.554169,15.0841
grid,2024,,tanh,0.5,200,20,1,sy-rand1,0.218,1000,0.26024,0.711387,0.711387,0.55417,15.0843
grid,2024,,tanh,0.5,200,20,1,sy-rand5,1.108,1217,0.260261,0.711385,0.711385,0.554173,15.0856
grid,2024,,tanh,0.5,200,20,1,sy-rand500,0.325,976,0.260238,0.711384,0.711384,0.55417,15.0842
grid,2024,,tanh,0.5,200,20,1,pp-rand1,0.02,-1,0.243626,0.719036,0.719036,0.553172,14.1007
grid,2024,,tanh,0.5,200,20,1,pp-default,0.088,-1,0.243626,0.719036,0.719036,0.553172,14.1007
grid,2024,,tanh,0.5,200,20,1,pp-probe500,0.144,-1,0.243626,0.719036,0.719036,0.553172,14.1007
grid,2024,,tanh,0.5,200,20,1,adam-dcor2,0.138,-1,0.243153,0.719041,0.719041,0.553148,14.0727
grid,2024,,tanh,0.5,200,20,1,sqp-dcor2,0.163,1107,0.244039,0.719041,0.719041,0.553137,14.1251
grid,2024,,tanh,1.0,200,20,1,sy-full,0.343,1030,0.43128,0.411511,0.411511,0.474658,25.5488
grid,2024,,tanh,1.0,200,20,1,sy-seed,0.229,1030,0.43128,0.411511,0.411511,0.474658,25.5488
grid,2024,,tanh,1.0,200,20,1,sy-rand1,0.261,1181,0.431916,0.411555,0.411555,0.474688,25.5892
grid,2024,,tanh,1.0,200,20,1,sy-rand5,1.166,1137,0.431972,0.411562,0.411562,0.474693,25.5928
grid,2024,,tanh,1.0,200,20,1,sy-rand500,0.309,929,0.431858,0.411561,0.411561,0.474686,25.5855
grid,2024,,tanh,1.0,200,20,1,pp-rand1,0.016,-1,0.439228,0.41897,0.41897,0.472544,26.0547
grid,2024,,tanh,1.0,200,20,1,pp-default,0.091,-1,0.439371,0.419006,0.419006,0.472651,26.0637
grid,2024,,tanh,1.0,200,20,1,pp-probe500,0.135,-1,0.4402,0.419006,0.419006,0.472642,26.1167
grid,2024,,tanh,1.0,200,20,1,adam-dcor2,0.12,-1,0.440208,0.419019,0.419019,0.472714,26.1172
grid,2024,,tanh,1.0,200,20,1,sqp-dcor2,0.178,1214,0.440193,0.419015,0.419015,0.472548,26.1162
grid,5,,square,0.0,200,20,1,sy-full,0.286,824,0.148635,0.331212,0.331212,0.479014,8.5478
grid,5,,square,0.0,200,20,1,sy-seed,0.178,824,0.148635,0.331212,0.331212,0.479014,8.5478
grid,5,,square,0.0,200,20,1,sy-rand1,0.237,1106,0.148714,0.331214,0.331214,0.479014,8.5524
grid,5,,square,0.0,200,20,1,sy-rand5,1.33,1305,0.148665,0.331212,0.331212,0.479015,8.5496
grid,5,,square,0.0,200,20,1,sy-rand500,0.379,1325,0.148897,0.331226,0.331226,0.479029,8.563
grid,5,,square,0.0,200,20,1,pp-rand1,0.026,-1,0.190444,0.332625,0.332625,0.477257,10.9787
grid,5,,square,0.0,200,20,1,pp-default,0.101,-1,0.198186,0.332631,0.332631,0.47688,11.4309
grid,5,,square,0.0,200,20,1,pp-probe500,0.14,-1,0.186496,0.332646,0.332646,0.47745,10.7483
grid,5,,square,0.0,200,20,1,adam-dcor2,0.131,-1,0.189062,0.332693,0.332693,0.477291,10.898
grid,5,,square,0.0,200,20,1,sqp-dcor2,0.285,1925,0.188009,0.332695,0.332695,0.477393,10.8366
grid,5,,square,0.5,200,20,1,sy-full,0.335,1083,0.204104,0.296763,0.296763,0.466276,11.7771
grid,5,,square,0.5,200,20,1,sy-seed,0.238,1128,0.204102,0.296761,0.296761,0.466276,11.777
grid,5,,square,0.5,200,20,1,sy-rand1,0.294,1408,0.204096,0.296761,0.296761,0.466276,11.7766
grid,5,,square,0.5,200,20,1,sy-rand5,1.467,1367,0.204102,0.296765,0.296765,0.466275,11.777
grid,5,,square,0.5,200,20,1,sy-rand500,0.376,1276,0.204121,0.29676,0.29676,0.466275,11.7781
grid,5,,square,0.5,200,20,1,pp-rand1,0.027,-1,0.64676,0.196544,0.196544,0.381879,40.2977
grid,5,,square,0.5,200,20,1,pp-default,0.113,-1,0.255948,0.298643,0.298643,0.463825,14.8298
grid,5,,square,0.5,200,20,1,pp-probe500,0.152,-1,0.25416,0.298632,0.298632,0.463995,14.7238
grid,5,,square,0.5,200,20,1,adam-dcor2,0.133,-1,0.258131,0.298643,0.298643,0.463811,14.9592
grid,5,,square,0.5,200,20,1,sqp-dcor2,0.335,2348,0.257614,0.298649,0.298649,0.463806,14.9285
grid,5,,square,1.0,200,20,1,sy-full,0.322,1005,0.263816,0.238846,0.238846,0.451802,15.2966
grid,5,,square,1.0,200,20,1,sy-seed,0.212,985,0.264407,0.238873,0.238873,0.451787,15.3317
grid,5,,square,1.0,200,20,1,sy-rand1,0.22,1040,0.263276,0.238848,0.238848,0.45183,15.2645
grid,5,,square,1.0,200,20,1,sy-rand5,1.302,1224,0.263914,0.238865,0.238865,0.451814,15.3024
grid,5,,square,1.0,200,20,1,sy-rand500,0.345,1109,0.263539,0.238822,0.238822,0.451804,15.2802
grid,5,,square,1.0,200,20,1,pp-rand1,0.027,-1,0.308467,0.240154,0.240154,0.44983,17.9669
grid,5,,square,1.0,200,20,1,pp-default,0.103,-1,0.317874,0.240291,0.240291,0.449158,18.5344
grid,5,,square,1.0,200,20,1,pp-probe500,0.146,-1,0.316533,0.24029,0.24029,0.449174,18.4534
grid,5,,square,1.0,200,20,1,adam-dcor2,0.135,-1,0.313945,0.240313,0.240313,0.449293,18.2972
grid,5,,square,1.0,200,20,1,sqp-dcor2,0.317,2239,0.315163,0.24031,0.24031,0.449317,18.3707
grid,5,,sine,0.0,200,20,1,sy-full,0.301,907,0.997635,0.105661,0.105661,0.192542,86.0588
grid,5,,sine,0.0,200,20,1,sy-seed,0.173,794,0.997083,0.105575,0.105575,0.192321,85.6228
grid,5,,sine,0.0,200,20,1,sy-rand1,0.173,812,0.988084,0.087753,0.087753,0.18281,81.1463
grid,5,,sine,0.0,200,20,1,sy-rand5,0.972,928,0.997734,0.105618,0.105618,0.192438,86.1424
grid,5,,sine,0.0,200,20,1,sy-rand500,0.293,873,0.999993,0.104512,0.104512,0.192209,89.7906
grid,5,,sine,0.0,200,20,1,pp-rand1,0.017,-1,0.982669,0.097325,0.097325,0.193502,79.3172
grid,5,,sine,0.0,200,20,1,pp-default,0.099,-1,1.0,0.104117,0.104117,0.191383,89.9833
grid,5,,sine,0.0,200,20,1,pp-probe500,0.138,-1,0.982669,0.097325,0.097325,0.193502,79.3172
grid,5,,sine,0.0,200,20,1,adam-dcor2,0.129,-1,0.998278,0.10605,0.10605,0.192107,86.6369
grid,5,,sine,0.0,200,20,1,sqp-dcor2,0.525,3781,0.998999,0.105929,0.105929,0.191892,87.4365
grid,5,,sine,0.5,200,20,1,sy-full,0.352,1141,0.999691,0.139291,0.139291,0.235613,88.5762
grid,5,,sine,0.5,200,20,1,sy-seed,0.229,1075,0.997471,0.140016,0.140016,0.235832,85.9245
grid,5,,sine,0.5,200,20,1,sy-rand1,0.225,1063,0.999053,0.139234,0.139234,0.235626,87.5062
grid,5,,sine,0.5,200,20,1,sy-rand5,0.984,1142,0.995853,0.141049,0.141049,0.236251,84.7805
grid,5,,sine,0.5,200,20,1,sy-rand500,0.315,1000,0.999677,0.139278,0.139278,0.235478,88.5444
grid,5,,sine,0.5,200,20,1,pp-rand1,0.022,-1,0.997124,0.142343,0.142343,0.23497,85.6533
grid,5,,sine,0.5,200,20,1,pp-default,0.098,-1,0.996917,0.142416,0.142416,0.235206,85.4998
grid,5,,sine,0.5,200,20,1,pp-probe500,0.138,-1,0.997027,0.142389,0.142389,0.235119,85.5808
grid,5,,sine,0.5,200,20,1,adam-dcor2,0.15,-1,0.99685,0.142413,0.142413,0.235105,85.4509
grid,5,,sine,0.5,200,20,1,sqp-dcor2,0.501,3535,0.996949,0.142414,0.142414,0.235217,85.5232
grid,5,,sine,1.0,200,20,1,sy-full,0.332,1045,0.996035,0.145635,0.145635,0.281414,84.8959
grid,5,,sine,1.0,200,20,1,sy-seed,0.204,952,0.99558,0.145572,0.145572,0.281526,84.6112
grid,5,,sine,1.0,200,20,1,sy-rand1,0.146,682,0.999821,0.142962,0.142962,0.278157,88.9148
grid,5,,sine,1.0,200,20,1,sy-rand5,1.076,949,0.995872,0.14559,0.14559,0.281395,84.7919
grid,5,,sine,1.0,200,20,1,sy-rand500,0.348,1063,0.995977,0.145736,0.145736,0.28143,84.8592
grid,5,,sine,1.0,200,20,1,pp-rand1,0.018,-1,0.999999,0.144479,0.144479,0.279688,89.929
grid,5,,sine,1.0,200,20,1,pp-default,0.088,-1,0.996301,0.146859,0.146859,0.282126,85.0706
grid,5,,sine,1.0,200,20,1,pp-probe500,0.141,-1,0.996761,0.146859,0.146859,0.282171,85.3874
grid,5,,sine,1.0,200,20,1,adam-dcor2,0.147,-1,0.996412,0.14672,0.14672,0.282049,85.1448
grid,5,,sine,1.0,200,20,1,sqp-dcor2,0.341,2319,0.996337,0.146839,0.146839,0.281779,85.0942
grid,5,,abs,0.0,200,20,1,sy-full,0.322,993,0.107986,0.332903,0.332903,0.326163,6.1992
grid,5,,abs,0.0,200,20,1,sy-seed,0.219,993,0.107986,0.332903,0.332903,0.326163,6.1992
grid,5,,abs,0.0,200,20,1,sy-rand1,0.272,1199,0.107875,0.33291,0.33291,0.326176,6.1928
grid,5,,abs,0.0,200,20,1,sy-rand5,1.282,1249,0.107893,0.332911,0.332911,0.32617,6.1939
grid,5,,abs,0.0,200,20,1,sy-rand500,0.335,1024,0.108006,0.332909,0.332909,0.326166,6.2004
grid,5,,abs,0.0,200,20,1,pp-rand1,0.011,-1,0.988198,0.117474,0.117474,0.187597,81.1886
grid,5,,abs,0.0,200,20,1,pp-default,0.083,-1,0.133304,0.334089,0.334089,0.325539,7.6606
grid,5,,abs,0.0,200,20,1,pp-probe500,0.131,-1,0.130359,0.334108,0.334108,0.325535,7.4904
grid,5,,abs,0.0,200,20,1,adam-dcor2,0.143,-1,0.128849,0.334116,0.334116,0.325575,7.4031
grid,5,,abs,0.0,200,20,1,sqp-dcor2,0.346,2374,0.12921,0.334117,0.334117,0.325568,7.4239
grid,5,,abs,0.5,200,20,1,sy-full,0.314,938,0.19141,0.224004,0.224004,0.302816,11.0351
grid,5,,abs,0.5,200,20,1,sy-seed,0.204,933,0.191081,0.223991,0.223991,0.30282,11.0159
grid,5,,abs,0.5,200,20,1,sy-rand1,0.255,1160,0.191658,0.224018,0.224018,0.302821,11.0496
grid,5,,abs,0.5,200,20,1,sy-rand5,1.057,1082,0.191549,0.224018,0.224018,0.302828,11.0432
grid,5,,abs,0.5,200,20,1,sy-rand500,0.296,902,0.188463,0.223968,0.223968,0.302878,10.8631
grid,5,,abs,0.5,200,20,1,pp-rand1,0.024,-1,0.239629,0.2252,0.2252,0.301886,13.8647
grid,5,,abs,0.5,200,20,1,pp-default,0.1,-1,0.234605,0.225265,0.225265,0.301807,13.5683
grid,5,,abs,0.5,200,20,1,pp-probe500,0.146,-1,0.244494,0.225287,0.225287,0.301532,14.1519
grid,5,,abs,0.5,200,20,1,adam-dcor2,0.132,-1,0.243483,0.225297,0.225297,0.301552,14.0922
grid,5,,abs,0.5,200,20,1,sqp-dcor2,0.271,1899,0.238141,0.225297,0.225297,0.301886,13.7768
grid,5,,abs,1.0,200,20,1,sy-full,0.303,932,0.405185,0.133935,0.133935,0.282319,23.9027
grid,5,,abs,1.0,200,20,1,sy-seed,0.268,1251,0.406424,0.133928,0.133928,0.282307,23.9804
grid,5,,abs,1.0,200,20,1,sy-rand1,0.19,883,0.896108,0.130468,0.130468,0.280348,63.6511
grid,5,,abs,1.0,200,20,1,sy-rand5,1.142,1075,0.896486,0.130444,0.130444,0.280342,63.7
grid,5,,abs,1.0,200,20,1,sy-rand500,0.248,660,0.896026,0.130378,0.130378,0.280314,63.6405
grid,5,,abs,1.0,200,20,1,pp-rand1,0.013,-1,0.911312,0.132016,0.132016,0.277077,65.6873
grid,5,,abs,1.0,200,20,1,pp-default,0.091,-1,0.415278,0.134137,0.134137,0.282111,24.5368
grid,5,,abs,1.0,200,20,1,pp-probe500,0.129,-1,0.90695,0.132573,0.132573,0.27803,65.0872
grid,5,,abs,1.0,200,20,1,adam-dcor2,0.132,-1,0.433301,0.134274,0.134274,0.28168,25.6772
grid,5,,abs,1.0,200,20,1,sqp-dcor2,0.368,2573,0.430788,0.134262,0.134262,0.281641,25.5176
grid,5,,cubic,0.0,200,20,1,sy-full,0.28,818,0.105773,0.741109,0.741109,0.972654,6.0717
grid,5,,cubic,0.0,200,20,1,sy-seed,0.175,818,0.105773,0.741109,0.741109,0.972654,6.0717
grid,5,,cubic,0.0,200,20,1,sy-rand1,0.251,1188,0.105756,0.741099,0.741099,0.972641,6.0707
grid,5,,cubic,0.0,200,20,1,sy-rand5,1.258,1167,0.105778,0.741101,0.741101,0.972652,6.072
grid,5,,cubic,0.0,200,20,1,sy-rand500,0.325,1040,0.105768,0.741101,0.741101,0.97265,6.0714
grid,5,,cubic,0.0,200,20,1,pp-rand1,0.018,-1,0.170488,0.747696,0.747696,0.967312,9.8162
grid,5,,cubic,0.0,200,20,1,pp-default,0.091,-1,0.169552,0.747736,0.747736,0.967211,9.7618
grid,5,,cubic,0.0,200,20,1,pp-probe500,0.142,-1,0.169669,0.747729,0.747729,0.967046,9.7686
grid,5,,cubic,0.0,200,20,1,adam-dcor2,0.118,-1,0.170401,0.74773,0.74773,0.967122,9.8112
grid,5,,cubic,0.0,200,20,1,sqp-dcor2,0.149,1027,0.17073,0.747738,0.747738,0.967041,9.8303
grid,5,,cubic,0.5,200,20,1,sy-full,0.287,855,0.153327,0.698781,0.698781,0.953345,8.8198
grid,5,,cubic,0.5,200,20,1,sy-seed,0.182,855,0.153327,0.698781,0.698781,0.953345,8.8198
grid,5,,cubic,0.5,200,20,1,sy-rand1,0.278,1326,0.153803,0.698801,0.698801,0.953323,8.8474
grid,5,,cubic,0.5,200,20,1,sy-rand5,1.385,1159,0.153982,0.698795,0.698795,0.953295,8.8578
grid,5,,cubic,0.5,200,20,1,sy-rand500,0.387,1331,0.153891,0.698798,0.698798,0.953299,8.8525
grid,5,,cubic,0.5,200,20,1,pp-rand1,0.015,-1,0.236814,0.705327,0.705327,0.946221,13.6986
grid,5,,cubic,0.5,200,20,1,pp-default,0.085,-1,0.230549,0.705716,0.705716,0.947529,13.3294
grid,5,,cubic,0.5,200,20,1,pp-probe500,0.141,-1,0.231765,0.705757,0.705757,0.947675,13.401
grid,5,,cubic,0.5,200,20,1,adam-dcor2,0.135,-1,0.231106,0.70576,0.70576,0.947753,13.3622
grid,5,,cubic,0.5,200,20,1,sqp-dcor2,0.192,1362,0.231688,0.705762,0.705762,0.947653,13.3965
grid,5,,cubic,1.0,200,20,1,sy-full,0.283,848,0.217313,0.63472,0.63472,0.935902,12.5513
grid,5,,cubic,1.0,200,20,1,sy-seed,0.184,848,0.217313,0.63472,0.63472,0.935902,12.5513
grid,5,,cubic,1.0,200,20,1,sy-rand1,0.265,1253,0.217214,0.634713,0.634713,0.935895,12.5454
grid,5,,cubic,1.0,200,20,1,sy-rand5,1.305,1223,0.217325,0.634708,0.634708,0.935881,12.5519
grid,5,,cubic,1.0,200,20,1,sy-rand500,0.338,1123,0.21736,0.634708,0.634708,0.93588,12.554
grid,5,,cubic,1.0,200,20,1,pp-rand1,0.016,-1,0.288537,0.641876,0.641876,0.929103,16.7704
grid,5,,cubic,1.0,200,20,1,pp-default,0.083,-1,0.290545,0.642114,0.642114,0.929421,16.8906
grid,5,,cubic,1.0,200,20,1,pp-probe500,0.144,-1,0.292045,0.642137,0.642137,0.929015,16.9804
grid,5,,cubic,1.0,200,20,1,adam-dcor2,0.133,-1,0.291794,0.642148,0.642148,0.929129,16.9654
grid,5,,cubic,1.0,200,20,1,sqp-dcor2,0.183,1274,0.291875,0.642149,0.642149,0.929121,16.9703
grid,5,,tanh,0.0,200,20,1,sy-full,0.275,779,0.164728,0.911621,0.911621,0.675327,9.4814
grid,5,,tanh,0.0,200,20,1,sy-seed,0.163,779,0.164728,0.911621,0.911621,0.675327,9.4814
grid,5,,tanh,0.0,200,20,1,sy-rand1,0.184,880,0.164739,0.911629,0.911629,0.675327,9.4821
grid,5,,tanh,0.0,200,20,1,sy-rand5,0.981,1020,0.164667,0.911636,0.911636,0.675332,9.4779
grid,5,,tanh,0.0,200,20,1,sy-rand500,0.33,1048,0.16469,0.911629,0.911629,0.675328,9.4792
grid,5,,tanh,0.0,200,20,1,pp-rand1,0.018,-1,0.087752,0.920481,0.920481,0.67368,5.0343
grid,5,,tanh,0.0,200,20,1,pp-default,0.097,-1,0.088052,0.920525,0.920525,0.673742,5.0516
grid,5,,tanh,0.0,200,20,1,pp-probe500,0.145,-1,0.089478,0.920527,0.920527,0.673768,5.1336
grid,5,,tanh,0.0,200,20,1,adam-dcor2,0.118,-1,0.088755,0.920529,0.920529,0.673786,5.092
grid,5,,tanh,0.0,200,20,1,sqp-dcor2,0.145,1031,0.088736,0.920529,0.920529,0.67379,5.0909
grid,5,,tanh,0.5,200,20,1,sy-full,0.267,763,0.235973,0.726826,0.726826,0.590333,13.649
grid,5,,tanh,0.5,200,20,1,sy-seed,0.161,763,0.235973,0.726826,0.726826,0.590333,13.649
grid,5,,tanh,0.5,200,20,1,sy-rand1,0.222,1044,0.236019,0.726817,0.726817,0.590334,13.6517
grid,5,,tanh,0.5,200,20,1,sy-rand5,1.135,1112,0.236045,0.726816,0.726816,0.590333,13.6532
grid,5,,tanh,0.5,200,20,1,sy-rand500,0.309,929,0.235997,0.726817,0.726817,0.590334,13.6504
grid,5,,tanh,0.5,200,20,1,pp-rand1,0.017,-1,0.242403,0.735643,0.735643,0.588232,14.0284
grid,5,,tanh,0.5,200,20,1,pp-default,0.099,-1,0.242404,0.735793,0.735793,0.588167,14.0285
grid,5,,tanh,0.5,200,20,1,pp-probe500,0.148,-1,0.241856,0.735785,0.735785,0.588192,13.9961
grid,5,,tanh,0.5,200,20,1,adam-dcor2,0.126,-1,0.242644,0.735796,0.735796,0.588067,14.0426
grid,5,,tanh,0.5,200,20,1,sqp-dcor2,0.184,1276,0.242637,0.735798,0.735798,0.588095,14.0422
grid,5,,tanh,1.0,200,20,1,sy-full,0.264,734,0.367929,0.456321,0.456321,0.515757,21.5879
grid,5,,tanh,1.0,200,20,1,sy-seed,0.157,734,0.367929,0.456321,0.456321,0.515757,21.5879
grid,5,,tanh,1.0,200,20,1,sy-rand1,0.266,1249,0.367762,0.456328,0.456328,0.515773,21.5777
grid,5,,tanh,1.0,200,20,1,sy-rand5,1.35,1358,0.367771,0.456334,0.456334,0.515773,21.5782
grid,5,,tanh,1.0,200,20,1,sy-rand500,0.358,1188,0.367829,0.45633,0.45633,0.515771,21.5818
grid,5,,tanh,1.0,200,20,1,pp-rand1,0.019,-1,0.40864,0.46176,0.46176,0.512039,24.1195
grid,5,,tanh,1.0,200,20,1,pp-default,0.092,-1,0.403729,0.461773,0.461773,0.512336,23.8115
grid,5,,tanh,1.0,200,20,1,pp-probe500,0.143,-1,0.40548,0.461774,0.461774,0.512396,23.9212
grid,5,,tanh,1.0,200,20,1,adam-dcor2,0.123,-1,0.403367,0.461788,0.461788,0.512432,23.7889
grid,5,,tanh,1.0,200,20,1,sqp-dcor2,0.156,1086,0.403021,0.461782,0.461782,0.512317,23.7672
sy_small,0,A(1),,0.0,100,6,2,sy-full,0.068,314,0.271988,0.489011,0.244505,0.490974,10.2637
sy_small,0,A(1),,0.0,100,6,2,sy-seed,0.04,462,0.281016,0.496942,0.248471,0.489879,10.366
sy_small,0,A(1),,0.0,100,6,2,sy-rand1,0.038,437,0.269674,0.497581,0.24879,0.490926,10.1466
sy_small,0,A(1),,0.0,100,6,2,sy-rand5,0.16,437,0.269674,0.497581,0.24879,0.490926,10.1466
sy_small,0,A(1),,0.0,100,6,2,sy-rand500,0.066,296,0.263758,0.487113,0.243556,0.48543,9.9421
sy_small,0,A(1),,0.0,100,6,2,pp-rand1,0.014,-1,0.274268,0.508038,0.254019,0.487991,10.4888
sy_small,0,A(1),,0.0,100,6,2,pp-default,0.06,-1,0.274268,0.508038,0.254019,0.487991,10.4888
sy_small,0,A(1),,0.0,100,6,2,pp-probe500,0.094,-1,0.274268,0.508038,0.254019,0.487991,10.4888
sy_small,0,A(1),,0.0,100,6,2,adam-dcor2,0.095,-1,0.258218,0.505564,0.252782,0.488509,9.9542
sy_small,0,A(1),,0.0,100,6,2,sqp-dcor2,0.166,1448,0.220529,0.493441,0.24672,0.491276,8.3989
sy_small,1,A(1),,0.0,100,6,2,sy-full,0.066,258,0.215058,0.527458,0.263729,0.564585,9.9819
sy_small,1,A(1),,0.0,100,6,2,sy-seed,0.033,382,0.211282,0.535932,0.267966,0.563832,9.9653
sy_small,1,A(1),,0.0,100,6,2,sy-rand1,0.026,308,0.943916,0.483988,0.241994,0.518287,44.1974
sy_small,1,A(1),,0.0,100,6,2,sy-rand5,0.137,322,0.215846,0.518276,0.259138,0.564192,9.9614
sy_small,1,A(1),,0.0,100,6,2,sy-rand500,0.075,383,0.210046,0.520365,0.260182,0.562288,9.4598
sy_small,1,A(1),,0.0,100,6,2,pp-rand1,0.009,-1,0.925142,0.49224,0.24612,0.507245,40.5901
sy_small,1,A(1),,0.0,100,6,2,pp-default,0.065,-1,0.296191,0.634766,0.317383,0.563545,14.5954
sy_small,1,A(1),,0.0,100,6,2,pp-probe500,0.103,-1,0.299195,0.615936,0.307968,0.562322,14.5838
sy_small,1,A(1),,0.0,100,6,2,adam-dcor2,0.103,-1,0.350052,0.606399,0.3032,0.557427,16.4916
sy_small,1,A(1),,0.0,100,6,2,sqp-dcor2,0.146,1268,0.260118,0.622773,0.311386,0.562515,13.3428
sy_small,2,A(1),,0.0,100,6,2,sy-full,0.062,251,0.234521,0.647544,0.323772,0.543732,12.4584
sy_small,2,A(1),,0.0,100,6,2,sy-seed,0.029,328,0.232502,0.580646,0.290323,0.525828,12.2548
sy_small,2,A(1),,0.0,100,6,2,sy-rand1,0.021,245,0.233288,0.648745,0.324372,0.547469,12.3302
sy_small,2,A(1),,0.0,100,6,2,sy-rand5,0.161,321,0.232872,0.618794,0.309397,0.53997,12.3125
sy_small,2,A(1),,0.0,100,6,2,sy-rand500,0.062,250,0.235158,0.592562,0.296281,0.527637,12.4031
sy_small,2,A(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.247449,0.684271,0.342135,0.551135,10.9251
sy_small,2,A(1),,0.0,100,6,2,pp-default,0.058,-1,0.251115,0.651865,0.325932,0.550163,11.0226
sy_small,2,A(1),,0.0,100,6,2,pp-probe500,0.092,-1,0.254319,0.686123,0.343061,0.551921,11.099
sy_small,2,A(1),,0.0,100,6,2,adam-dcor2,0.13,-1,0.222929,0.681909,0.340954,0.554983,11.217
sy_small,2,A(1),,0.0,100,6,2,sqp-dcor2,0.131,1157,0.225438,0.684404,0.342202,0.553609,10.5628
