# script: ch04_fair_comparison.py
# seeds: 42, 7, 123, 2024, 5
# arms: sy-full, sy-seed, sy-rand1, sy-rand5, sy-rand500, pp-rand1, pp-default, pp-probe500, adam-dcor2, sqp-dcor2
# replicates: 20 at (100, 6), 8 at (500, 20)
# n_perturb: 500
# n_probes: 500
# n_restarts: 5
# max_iter: 150
# sqp_max_iter: 1000
# sqp_tol: 0.0001
part,seed,model,nonlinearity,noise,n,p,d,arm,seconds,nfev,delta_m,dcor2_u_sum,dcor2_u_mean,dcov_v,angle
sy_small,16,A(3),,0.0,100,6,2,sqp-dcor2,0.189,1588,0.355046,1.000255,0.500127,1.258907,12.2345
sy_small,17,A(3),,0.0,100,6,2,sy-full,0.066,181,0.639977,0.967805,0.483902,0.95961,20.7356
sy_small,17,A(3),,0.0,100,6,2,sy-seed,0.067,721,0.000553,0.926239,0.463119,0.966166,0.0258
sy_small,17,A(3),,0.0,100,6,2,sy-rand1,0.041,394,0.00051,0.992301,0.49615,0.969052,0.0267
sy_small,17,A(3),,0.0,100,6,2,sy-rand5,0.299,729,3e-06,1.007619,0.50381,0.947326,0.0001
sy_small,17,A(3),,0.0,100,6,2,sy-rand500,0.088,531,0.000291,0.948815,0.474407,0.929741,0.0155
sy_small,17,A(3),,0.0,100,6,2,pp-rand1,0.015,-1,0.222823,1.003452,0.501726,0.930587,7.9741
sy_small,17,A(3),,0.0,100,6,2,pp-default,0.073,-1,0.216599,1.004138,0.502069,0.93159,7.8881
sy_small,17,A(3),,0.0,100,6,2,pp-probe500,0.106,-1,0.221582,1.003381,0.50169,0.930417,8.0232
sy_small,17,A(3),,0.0,100,6,2,adam-dcor2,0.134,-1,0.665017,0.975052,0.487526,0.963631,21.1555
sy_small,17,A(3),,0.0,100,6,2,sqp-dcor2,0.179,1558,0.065229,1.02068,0.51034,0.946951,1.8701
sy_small,18,A(3),,0.0,100,6,2,sy-full,0.078,410,0.000154,1.094331,0.547165,0.877927,0.0061
sy_small,18,A(3),,0.0,100,6,2,sy-seed,0.046,514,6e-06,1.040219,0.520109,0.847334,0.0003
sy_small,18,A(3),,0.0,100,6,2,sy-rand1,0.052,573,6.8e-05,0.896772,0.448386,0.871875,0.0027
sy_small,18,A(3),,0.0,100,6,2,sy-rand5,0.256,690,1.2e-05,1.034348,0.517174,0.846908,0.0005
sy_small,18,A(3),,0.0,100,6,2,sy-rand500,0.08,423,0.000509,1.04877,0.524385,0.892409,0.0211
sy_small,18,A(3),,0.0,100,6,2,pp-rand1,0.019,-1,0.07017,1.095006,0.547503,0.849561,2.0198
sy_small,18,A(3),,0.0,100,6,2,pp-default,0.075,-1,0.07017,1.095006,0.547503,0.849561,2.0198
sy_small,18,A(3),,0.0,100,6,2,pp-probe500,0.119,-1,0.07017,1.113207,0.556604,0.857566,2.0188
sy_small,18,A(3),,0.0,100,6,2,adam-dcor2,0.118,-1,0.042936,1.087884,0.543942,0.880841,2.3503
sy_small,18,A(3),,0.0,100,6,2,sqp-dcor2,0.185,1589,0.085717,1.105054,0.552527,0.866349,2.4852
sy_small,19,A(3),,0.0,100,6,2,sy-full,0.078,397,0.004442,0.964379,0.482189,0.988208,0.1606
sy_small,19,A(3),,0.0,100,6,2,sy-seed,0.037,410,0.001528,0.872256,0.436128,0.981816,0.0554
sy_small,19,A(3),,0.0,100,6,2,sy-rand1,0.052,609,0.000292,0.95584,0.47792,0.979963,0.0088
sy_small,19,A(3),,0.0,100,6,2,sy-rand5,0.288,459,0.000845,0.889771,0.444886,0.99107,0.0311
sy_small,19,A(3),,0.0,100,6,2,sy-rand500,0.09,554,0.001067,0.991009,0.495505,0.980499,0.0391
sy_small,19,A(3),,0.0,100,6,2,pp-rand1,0.015,-1,0.71882,0.947296,0.473648,0.956206,24.2837
sy_small,19,A(3),,0.0,100,6,2,pp-default,0.082,-1,0.720768,1.027216,0.513608,0.983052,24.393
sy_small,19,A(3),,0.0,100,6,2,pp-probe500,0.108,-1,0.721413,0.962872,0.481436,0.955021,24.4014
sy_small,19,A(3),,0.0,100,6,2,adam-dcor2,0.125,-1,0.052024,0.994056,0.497028,0.973162,1.5027
sy_small,19,A(3),,0.0,100,6,2,sqp-dcor2,0.154,1337,0.633601,0.9539,0.47695,0.946297,21.0248
sy_small,0,B(1),,0.0,100,6,2,sy-full,0.075,384,0.309352,0.501067,0.250534,0.519081,11.2354
sy_small,0,B(1),,0.0,100,6,2,sy-seed,0.012,111,0.307099,0.500155,0.250077,0.525349,11.1798
sy_small,0,B(1),,0.0,100,6,2,sy-rand1,0.028,286,0.311686,0.465506,0.232753,0.52221,11.5213
sy_small,0,B(1),,0.0,100,6,2,sy-rand5,0.12,402,0.309174,0.483396,0.241698,0.526351,11.286
sy_small,0,B(1),,0.0,100,6,2,sy-rand500,0.065,274,0.310118,0.498468,0.249234,0.517075,11.5099
sy_small,0,B(1),,0.0,100,6,2,pp-rand1,0.015,-1,0.289694,0.516434,0.258217,0.520401,11.0818
sy_small,0,B(1),,0.0,100,6,2,pp-default,0.064,-1,0.285856,0.521073,0.260536,0.522174,10.8707
sy_small,0,B(1),,0.0,100,6,2,pp-probe500,0.083,-1,0.285721,0.485306,0.242653,0.508208,10.781
sy_small,0,B(1),,0.0,100,6,2,adam-dcor2,0.117,-1,0.301391,0.504388,0.252194,0.518029,12.11
sy_small,0,B(1),,0.0,100,6,2,sqp-dcor2,0.112,971,0.300838,0.503676,0.251838,0.520343,11.2027
sy_small,1,B(1),,0.0,100,6,2,sy-full,0.055,168,0.308477,0.556931,0.278466,0.564889,12.6331
sy_small,1,B(1),,0.0,100,6,2,sy-seed,0.016,169,0.308961,0.538251,0.269126,0.575355,12.7363
sy_small,1,B(1),,0.0,100,6,2,sy-rand1,0.029,335,0.309744,0.541285,0.270642,0.575817,12.716
sy_small,1,B(1),,0.0,100,6,2,sy-rand5,0.142,332,0.310462,0.569367,0.284683,0.569455,12.8641
sy_small,1,B(1),,0.0,100,6,2,sy-rand500,0.067,291,0.309712,0.536295,0.268148,0.559595,12.6884
sy_small,1,B(1),,0.0,100,6,2,pp-rand1,0.015,-1,0.282539,0.557956,0.278978,0.567574,10.3553
sy_small,1,B(1),,0.0,100,6,2,pp-default,0.062,-1,0.279469,0.539562,0.269781,0.561837,10.1596
sy_small,1,B(1),,0.0,100,6,2,pp-probe500,0.099,-1,0.278967,0.535521,0.267761,0.56107,10.2358
sy_small,1,B(1),,0.0,100,6,2,adam-dcor2,0.099,-1,0.340223,0.573593,0.286796,0.569759,13.5969
sy_small,1,B(1),,0.0,100,6,2,sqp-dcor2,0.157,1334,0.348026,0.564446,0.282223,0.571411,14.2105
sy_small,2,B(1),,0.0,100,6,2,sy-full,0.068,305,0.305089,0.616885,0.308442,0.597456,10.7743
sy_small,2,B(1),,0.0,100,6,2,sy-seed,0.028,305,0.305089,0.616885,0.308442,0.597456,10.7743
sy_small,2,B(1),,0.0,100,6,2,sy-rand1,0.022,248,0.305507,0.611174,0.305587,0.603704,10.7428
sy_small,2,B(1),,0.0,100,6,2,sy-rand5,0.148,236,0.305501,0.636162,0.318081,0.59553,10.7846
sy_small,2,B(1),,0.0,100,6,2,sy-rand500,0.06,233,0.302427,0.628689,0.314345,0.598658,10.7101
sy_small,2,B(1),,0.0,100,6,2,pp-rand1,0.012,-1,0.323996,0.670348,0.335174,0.603351,13.701
sy_small,2,B(1),,0.0,100,6,2,pp-default,0.065,-1,0.311944,0.742094,0.371047,0.628284,13.4351
sy_small,2,B(1),,0.0,100,6,2,pp-probe500,0.09,-1,0.309936,0.644057,0.322029,0.593846,13.3641
sy_small,2,B(1),,0.0,100,6,2,adam-dcor2,0.11,-1,0.327275,0.639124,0.319562,0.594521,13.3279
sy_small,2,B(1),,0.0,100,6,2,sqp-dcor2,0.139,1224,0.331286,0.641153,0.320576,0.591685,13.8411
sy_small,3,B(1),,0.0,100,6,2,sy-full,0.065,263,0.447876,0.479907,0.239954,0.548394,16.4915
sy_small,3,B(1),,0.0,100,6,2,sy-seed,0.03,332,0.449725,0.470823,0.235412,0.558457,16.6186
sy_small,3,B(1),,0.0,100,6,2,sy-rand1,0.025,278,0.447139,0.522509,0.261254,0.557338,16.4641
sy_small,3,B(1),,0.0,100,6,2,sy-rand5,0.137,286,0.449451,0.499086,0.249543,0.561431,16.5977
sy_small,3,B(1),,0.0,100,6,2,sy-rand500,0.066,300,0.448603,0.519451,0.259726,0.558909,16.5137
sy_small,3,B(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.45336,0.489542,0.244771,0.561036,16.8732
sy_small,3,B(1),,0.0,100,6,2,pp-default,0.063,-1,0.458527,0.483152,0.241576,0.554027,19.6166
sy_small,3,B(1),,0.0,100,6,2,pp-probe500,0.091,-1,0.455329,0.466846,0.233423,0.55185,17.7361
sy_small,3,B(1),,0.0,100,6,2,adam-dcor2,0.114,-1,0.44536,0.527318,0.263659,0.552518,19.4747
sy_small,3,B(1),,0.0,100,6,2,sqp-dcor2,0.142,1240,0.439981,0.47809,0.239045,0.546403,18.9162
sy_small,4,B(1),,0.0,100,6,2,sy-full,0.068,295,0.270417,0.5364,0.2682,0.571052,10.8812
sy_small,4,B(1),,0.0,100,6,2,sy-seed,0.026,301,0.271196,0.553528,0.276764,0.564853,10.8549
sy_small,4,B(1),,0.0,100,6,2,sy-rand1,0.032,375,0.270616,0.528099,0.264049,0.571998,10.9066
sy_small,4,B(1),,0.0,100,6,2,sy-rand5,0.134,388,0.27037,0.546118,0.273059,0.567253,10.8261
sy_small,4,B(1),,0.0,100,6,2,sy-rand500,0.062,249,0.272205,0.549781,0.27489,0.566642,10.8967
sy_small,4,B(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.2057,0.555918,0.277959,0.568597,10.509
sy_small,4,B(1),,0.0,100,6,2,pp-default,0.062,-1,0.207304,0.55447,0.277235,0.567932,10.5876
sy_small,4,B(1),,0.0,100,6,2,pp-probe500,0.091,-1,0.207207,0.551816,0.275908,0.564529,10.546
sy_small,4,B(1),,0.0,100,6,2,adam-dcor2,0.097,-1,0.225295,0.558844,0.279422,0.563165,8.2435
sy_small,4,B(1),,0.0,100,6,2,sqp-dcor2,0.15,1297,0.213214,0.556496,0.278248,0.563512,9.494
sy_small,5,B(1),,0.0,100,6,2,sy-full,0.051,99,0.220205,0.629785,0.314892,0.60208,10.9688
sy_small,5,B(1),,0.0,100,6,2,sy-seed,0.018,190,0.220729,0.629812,0.314906,0.601824,11.0927
sy_small,5,B(1),,0.0,100,6,2,sy-rand1,0.018,206,0.219905,0.629627,0.314813,0.601818,10.9639
sy_small,5,B(1),,0.0,100,6,2,sy-rand5,0.118,190,0.218624,0.631795,0.315898,0.60365,11.118
sy_small,5,B(1),,0.0,100,6,2,sy-rand500,0.061,226,0.219761,0.641441,0.320721,0.607712,11.158
sy_small,5,B(1),,0.0,100,6,2,pp-rand1,0.014,-1,0.191936,0.658722,0.329361,0.609703,10.2831
sy_small,5,B(1),,0.0,100,6,2,pp-default,0.068,-1,0.207405,0.668074,0.334037,0.61281,10.2592
sy_small,5,B(1),,0.0,100,6,2,pp-probe500,0.097,-1,0.188345,0.732656,0.366328,0.632947,10.2909
sy_small,5,B(1),,0.0,100,6,2,adam-dcor2,0.106,-1,0.289451,0.639239,0.319619,0.597466,13.9414
sy_small,5,B(1),,0.0,100,6,2,sqp-dcor2,0.16,1373,0.277698,0.650953,0.325476,0.609447,9.8522
sy_small,6,B(1),,0.0,100,6,2,sy-full,0.065,220,0.342448,0.382356,0.191178,0.515072,12.5847
sy_small,6,B(1),,0.0,100,6,2,sy-seed,0.02,213,0.3414,0.401311,0.200656,0.518384,12.4302
sy_small,6,B(1),,0.0,100,6,2,sy-rand1,0.022,249,0.342303,0.407543,0.203771,0.518593,12.525
sy_small,6,B(1),,0.0,100,6,2,sy-rand5,0.132,294,0.343277,0.380267,0.190133,0.511734,12.5685
sy_small,6,B(1),,0.0,100,6,2,sy-rand500,0.065,297,0.343617,0.376798,0.188399,0.512376,12.6014
sy_small,6,B(1),,0.0,100,6,2,pp-rand1,0.012,-1,0.29689,0.437532,0.218766,0.526022,10.1818
sy_small,6,B(1),,0.0,100,6,2,pp-default,0.06,-1,0.299372,0.405171,0.202586,0.514574,10.2481
sy_small,6,B(1),,0.0,100,6,2,pp-probe500,0.09,-1,0.30302,0.407411,0.203706,0.514412,10.3185
sy_small,6,B(1),,0.0,100,6,2,adam-dcor2,0.101,-1,0.390764,0.401945,0.200973,0.5089,16.0717
sy_small,6,B(1),,0.0,100,6,2,sqp-dcor2,0.135,1188,0.334218,0.409345,0.204672,0.515183,11.0387
sy_small,7,B(1),,0.0,100,6,2,sy-full,0.069,304,0.353814,0.422658,0.211329,0.461102,14.9759
sy_small,7,B(1),,0.0,100,6,2,sy-seed,0.024,262,0.361502,0.430074,0.215037,0.468921,15.2829
sy_small,7,B(1),,0.0,100,6,2,sy-rand1,0.028,317,0.352993,0.421134,0.210567,0.47095,15.0392
sy_small,7,B(1),,0.0,100,6,2,sy-rand5,0.114,310,0.355198,0.419157,0.209578,0.465417,15.1158
sy_small,7,B(1),,0.0,100,6,2,sy-rand500,0.06,214,0.358106,0.427885,0.213942,0.465534,15.1538
sy_small,7,B(1),,0.0,100,6,2,pp-rand1,0.014,-1,0.137711,0.477806,0.238903,0.465702,7.2676
sy_small,7,B(1),,0.0,100,6,2,pp-default,0.06,-1,0.141777,0.485399,0.242699,0.469083,7.5049
sy_small,7,B(1),,0.0,100,6,2,pp-probe500,0.09,-1,0.144009,0.440379,0.22019,0.451271,7.6309
sy_small,7,B(1),,0.0,100,6,2,adam-dcor2,0.104,-1,0.295502,0.437805,0.218903,0.450401,11.05
sy_small,7,B(1),,0.0,100,6,2,sqp-dcor2,0.138,1230,0.137608,0.440466,0.220233,0.45101,7.233
sy_small,8,B(1),,0.0,100,6,2,sy-full,0.058,187,0.177518,0.441209,0.220604,0.528815,7.853
sy_small,8,B(1),,0.0,100,6,2,sy-seed,0.017,187,0.177518,0.441209,0.220604,0.528815,7.853
sy_small,8,B(1),,0.0,100,6,2,sy-rand1,0.023,276,0.168287,0.476903,0.238452,0.532128,7.6082
sy_small,8,B(1),,0.0,100,6,2,sy-rand5,0.11,256,0.171652,0.473358,0.236679,0.519932,7.7271
sy_small,8,B(1),,0.0,100,6,2,sy-rand500,0.059,229,0.177077,0.471661,0.23583,0.517459,7.8147
sy_small,8,B(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.875617,0.438137,0.219068,0.479818,32.1101
sy_small,8,B(1),,0.0,100,6,2,pp-default,0.068,-1,0.19572,0.510136,0.255068,0.534127,8.5587
sy_small,8,B(1),,0.0,100,6,2,pp-probe500,0.086,-1,0.195719,0.476249,0.238125,0.517737,8.5466
sy_small,8,B(1),,0.0,100,6,2,adam-dcor2,0.111,-1,0.2186,0.478553,0.239276,0.527539,10.3902
sy_small,8,B(1),,0.0,100,6,2,sqp-dcor2,0.156,1398,0.282541,0.47861,0.239305,0.523093,12.2618
sy_small,9,B(1),,0.0,100,6,2,sy-full,0.054,139,0.323487,0.385194,0.192597,0.462329,13.7008
sy_small,9,B(1),,0.0,100,6,2,sy-seed,0.03,347,0.328064,0.384456,0.192228,0.46161,13.7414
sy_small,9,B(1),,0.0,100,6,2,sy-rand1,0.019,210,0.323085,0.389859,0.19493,0.465077,13.6245
sy_small,9,B(1),,0.0,100,6,2,sy-rand5,0.146,433,0.328389,0.395982,0.197991,0.46678,13.7777
sy_small,9,B(1),,0.0,100,6,2,sy-rand500,0.057,196,0.327536,0.3962,0.1981,0.466801,13.7495
sy_small,9,B(1),,0.0,100,6,2,pp-rand1,0.014,-1,0.290505,0.39694,0.19847,0.454525,14.3462
sy_small,9,B(1),,0.0,100,6,2,pp-default,0.067,-1,0.310471,0.407573,0.203787,0.458677,14.4666
sy_small,9,B(1),,0.0,100,6,2,pp-probe500,0.081,-1,0.290341,0.396991,0.198496,0.454698,14.1659
sy_small,9,B(1),,0.0,100,6,2,adam-dcor2,0.113,-1,0.235407,0.412643,0.206321,0.467313,8.3919
sy_small,9,B(1),,0.0,100,6,2,sqp-dcor2,0.129,1143,0.337571,0.413502,0.206751,0.465666,15.2314
sy_small,10,B(1),,0.0,100,6,2,sy-full,0.068,310,0.237739,0.346949,0.173475,0.489295,9.3949
sy_small,10,B(1),,0.0,100,6,2,sy-seed,0.023,242,0.240626,0.374412,0.187206,0.492825,9.3597
sy_small,10,B(1),,0.0,100,6,2,sy-rand1,0.034,371,0.23758,0.36988,0.18494,0.491787,9.3604
sy_small,10,B(1),,0.0,100,6,2,sy-rand5,0.123,245,0.239325,0.362382,0.181191,0.491551,9.3926
sy_small,10,B(1),,0.0,100,6,2,sy-rand500,0.067,312,0.23852,0.347908,0.173954,0.488941,9.4334
sy_small,10,B(1),,0.0,100,6,2,pp-rand1,0.009,-1,0.313086,0.381954,0.190977,0.496878,11.6958
sy_small,10,B(1),,0.0,100,6,2,pp-default,0.06,-1,0.316173,0.404609,0.202305,0.504202,11.7109
sy_small,10,B(1),,0.0,100,6,2,pp-probe500,0.09,-1,0.318156,0.388167,0.194084,0.498775,11.6747
sy_small,10,B(1),,0.0,100,6,2,adam-dcor2,0.105,-1,0.198499,0.383092,0.191546,0.488453,8.8376
sy_small,10,B(1),,0.0,100,6,2,sqp-dcor2,0.263,2381,0.193466,0.37659,0.188295,0.488109,8.1418
sy_small,11,B(1),,0.0,100,6,2,sy-full,0.065,277,0.078747,0.422286,0.211143,0.52317,3.8859
sy_small,11,B(1),,0.0,100,6,2,sy-seed,0.02,218,0.080739,0.422822,0.211411,0.514613,3.7419
sy_small,11,B(1),,0.0,100,6,2,sy-rand1,0.029,341,0.082272,0.43659,0.218295,0.510285,3.8971
sy_small,11,B(1),,0.0,100,6,2,sy-rand5,0.123,340,0.079011,0.422168,0.211084,0.521187,3.8281
sy_small,11,B(1),,0.0,100,6,2,sy-rand500,0.064,269,0.078824,0.428911,0.214456,0.517402,4.0483
sy_small,11,B(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.263462,0.461814,0.230907,0.515555,10.004
sy_small,11,B(1),,0.0,100,6,2,pp-default,0.061,-1,0.258676,0.433852,0.216926,0.508471,9.9487
sy_small,11,B(1),,0.0,100,6,2,pp-probe500,0.09,-1,0.264147,0.456814,0.228407,0.512853,10.0135
sy_small,11,B(1),,0.0,100,6,2,adam-dcor2,0.101,-1,0.181084,0.439931,0.219966,0.508153,6.0078
sy_small,11,B(1),,0.0,100,6,2,sqp-dcor2,0.127,1122,0.13966,0.435027,0.217513,0.507764,4.7476
sy_small,12,B(1),,0.0,100,6,2,sy-full,0.064,262,0.282993,0.505572,0.252786,0.596715,15.2747
sy_small,12,B(1),,0.0,100,6,2,sy-seed,0.027,310,0.282636,0.498454,0.249227,0.591872,15.3961
sy_small,12,B(1),,0.0,100,6,2,sy-rand1,0.03,323,0.281635,0.523545,0.261772,0.601332,15.304
sy_small,12,B(1),,0.0,100,6,2,sy-rand5,0.134,345,0.281553,0.534877,0.267438,0.603431,15.3948
sy_small,12,B(1),,0.0,100,6,2,sy-rand500,0.064,282,0.282478,0.50577,0.252885,0.596593,14.8767
sy_small,12,B(1),,0.0,100,6,2,pp-rand1,0.01,-1,0.306954,0.589574,0.294787,0.615446,15.3032
sy_small,12,B(1),,0.0,100,6,2,pp-default,0.056,-1,0.309192,0.683407,0.341703,0.647399,15.2366
sy_small,12,B(1),,0.0,100,6,2,pp-probe500,0.091,-1,0.32918,0.543899,0.271949,0.598246,16.1035
sy_small,12,B(1),,0.0,100,6,2,adam-dcor2,0.108,-1,0.259854,0.549658,0.274829,0.603676,14.7905
sy_small,12,B(1),,0.0,100,6,2,sqp-dcor2,0.195,1722,0.460476,0.551519,0.275759,0.600685,18.2295
sy_small,13,B(1),,0.0,100,6,2,sy-full,0.057,184,0.335391,0.499244,0.249622,0.546105,12.2788
sy_small,13,B(1),,0.0,100,6,2,sy-seed,0.031,351,0.33459,0.49212,0.24606,0.545516,12.339
sy_small,13,B(1),,0.0,100,6,2,sy-rand1,0.028,319,0.336675,0.510895,0.255448,0.540267,12.3052
sy_small,13,B(1),,0.0,100,6,2,sy-rand5,0.136,296,0.336753,0.512773,0.256387,0.53884,12.3583
sy_small,13,B(1),,0.0,100,6,2,sy-rand500,0.056,178,0.339192,0.510985,0.255493,0.539952,12.3802
sy_small,13,B(1),,0.0,100,6,2,pp-rand1,0.009,-1,0.988044,0.55776,0.27888,0.548613,43.3396
sy_small,13,B(1),,0.0,100,6,2,pp-default,0.065,-1,0.328351,0.613119,0.30656,0.568661,13.1349
sy_small,13,B(1),,0.0,100,6,2,pp-probe500,0.091,-1,0.317869,0.508093,0.254047,0.542714,12.6509
sy_small,13,B(1),,0.0,100,6,2,adam-dcor2,0.116,-1,0.483511,0.521742,0.260871,0.535862,17.5315
sy_small,13,B(1),,0.0,100,6,2,sqp-dcor2,0.132,1177,0.463477,0.518214,0.259107,0.530966,16.544
sy_small,14,B(1),,0.0,100,6,2,sy-full,0.065,237,0.147381,0.577637,0.288819,0.589512,7.1665
sy_small,14,B(1),,0.0,100,6,2,sy-seed,0.033,373,0.147874,0.589941,0.294971,0.586533,7.1742
sy_small,14,B(1),,0.0,100,6,2,sy-rand1,0.02,231,0.14599,0.595469,0.297735,0.585118,7.0481
sy_small,14,B(1),,0.0,100,6,2,sy-rand5,0.162,343,0.147073,0.580775,0.290388,0.58882,7.1318
sy_small,14,B(1),,0.0,100,6,2,sy-rand500,0.055,165,0.151655,0.582923,0.291461,0.588394,7.3158
sy_small,14,B(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.184071,0.583354,0.291677,0.59224,8.4127
sy_small,14,B(1),,0.0,100,6,2,pp-default,0.07,-1,0.181976,0.584131,0.292066,0.592902,8.373
sy_small,14,B(1),,0.0,100,6,2,pp-probe500,0.098,-1,0.182015,0.600804,0.300402,0.596133,8.3866
sy_small,14,B(1),,0.0,100,6,2,adam-dcor2,0.118,-1,0.367777,0.612183,0.306092,0.580574,13.3868
sy_small,14,B(1),,0.0,100,6,2,sqp-dcor2,0.156,1323,0.371096,0.60977,0.304885,0.579966,13.2514
sy_small,15,B(1),,0.0,100,6,2,sy-full,0.06,152,0.586962,0.518082,0.259041,0.579232,23.3564
sy_small,15,B(1),,0.0,100,6,2,sy-seed,0.019,178,0.582991,0.509748,0.254874,0.584342,23.4858
sy_small,15,B(1),,0.0,100,6,2,sy-rand1,0.019,206,0.765188,0.509508,0.254754,0.583292,31.1709
sy_small,15,B(1),,0.0,100,6,2,sy-rand5,0.112,278,0.582959,0.517924,0.258962,0.577634,23.3632
sy_small,15,B(1),,0.0,100,6,2,sy-rand500,0.076,384,0.765315,0.515081,0.257541,0.572994,31.2429
sy_small,15,B(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.469839,0.529575,0.264787,0.579809,22.3148
sy_small,15,B(1),,0.0,100,6,2,pp-default,0.073,-1,0.465969,0.533096,0.266548,0.583757,21.2897
sy_small,15,B(1),,0.0,100,6,2,pp-probe500,0.095,-1,0.46504,0.52654,0.26327,0.579779,21.275
sy_small,15,B(1),,0.0,100,6,2,adam-dcor2,0.114,-1,0.588135,0.528108,0.264054,0.561515,24.6076
sy_small,15,B(1),,0.0,100,6,2,sqp-dcor2,0.13,1175,0.789318,0.529318,0.264659,0.569553,31.113
sy_small,16,B(1),,0.0,100,6,2,sy-full,0.053,151,0.23982,0.412981,0.20649,0.514018,8.0183
sy_small,16,B(1),,0.0,100,6,2,sy-seed,0.02,220,0.237903,0.402112,0.201056,0.517237,8.0044
sy_small,16,B(1),,0.0,100,6,2,sy-rand1,0.021,248,0.241766,0.426398,0.213199,0.515341,8.297
sy_small,16,B(1),,0.0,100,6,2,sy-rand5,0.123,357,0.239822,0.427147,0.213573,0.512522,8.0508
sy_small,16,B(1),,0.0,100,6,2,sy-rand500,0.056,205,0.23842,0.434303,0.217152,0.513142,8.1207
sy_small,16,B(1),,0.0,100,6,2,pp-rand1,0.016,-1,0.331178,0.436396,0.218198,0.505203,17.2399
sy_small,16,B(1),,0.0,100,6,2,pp-default,0.074,-1,0.329461,0.434193,0.217096,0.504239,17.1625
sy_small,16,B(1),,0.0,100,6,2,pp-probe500,0.089,-1,0.33007,0.436498,0.218249,0.505338,17.2193
sy_small,16,B(1),,0.0,100,6,2,adam-dcor2,0.11,-1,0.28586,0.440989,0.220494,0.510204,11.7305
sy_small,16,B(1),,0.0,100,6,2,sqp-dcor2,0.138,1227,0.278428,0.44134,0.22067,0.507364,12.0118
sy_small,17,B(1),,0.0,100,6,2,sy-full,0.057,183,0.2015,0.455065,0.227532,0.528932,9.5145
sy_small,17,B(1),,0.0,100,6,2,sy-seed,0.018,196,0.200649,0.461842,0.230921,0.517756,9.5127
sy_small,17,B(1),,0.0,100,6,2,sy-rand1,0.028,327,0.199082,0.447947,0.223973,0.524734,9.5541
sy_small,17,B(1),,0.0,100,6,2,sy-rand5,0.118,356,0.203174,0.447876,0.223938,0.523525,10.3317
sy_small,17,B(1),,0.0,100,6,2,sy-rand500,0.059,198,0.200142,0.464638,0.232319,0.518616,10.0646
sy_small,17,B(1),,0.0,100,6,2,pp-rand1,0.014,-1,0.410252,0.568567,0.284283,0.557915,15.6346
sy_small,17,B(1),,0.0,100,6,2,pp-default,0.06,-1,0.406574,0.594806,0.297403,0.572019,15.7331
sy_small,17,B(1),,0.0,100,6,2,pp-probe500,0.093,-1,0.407364,0.533528,0.266764,0.538588,15.6194
sy_small,17,B(1),,0.0,100,6,2,adam-dcor2,0.112,-1,0.266306,0.484449,0.242225,0.514387,10.5205
sy_small,17,B(1),,0.0,100,6,2,sqp-dcor2,0.144,1258,0.226596,0.46085,0.230425,0.523331,10.6029
sy_small,18,B(1),,0.0,100,6,2,sy-full,0.058,201,0.197707,0.500538,0.250269,0.540944,7.939
sy_small,18,B(1),,0.0,100,6,2,sy-seed,0.02,213,0.204116,0.507192,0.253596,0.541228,8.1373
sy_small,18,B(1),,0.0,100,6,2,sy-rand1,0.028,325,0.200113,0.521899,0.26095,0.520889,7.9979
sy_small,18,B(1),,0.0,100,6,2,sy-rand5,0.121,304,0.200916,0.50576,0.25288,0.523596,8.0303
sy_small,18,B(1),,0.0,100,6,2,sy-rand500,0.079,460,0.201107,0.512674,0.256337,0.521426,8.0682
sy_small,18,B(1),,0.0,100,6,2,pp-rand1,0.013,-1,0.243811,0.632793,0.316397,0.564779,8.6345
sy_small,18,B(1),,0.0,100,6,2,pp-default,0.069,-1,0.241094,0.701049,0.350524,0.58811,8.5073
sy_small,18,B(1),,0.0,100,6,2,pp-probe500,0.093,-1,0.238006,0.625534,0.312767,0.563008,8.4069
sy_small,18,B(1),,0.0,100,6,2,adam-dcor2,0.108,-1,0.265091,0.534589,0.267295,0.516208,9.9425
sy_small,18,B(1),,0.0,100,6,2,sqp-dcor2,0.179,1553,0.273102,0.53345,0.266725,0.516568,10.1989
sy_small,19,B(1),,0.0,100,6,2,sy-full,0.059,177,0.257277,0.50782,0.25391,0.539346,12.0355
sy_small,19,B(1),,0.0,100,6,2,sy-seed,0.019,213,0.226892,0.5036,0.2518,0.539504,11.1513
sy_small,19,B(1),,0.0,100,6,2,sy-rand1,0.028,314,0.265899,0.522645,0.261322,0.536728,12.3229
sy_small,19,B(1),,0.0,100,6,2,sy-rand5,0.146,271,0.262575,0.470124,0.235062,0.532347,12.234
sy_small,19,B(1),,0.0,100,6,2,sy-rand500,0.06,219,0.243242,0.490843,0.245422,0.52559,11.6232
sy_small,19,B(1),,0.0,100,6,2,pp-rand1,0.016,-1,0.225721,0.495139,0.247569,0.520978,10.3524
sy_small,19,B(1),,0.0,100,6,2,pp-default,0.068,-1,0.225721,0.495139,0.247569,0.520978,10.3524
