# script: ch06_full_grid.py
# seeds: 0
block,maturity,method,d,spec,cp,mspe,r2,bench,dcor_tr,dcor_te
PCA_ours,2,SAVE,8,linear,False,3.9737527192824,0.12009562206591617,4.516118818061029,0.2793908666929269,0.2022335606221095
PCA_ours,2,SAVE,8,linear,True,2.789222388651226,0.3823850742153938,4.516118818061029,0.2793908666929269,0.2022335606221095
PCA_ours,2,SAVE,8,poly,False,3.7904887402567127,0.1606755949162254,4.516118818061029,0.2793908666929269,0.2022335606221095
PCA_ours,2,SAVE,8,poly,True,2.5841390560675133,0.4277964862808904,4.516118818061029,0.2793908666929269,0.2022335606221095
PCA_ours,2,DcorSDR(seqX),1,linear,False,3.82177037068538,0.15374893251231236,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqX),1,linear,True,2.540778645727945,0.4373977417142416,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqX),1,poly,False,3.7493221443306677,0.16979107605932775,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqX),1,poly,True,2.508790150174655,0.44448092460689725,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqX),2,linear,False,3.751523073574512,0.16930372633880175,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),2,linear,True,2.5753516675172996,0.4297422695749593,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),2,poly,False,3.6843850221623358,0.1841700427748696,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),2,poly,True,2.5403873607380936,0.4374843835865251,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),3,linear,False,3.9016696193347964,0.13605691601135583,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),3,linear,True,2.7924229522164072,0.3816763763945169,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),3,poly,False,3.859164724673312,0.1454687354018238,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),3,poly,True,2.795381985953649,0.3810211602993584,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),4,linear,False,3.925758526024839,0.13072293175175098,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),4,linear,True,2.8283432206811767,0.3737225846738217,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),4,poly,False,3.8914041467801783,0.13832999007520996,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),4,poly,True,2.8327774450078875,0.37274071849506274,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),5,linear,False,3.9365457076905126,0.12833433612345768,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),5,linear,True,2.8091649644768326,0.37796920815229296,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),5,poly,False,3.900757113690686,0.13625897128954323,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),5,poly,True,2.825038188721456,0.3744544148343797,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),6,linear,False,3.9290289691797886,0.1299987605581432,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),6,linear,True,2.7985791097965595,0.3803132241329925,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),6,poly,False,3.876234272722843,0.14168904121369352,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),6,poly,True,2.802430118909243,0.3794604987579908,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),7,linear,False,3.925192288751761,0.13084831314579515,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),7,linear,True,2.7840496288531433,0.38353047361839343,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),7,poly,False,3.867045422000379,0.1437237199041026,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),7,poly,True,2.780119971848137,0.38440061392322566,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),8,linear,False,3.9737527192824005,0.12009562206591606,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),8,linear,True,2.789222388651223,0.38238507421539447,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),8,poly,False,3.918207953554671,0.1323948480086864,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqX),8,poly,True,2.785946952769425,0.38311035094387613,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),1,linear,False,3.82177037068538,0.15374893251231236,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqY),1,linear,True,2.540778645727945,0.4373977417142416,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqY),1,poly,False,3.7493221443306677,0.16979107605932775,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqY),1,poly,True,2.508790150174655,0.44448092460689725,4.516118818061029,0.546680649264117,0.37055094145494705
PCA_ours,2,DcorSDR(seqY),2,linear,False,3.810827912971931,0.15617191077180537,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),2,linear,True,2.603783911345035,0.42344654420253824,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),2,poly,False,3.740376714667181,0.17177185425048425,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),2,poly,True,2.567845297440456,0.4314043981369502,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),3,linear,False,3.8216621165635822,0.15377290312206804,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),3,linear,True,2.6114152740137873,0.42175673864688434,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),3,poly,False,3.7303399135266084,0.17399429381527887,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),3,poly,True,2.5590696627909484,0.43334757877569063,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),4,linear,False,3.821370332756963,0.15383751253966182,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),4,linear,True,2.6130579740737265,0.4213929970966467,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),4,poly,False,3.730360297739567,0.17398978015791522,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),4,poly,True,2.5721952189724506,0.4304411990478124,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),5,linear,False,3.866253056793343,0.14389917259677032,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),5,linear,True,2.6448978616768875,0.41434272032451536,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),5,poly,False,3.780642725670259,0.1628557887913461,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),5,poly,True,2.6151476011971715,0.42093029290137884,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),6,linear,False,3.8938948292219546,0.13777848057288777,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),6,linear,True,2.681669770942694,0.4062003505713665,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),6,poly,False,3.80926588176878,0.156517789891926,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),6,poly,True,2.6579449998521065,0.4114537046230151,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),7,linear,False,3.9037545886609046,0.1355952431878309,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),7,linear,True,2.727819455399069,0.39598146875811313,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),7,poly,False,3.8303813194118552,0.15184221812471965,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),7,poly,True,2.7085581763243844,0.4002464759137385,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),8,linear,False,3.973752719282406,0.12009562206591484,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),8,linear,True,2.78922238865123,0.3823850742153929,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),8,poly,False,3.9182079535546093,0.13239484800870005,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(seqY),8,poly,True,2.7859469527694,0.3831103509438818,4.516118818061029,0.5466695217194406,0.37150861966971477
PCA_ours,2,DcorSDR(joint0.0),2,linear,False,3.828981696825083,0.152152135255592,4.516118818061029,0.4157100883198465,0.1970545286587978
PCA_ours,2,DcorSDR(joint0.0),2,linear,True,2.5549969855425827,0.4342493879203212,4.516118818061029,0.4157100883198465,0.1970545286587978
PCA_ours,2,DcorSDR(joint0.0),2,poly,False,3.8296641484854046,0.15200102061759968,4.516118818061029,0.4157100883198465,0.1970545286587978
PCA_ours,2,DcorSDR(joint0.0),2,poly,True,2.556587452800433,0.4338972122309904,4.516118818061029,0.4157100883198465,0.1970545286587978
PCA_ours,2,DcorSDR(joint0.0),3,linear,False,3.7639781286109426,0.16654581505741117,4.516118818061029,0.47536800444991956,0.38140296956250264
PCA_ours,2,DcorSDR(joint0.0),3,linear,True,2.6001731357595985,0.42424607489048116,4.516118818061029,0.47536800444991956,0.38140296956250264
PCA_ours,2,DcorSDR(joint0.0),3,poly,False,3.769884791523497,0.16523790816866135,4.516118818061029,0.47536800444991956,0.38140296956250264
PCA_ours,2,DcorSDR(joint0.0),3,poly,True,2.6838346706543805,0.4057209788367193,4.516118818061029,0.47536800444991956,0.38140296956250264
PCA_ours,2,DcorSDR(joint0.5),2,linear,False,3.8102189976485,0.1563067423269442,4.516118818061029,0.40324424829011574,0.19090557462012872
PCA_ours,2,DcorSDR(joint0.5),2,linear,True,2.5748523896994566,0.4298528241989533,4.516118818061029,0.40324424829011574,0.19090557462012872
PCA_ours,2,DcorSDR(joint0.5),2,poly,False,3.85213387072733,0.14702557086812373,4.516118818061029,0.40324424829011574,0.19090557462012872
PCA_ours,2,DcorSDR(joint0.5),2,poly,True,2.6147660048003964,0.42101478943748605,4.516118818061029,0.40324424829011574,0.19090557462012872
PCA_ours,2,DcorSDR(joint0.5),3,linear,False,3.9194392901533175,0.1321221942880353,4.516118818061029,0.2212590019519728,0.10695491843998724
PCA_ours,2,DcorSDR(joint0.5),3,linear,True,2.6646562118135453,0.40996764718480083,4.516118818061029,0.2212590019519728,0.10695491843998724
PCA_ours,2,DcorSDR(joint0.5),3,poly,False,3.8893716391347026,0.13878004635746433,4.516118818061029,0.2212590019519728,0.10695491843998724
PCA_ours,2,DcorSDR(joint0.5),3,poly,True,2.6443958717696305,0.41445387548395207,4.516118818061029,0.2212590019519728,0.10695491843998724
PCA_ours,3,PCA,1,linear,False,15.194537923937093,0.04897030968168281,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,1,linear,True,9.133811081528684,0.4283126234060922,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,1,poly,False,13.920665630681135,0.1287022751172191,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,1,poly,True,8.317865022669805,0.4793828784910157,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,2,linear,False,14.207744286855052,0.1107339547349343,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,2,linear,True,9.467856688593471,0.4074046305583109,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,2,poly,False,12.821496198930006,0.19749954750013443,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,2,poly,True,8.472227584048806,0.46972128959111614,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,3,linear,False,14.01965498740149,0.12250650807659991,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,3,linear,True,9.554495529489008,0.40198188519817624,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,3,poly,False,12.819187546389886,0.19764404660377777,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,3,poly,True,8.662200131514547,0.4578308633149275,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,4,linear,False,14.129917839483612,0.1156051303187362,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,4,linear,True,9.585968990680058,0.400011953884726,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,4,poly,False,12.919568182178613,0.19136119908014781,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,4,poly,True,8.683088057654702,0.45652348312160373,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,5,linear,False,13.977503038666555,0.12514480842850106,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,5,linear,True,9.593380564592373,0.39954806173625235,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,5,poly,False,12.821739939759437,0.19748429170448656,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,5,poly,True,8.698940134577713,0.4555312979112036,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,6,linear,False,14.013230724182272,0.12290860421736316,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,6,linear,True,9.796749469486969,0.38681915430843317,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,6,poly,False,12.847162064190977,0.19589311497727113,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,6,poly,True,8.887436520478069,0.4437332649334106,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,7,linear,False,13.837438002507037,0.13391151187351735,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,7,linear,True,9.752688158571491,0.3895769620867765,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,7,poly,False,12.643867644128916,0.20861736038196232,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,7,poly,True,8.792359062644472,0.44968418530574317,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,8,linear,False,13.735330853026685,0.14030242229380763,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,8,linear,True,9.637289053134474,0.39679981914608087,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,8,poly,False,12.54077666411897,0.21506984898571357,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,PCA,8,poly,True,8.63454761348984,0.45956164089995233,15.976933295164907,0.413077766124382,0.25509278034132477
PCA_ours,3,"DvarSDR(seq,plain)",1,linear,False,15.107157648725405,0.05443946158946045,15.976933295164907,0.3960117820959504,0.22249953957753515
PCA_ours,3,"DvarSDR(seq,plain)",1,linear,True,9.230053049171842,0.42228881609181346,15.976933295164907,0.3960117820959504,0.22249953957753515
PCA_ours,3,"DvarSDR(seq,plain)",1,poly,False,15.232540637081195,0.04659171095800885,15.976933295164907,0.3960117820959504,0.22249953957753515
PCA_ours,3,"DvarSDR(seq,plain)",1,poly,True,9.374201869415725,0.4132665076437019,15.976933295164907,0.3960117820959504,0.22249953957753515
PCA_ours,3,"DvarSDR(seq,plain)",2,linear,False,15.364689085371323,0.03832050860341685,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",2,linear,True,9.340880642804395,0.4153520910279307,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",2,poly,False,15.452651788320185,0.0328149024070461,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",2,poly,True,9.4522010807741,0.408384518721461,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",3,linear,False,13.68622067301004,0.14337623997266769,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",3,linear,True,9.62809134554823,0.39737550581988257,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",3,poly,False,13.885848364277237,0.13088149598274246,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",3,poly,True,9.807637484525259,0.3861376708949933,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",4,linear,False,13.691550147575043,0.14304266691039436,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",4,linear,True,9.570897336953534,0.4009552922243237,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",4,poly,False,13.890234242592674,0.1306069828309122,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",4,poly,True,9.755848192684324,0.3893791748109299,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",5,linear,False,13.79642811196543,0.13647833053539515,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",5,linear,True,9.33501713289235,0.41571908948775527,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",5,poly,False,14.006856288243643,0.12330758165695455,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",5,poly,True,9.545779174560662,0.40252744389628903,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",6,linear,False,13.486190051010434,0.15589620349158284,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",6,linear,True,9.24167730400135,0.42156125125726385,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",6,poly,False,13.71117674420495,0.14181423362677748,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",6,poly,True,9.469444591826065,0.4073052433227722,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",7,linear,False,13.756596290079072,0.13897141360399712,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",7,linear,True,9.690618271814712,0.3934619308483074,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",7,poly,False,14.002190717764408,0.12359960080687782,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",7,poly,True,9.969878511807051,0.3759829669674948,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",8,linear,False,13.735330853026685,0.14030242229380763,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",8,linear,True,9.637289053134467,0.3967998191460813,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",8,poly,False,13.984574979227977,0.12470217401107109,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,plain)",8,poly,True,9.928513694926144,0.37857200055214557,15.976933295164907,0.3960117820959488,0.22249953957753288
PCA_ours,3,"DvarSDR(seq,robust)",1,linear,False,16.81755091180032,-0.05261445366926654,15.976933295164907,0.16965657637751622,0.13423989984038115
PCA_ours,3,"DvarSDR(seq,robust)",1,linear,True,10.265546983757144,0.35747700800229276,15.976933295164907,0.16965657637751622,0.13423989984038115
PCA_ours,3,"DvarSDR(seq,robust)",1,poly,False,37.98231719307443,-1.3773221363181758,15.976933295164907,0.16965657637751622,0.13423989984038115
PCA_ours,3,"DvarSDR(seq,robust)",1,poly,True,20.732051412436448,-0.2976239575783033,15.976933295164907,0.16965657637751622,0.13423989984038115
PCA_ours,3,"DvarSDR(seq,robust)",2,linear,False,16.585808390452154,-0.038109634936731585,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",2,linear,True,10.34500300658899,0.352503836908445,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",2,poly,False,30.78115286400931,-0.9265995729809173,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",2,poly,True,18.339891492499707,-0.14789810745782495,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",3,linear,False,15.037259098736207,0.058814428217777714,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",3,linear,True,10.035952300993845,0.3718473930143389,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",3,poly,False,48.14522128030192,-2.013420685362196,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",3,poly,True,24.56465632007593,-0.5375075971250329,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",4,linear,False,14.965422942343508,0.06331067008507263,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",4,linear,True,9.946901414639292,0.37742110886514624,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",4,poly,False,48.48287077968419,-2.034554246674895,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",4,poly,True,24.82939192811041,-0.5540774608869727,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",5,linear,False,15.047604252270855,0.05816692263309975,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",5,linear,True,9.93441596674924,0.37820257597522244,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",5,poly,False,48.20999095080116,-2.0174746342210077,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",5,poly,True,24.817540879403293,-0.553335700970462,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",6,linear,False,14.783295539684094,0.0747100669089007,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",6,linear,True,9.31951673163417,0.4166892632358594,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",6,poly,False,38.81742114064399,-1.4295914881481848,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",6,poly,True,19.91353486242732,-0.2463928148497525,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",7,linear,False,14.810061941620711,0.07303475153753847,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",7,linear,True,9.214649304023151,0.42325294011136816,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",7,poly,False,39.741483008934466,-1.4874287370882007,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",7,poly,True,24.44517831708861,-0.5300294409119457,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",8,linear,False,13.735330853026683,0.14030242229380774,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",8,linear,True,9.637289053134461,0.39679981914608164,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",8,poly,False,36.47548015662442,-1.2830088529982775,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(seq,robust)",8,poly,True,25.5215280487576,-0.5973984229176927,15.976933295164907,0.16965657637751436,0.1342398998403812
PCA_ours,3,"DvarSDR(joi,plain)",1,linear,False,16.260081090476106,-0.01772228687947819,15.976933295164907,0.33298445740063576,0.15165940691300508
PCA_ours,3,"DvarSDR(joi,plain)",1,linear,True,9.448512918977482,0.40861536163283085,15.976933295164907,0.33298445740063576,0.15165940691300508
PCA_ours,3,"DvarSDR(joi,plain)",1,poly,False,15.526510579355145,0.02819206336337854,15.976933295164907,0.33298445740063576,0.15165940691300508
PCA_ours,3,"DvarSDR(joi,plain)",1,poly,True,8.920338979274936,0.44167389232484966,15.976933295164907,0.33298445740063576,0.15165940691300508
PCA_ours,3,"DvarSDR(joi,plain)",2,linear,False,16.86712538070236,-0.05571733129829437,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",2,linear,True,9.906569074705972,0.37994551947563093,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",2,poly,False,16.10984461454565,-0.008318950634973676,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",2,poly,True,9.311723240176494,0.4171770596930202,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",3,linear,False,13.909948809277822,0.12937304348091727,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",3,linear,True,9.817337298558865,0.38553055726095553,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",3,poly,False,13.509399183215464,0.15444353846655856,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",3,poly,True,9.266860207675576,0.4199850474133229,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",4,linear,False,14.18307132687574,0.11227824108347761,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",4,linear,True,10.065204677289028,0.37001647992515196,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",4,poly,False,13.770625970570656,0.13809329261341696,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",4,poly,True,9.503247863715865,0.40518948861157045,15.976933295164907,0.33298445740063376,0.15165940691300514
PCA_ours,3,"DvarSDR(joi,plain)",5,linear,False,14.215357534113895,0.11025743980442837,15.976933295164907,0.33298445740063376,0.15165940691300514
