# script: ch06_full_grid.py
# seeds: 0
block,maturity,method,d,spec,cp,mspe,r2,bench,dcor_tr,dcor_te
PCA_ours,2,INPCA(k2),3,linear,True,2.5629704088295755,0.4324838401993213,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),3,poly,False,3.7077289428334756,0.1790010200782608,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),3,poly,True,2.591675867244435,0.4261276171743513,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),4,linear,False,3.7224866832878787,0.17573322730111252,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),4,linear,True,2.592141358497206,0.4260245438781153,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),4,poly,False,3.7663452551337975,0.16602166442758537,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),4,poly,True,2.616890888870185,0.4205442783292994,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),5,linear,False,3.7163199011346233,0.177098732152002,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),5,linear,True,2.605358125059958,0.4230979675201385,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),5,poly,False,3.7487603962698905,0.16991546341125718,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),5,poly,True,2.624096772003176,0.4189486863125056,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),6,linear,False,3.7319532472514156,0.1736370548253845,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),6,linear,True,2.6729218975963986,0.4081373840504925,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),6,poly,False,3.7777119648520756,0.16350474444026797,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),6,poly,True,2.7022774178956315,0.40163721842556843,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),7,linear,False,3.699138832861003,0.1809031201598882,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),7,linear,True,2.6606164919476294,0.4108621586068122,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),7,poly,False,3.7745277549337577,0.1642098210882923,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),7,poly,True,2.692858417878784,0.403722858860709,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),8,linear,False,3.6768263288211793,0.1858437572287337,4.516118818061029,0.19882456940975,0.15253448189399507
PCA_ours,2,INPCA(k2),8,linear,True,2.6342099585365046,0.41670933280106026,4.516118818061029,0.19882456940975,0.15253448189399507
