# script: ch06_case_mechanism.py
# seeds: 0, 42, 7, 123, 2024
# n: 480
# spike_counts: (2, 5, 10, 20)
seed,n_spike,spike_sd,dvar,dvar_biloop,dvar_clean,dvar_biloop_clean
7,20,4.0,0.5608251075786297,3.1137305124354864,0.6361252655089376,3.334790764750882
7,20,6.0,0.5038080787902002,3.112417297521552,0.6361252655089376,3.334790764750882
7,20,8.0,0.4679233883646882,3.1126596720776725,0.6361252655089376,3.334790764750882
7,20,12.0,0.4316373185329397,3.112717174104639,0.6361252655089376,3.334790764750882
7,20,20.0,0.40858217500472266,3.1127212696196165,0.6361252655089376,3.334790764750882
123,2,2.0,0.6292289965724597,3.297373223189826,0.625754444733697,3.28186597994999
123,2,3.0,0.6231150424563092,3.276308994655843,0.625754444733697,3.28186597994999
123,2,4.0,0.6146480571157488,3.272987327432692,0.625754444733697,3.28186597994999
123,2,6.0,0.5923585828494821,3.273242176780744,0.625754444733697,3.28186597994999
123,2,8.0,0.565094834683365,3.273290537230007,0.625754444733697,3.28186597994999
123,2,12.0,0.5049894979052234,3.2732985622253663,0.625754444733697,3.28186597994999
123,2,20.0,0.39805252426281507,3.273298926067091,0.625754444733697,3.28186597994999
123,5,2.0,0.6310936962062281,3.306811128613971,0.625754444733697,3.28186597994999
123,5,3.0,0.6165086255090356,3.254235370513799,0.625754444733697,3.28186597994999
123,5,4.0,0.5978729276667567,3.24573411119548,0.625754444733697,3.28186597994999
123,5,6.0,0.5539774863560819,3.2462492073120446,0.625754444733697,3.28186597994999
123,5,8.0,0.5082236163974058,3.2463632190822183,0.625754444733697,3.28186597994999
123,5,12.0,0.4284932764317562,3.246383056171299,0.625754444733697,3.28186597994999
123,5,20.0,0.32955797480198834,3.2463839739860756,0.625754444733697,3.28186597994999
123,10,2.0,0.631926023116835,3.3109765006179974,0.625754444733697,3.28186597994999
123,10,3.0,0.6060512647090542,3.2070412182291395,0.625754444733697,3.28186597994999
123,10,4.0,0.5763751085892643,3.189146191834638,0.625754444733697,3.28186597994999
123,10,6.0,0.5167745170792082,3.189712855929082,0.625754444733697,3.28186597994999
123,10,8.0,0.4660679304145024,3.18991588180443,0.625754444733697,3.28186597994999
123,10,12.0,0.39693375624849014,3.189954899018565,0.625754444733697,3.28186597994999
123,10,20.0,0.33481728435291236,3.1899567747597133,0.625754444733697,3.28186597994999
123,20,2.0,0.6289850475290003,3.292786192461949,0.625754444733697,3.28186597994999
123,20,3.0,0.5913300378590834,3.089192928569731,0.625754444733697,3.28186597994999
123,20,4.0,0.5555719823335843,3.0488055242082956,0.625754444733697,3.28186597994999
123,20,6.0,0.5001924823561971,3.047847022683441,0.625754444733697,3.28186597994999
123,20,8.0,0.46515299109292874,3.0481486114202117,0.625754444733697,3.28186597994999
123,20,12.0,0.4298499556704675,3.0482257474962653,0.625754444733697,3.28186597994999
123,20,20.0,0.40770212024090186,3.0482297854088825,0.625754444733697,3.28186597994999
2024,2,2.0,0.6153355984887263,3.271537399565858,0.6088118471650065,3.2524334711732283
2024,2,3.0,0.6097663802394254,3.2531415354911686,0.6088118471650065,3.2524334711732283
2024,2,4.0,0.6013786893912259,3.251276865656833,0.6088118471650065,3.2524334711732283
2024,2,6.0,0.5792879254761213,3.251525632825196,0.6088118471650065,3.2524334711732283
2024,2,8.0,0.5523524525040882,3.251548215507372,0.6088118471650065,3.2524334711732283
2024,2,12.0,0.4932039499327186,3.251551667884748,0.6088118471650065,3.2524334711732283
2024,2,20.0,0.3885820254805171,3.251551814212799,0.6088118471650065,3.2524334711732283
2024,5,2.0,0.6219595464603223,3.294522912222078,0.6088118471650065,3.2524334711732283
2024,5,3.0,0.6075683443785577,3.2482895404889387,0.6088118471650065,3.2524334711732283
2024,5,4.0,0.5886601754605567,3.24363740143638,0.6088118471650065,3.2524334711732283
2024,5,6.0,0.5444701419948413,3.24423133414207,0.6088118471650065,3.2524334711732283
2024,5,8.0,0.4988226713190182,3.244286932524057,0.6088118471650065,3.2524334711732283
2024,5,12.0,0.42011947335214356,3.244295726032049,0.6088118471650065,3.2524334711732283
2024,5,20.0,0.3237827588837235,3.244296102175866,0.6088118471650065,3.2524334711732283
2024,10,2.0,0.625535856399114,3.312640695006404,0.6088118471650065,3.2524334711732283
2024,10,3.0,0.5989218737379398,3.2202029456929915,0.6088118471650065,3.2524334711732283
2024,10,4.0,0.5686809622644118,3.210454491694745,0.6088118471650065,3.2524334711732283
2024,10,6.0,0.5088004814920741,3.2114034613915456,0.6088118471650065,3.2524334711732283
2024,10,8.0,0.45863581508257545,3.2115044648010205,0.6088118471650065,3.2524334711732283
2024,10,12.0,0.39129200245687173,3.211521962910005,0.6088118471650065,3.2524334711732283
2024,10,20.0,0.33181543881964776,3.211522732652413,0.6088118471650065,3.2524334711732283
2024,20,2.0,0.6244452854489424,3.3025955652147716,0.6088118471650065,3.2524334711732283
2024,20,3.0,0.5855913010432842,3.121402011396269,0.6088118471650065,3.2524334711732283
2024,20,4.0,0.5494341436990094,3.098607717981471,0.6088118471650065,3.2524334711732283
2024,20,6.0,0.49472591228100404,3.0992133264324218,0.6088118471650065,3.2524334711732283
2024,20,8.0,0.4608860360491049,3.09936349068029,0.6088118471650065,3.2524334711732283
2024,20,12.0,0.42741111231050843,3.099398461716163,0.6088118471650065,3.2524334711732283
2024,20,20.0,0.40677937104056255,3.099400114379947,0.6088118471650065,3.2524334711732283
