# script: ch04_shengyin_2016_design.py
# seeds: 20260813
# replicates: accuracy block: 100 at n=100, 25 at n=500; scaling block: 5 at each p
# n_perturb: 500
# n_restarts: 5
# max_iter: 150
# scaling_block: model A part 1, n=500, p in {6, 20, 50, 100}
# methods: dCor-PP (this thesis), Sheng-Yin (SQP), SIR, OLS
# design_source: wu2021mm pp.12-13, restating Sheng & Yin (2016)
block,model,part,n,p,d,rep,method,angle,delta_m,dcor2_u,seconds
accuracy,A,1,100,6,2,72,OLS,14.1456,,0.417469,0.0
accuracy,A,1,100,6,2,73,dCor-PP (this thesis),11.9429,0.257562,0.246571,0.064
accuracy,A,1,100,6,2,73,Sheng-Yin (SQP),6.0214,0.138438,0.242617,0.063
accuracy,A,1,100,6,2,73,SIR,49.7421,0.999942,0.16438,0.0
accuracy,A,1,100,6,2,73,OLS,33.6892,,0.22012,0.0
accuracy,A,1,100,6,2,74,dCor-PP (this thesis),14.4718,0.400989,0.274671,0.078
accuracy,A,1,100,6,2,74,Sheng-Yin (SQP),12.0309,0.265342,0.259475,0.071
accuracy,A,1,100,6,2,74,SIR,51.8102,0.999539,0.197384,0.0
accuracy,A,1,100,6,2,74,OLS,30.7451,,0.383092,0.0
accuracy,A,1,100,6,2,75,dCor-PP (this thesis),7.0015,0.204294,0.371266,0.066
accuracy,A,1,100,6,2,75,Sheng-Yin (SQP),7.4161,0.156754,0.285217,0.061
accuracy,A,1,100,6,2,75,SIR,25.2684,0.710725,0.239331,0.0
accuracy,A,1,100,6,2,75,OLS,17.5245,,0.40127,0.0
accuracy,A,1,100,6,2,76,dCor-PP (this thesis),8.6126,0.264857,0.367393,0.06
accuracy,A,1,100,6,2,76,Sheng-Yin (SQP),6.6369,0.136424,0.254443,0.068
accuracy,A,1,100,6,2,76,SIR,34.8763,0.849408,0.23191,0.0
accuracy,A,1,100,6,2,76,OLS,19.2082,,0.461524,0.0
accuracy,A,1,100,6,2,77,dCor-PP (this thesis),14.7534,0.317531,0.316549,0.073
accuracy,A,1,100,6,2,77,Sheng-Yin (SQP),12.7586,0.281842,0.234965,0.07
accuracy,A,1,100,6,2,77,SIR,48.317,0.9891,0.187611,0.001
accuracy,A,1,100,6,2,77,OLS,26.7113,,0.299719,0.0
accuracy,A,1,100,6,2,78,dCor-PP (this thesis),15.5469,0.459039,0.312028,0.055
accuracy,A,1,100,6,2,78,Sheng-Yin (SQP),6.1465,0.193307,0.290022,0.066
accuracy,A,1,100,6,2,78,SIR,39.7741,0.970865,0.257047,0.0
accuracy,A,1,100,6,2,78,OLS,5.6294,,0.51294,0.0
accuracy,A,1,100,6,2,79,dCor-PP (this thesis),12.8976,0.23536,0.278363,0.073
accuracy,A,1,100,6,2,79,Sheng-Yin (SQP),9.9179,0.213185,0.273383,0.076
accuracy,A,1,100,6,2,79,SIR,28.3208,0.687536,0.230509,0.0
accuracy,A,1,100,6,2,79,OLS,8.7023,,0.430904,0.0
accuracy,A,1,100,6,2,80,dCor-PP (this thesis),9.0528,0.198849,0.393067,0.057
accuracy,A,1,100,6,2,80,Sheng-Yin (SQP),7.64,0.208479,0.29478,0.072
accuracy,A,1,100,6,2,80,SIR,37.1055,0.936599,0.261196,0.0
accuracy,A,1,100,6,2,80,OLS,14.6191,,0.511658,0.0
accuracy,A,1,100,6,2,81,dCor-PP (this thesis),10.1569,0.18506,0.340864,0.055
accuracy,A,1,100,6,2,81,Sheng-Yin (SQP),7.769,0.17644,0.309007,0.066
accuracy,A,1,100,6,2,81,SIR,48.424,0.997848,0.261326,0.0
accuracy,A,1,100,6,2,81,OLS,13.0268,,0.503932,0.0
accuracy,A,1,100,6,2,82,dCor-PP (this thesis),11.823,0.268706,0.336889,0.057
accuracy,A,1,100,6,2,82,Sheng-Yin (SQP),9.2271,0.24488,0.364573,0.062
accuracy,A,1,100,6,2,82,SIR,34.5282,0.802562,0.292075,0.0
accuracy,A,1,100,6,2,82,OLS,15.4543,,0.522161,0.0
accuracy,A,1,100,6,2,83,dCor-PP (this thesis),12.5489,0.320626,0.30169,0.062
accuracy,A,1,100,6,2,83,Sheng-Yin (SQP),10.292,0.255809,0.289483,0.064
accuracy,A,1,100,6,2,83,SIR,48.764,0.999427,0.228094,0.001
accuracy,A,1,100,6,2,83,OLS,8.1409,,0.426964,0.0
accuracy,A,1,100,6,2,84,dCor-PP (this thesis),8.0223,0.192492,0.338807,0.062
accuracy,A,1,100,6,2,84,Sheng-Yin (SQP),46.5918,0.999968,0.252044,0.087
accuracy,A,1,100,6,2,84,SIR,45.3158,0.997453,0.257484,0.0
accuracy,A,1,100,6,2,84,OLS,13.7369,,0.506053,0.0
accuracy,A,1,100,6,2,85,dCor-PP (this thesis),5.973,0.145023,0.320194,0.068
accuracy,A,1,100,6,2,85,Sheng-Yin (SQP),3.6231,0.08028,0.262914,0.066
accuracy,A,1,100,6,2,85,SIR,41.716,0.98641,0.193151,0.001
accuracy,A,1,100,6,2,85,OLS,20.6165,,0.335567,0.0
accuracy,A,1,100,6,2,86,dCor-PP (this thesis),7.9064,0.194358,0.297906,0.067
accuracy,A,1,100,6,2,86,Sheng-Yin (SQP),6.8565,0.186084,0.278013,0.062
accuracy,A,1,100,6,2,86,SIR,40.6209,0.971563,0.182693,0.0
accuracy,A,1,100,6,2,86,OLS,24.8772,,0.335129,0.0
accuracy,A,1,100,6,2,87,dCor-PP (this thesis),7.0042,0.158677,0.236642,0.067
accuracy,A,1,100,6,2,87,Sheng-Yin (SQP),8.075,0.197425,0.235237,0.078
accuracy,A,1,100,6,2,87,SIR,40.8033,0.957744,0.141869,0.0
accuracy,A,1,100,6,2,87,OLS,18.1607,,0.250446,0.0
accuracy,A,1,100,6,2,88,dCor-PP (this thesis),9.0646,0.225217,0.374623,0.056
accuracy,A,1,100,6,2,88,Sheng-Yin (SQP),50.359,0.998599,0.259762,0.072
accuracy,A,1,100,6,2,88,SIR,48.5599,0.996479,0.265843,0.0
accuracy,A,1,100,6,2,88,OLS,19.97,,0.501033,0.0
accuracy,A,1,100,6,2,89,dCor-PP (this thesis),7.7073,0.166664,0.305775,0.077
accuracy,A,1,100,6,2,89,Sheng-Yin (SQP),5.886,0.152466,0.292722,0.072
accuracy,A,1,100,6,2,89,SIR,43.474,0.977493,0.224845,0.0
accuracy,A,1,100,6,2,89,OLS,10.4694,,0.451662,0.0
accuracy,A,1,100,6,2,90,dCor-PP (this thesis),8.341,0.237711,0.383273,0.077
accuracy,A,1,100,6,2,90,Sheng-Yin (SQP),6.4701,0.17459,0.304269,0.063
accuracy,A,1,100,6,2,90,SIR,37.3316,0.925755,0.303608,0.0
accuracy,A,1,100,6,2,90,OLS,18.9279,,0.557015,0.0
accuracy,A,1,100,6,2,91,dCor-PP (this thesis),5.8329,0.148429,0.299961,0.072
accuracy,A,1,100,6,2,91,Sheng-Yin (SQP),6.0604,0.179991,0.301602,0.062
accuracy,A,1,100,6,2,91,SIR,38.9793,0.927664,0.239714,0.001
accuracy,A,1,100,6,2,91,OLS,11.385,,0.43082,0.0
accuracy,A,1,100,6,2,92,dCor-PP (this thesis),8.3579,0.258026,0.281468,0.066
accuracy,A,1,100,6,2,92,Sheng-Yin (SQP),7.9593,0.199849,0.254246,0.068
accuracy,A,1,100,6,2,92,SIR,43.0189,0.969272,0.18978,0.0
accuracy,A,1,100,6,2,92,OLS,12.8517,,0.359518,0.0
accuracy,A,1,100,6,2,93,dCor-PP (this thesis),8.1739,0.240425,0.291343,0.059
accuracy,A,1,100,6,2,93,Sheng-Yin (SQP),6.3664,0.201688,0.289322,0.074
accuracy,A,1,100,6,2,93,SIR,38.3345,0.931754,0.196459,0.0
accuracy,A,1,100,6,2,93,OLS,18.0234,,0.353156,0.0
accuracy,A,1,100,6,2,94,dCor-PP (this thesis),4.7593,0.10177,0.287542,0.068
accuracy,A,1,100,6,2,94,Sheng-Yin (SQP),3.6667,0.075399,0.268855,0.066
accuracy,A,1,100,6,2,94,SIR,30.0242,0.823083,0.218534,0.001
accuracy,A,1,100,6,2,94,OLS,14.3589,,0.372376,0.001
accuracy,A,1,100,6,2,95,dCor-PP (this thesis),11.5775,0.292169,0.300439,0.056
accuracy,A,1,100,6,2,95,Sheng-Yin (SQP),10.3627,0.256454,0.274272,0.068
accuracy,A,1,100,6,2,95,SIR,50.2515,0.999051,0.248968,0.001
accuracy,A,1,100,6,2,95,OLS,25.5634,,0.423176,0.0
accuracy,A,1,100,6,2,96,dCor-PP (this thesis),9.7307,0.282804,0.37433,0.072
accuracy,A,1,100,6,2,96,Sheng-Yin (SQP),9.4927,0.246952,0.323885,0.066
accuracy,A,1,100,6,2,96,SIR,41.5015,0.958919,0.247287,0.0
accuracy,A,1,100,6,2,96,OLS,27.4678,,0.430041,0.001
accuracy,A,1,100,6,2,97,dCor-PP (this thesis),7.5018,0.183596,0.296211,0.066
accuracy,A,1,100,6,2,97,Sheng-Yin (SQP),6.7697,0.170604,0.259702,0.068
accuracy,A,1,100,6,2,97,SIR,22.0997,0.625342,0.237216,0.0
accuracy,A,1,100,6,2,97,OLS,16.9587,,0.360072,0.0
accuracy,A,1,100,6,2,98,dCor-PP (this thesis),6.4712,0.145604,0.317316,0.068
accuracy,A,1,100,6,2,98,Sheng-Yin (SQP),5.4268,0.146325,0.29117,0.068
accuracy,A,1,100,6,2,98,SIR,30.7937,0.775488,0.216582,0.0
accuracy,A,1,100,6,2,98,OLS,19.9549,,0.330564,0.0
accuracy,A,1,100,6,2,99,dCor-PP (this thesis),13.3259,0.326962,0.277661,0.067
accuracy,A,1,100,6,2,99,Sheng-Yin (SQP),10.7398,0.290127,0.254375,0.062
accuracy,A,1,100,6,2,99,SIR,46.3911,0.965664,0.18273,0.0
accuracy,A,1,100,6,2,99,OLS,24.3213,,0.345944,0.0
accuracy,A,1,500,20,2,0,dCor-PP (this thesis),9.2809,0.202763,0.309921,1.168
accuracy,A,1,500,20,2,0,Sheng-Yin (SQP),7.2669,0.158552,0.264106,14.309
accuracy,A,1,500,20,2,0,SIR,50.2631,0.998556,0.185936,0.001
accuracy,A,1,500,20,2,0,OLS,25.4649,,0.328418,0.0
accuracy,A,1,500,20,2,1,dCor-PP (this thesis),9.1116,0.194894,0.321073,1.083
accuracy,A,1,500,20,2,1,Sheng-Yin (SQP),7.1209,0.153352,0.293938,12.153
accuracy,A,1,500,20,2,1,SIR,43.7748,0.956983,0.209276,0.001
accuracy,A,1,500,20,2,1,OLS,16.6658,,0.410636,0.0
accuracy,A,1,500,20,2,2,dCor-PP (this thesis),10.2197,0.215244,0.311474,0.958
accuracy,A,1,500,20,2,2,Sheng-Yin (SQP),6.6001,0.14365,0.292867,12.812
accuracy,A,1,500,20,2,2,SIR,42.6623,0.975218,0.225203,0.001
accuracy,A,1,500,20,2,2,OLS,19.9544,,0.423726,0.0
accuracy,A,1,500,20,2,3,dCor-PP (this thesis),12.0009,0.29714,0.261598,0.829
accuracy,A,1,500,20,2,3,Sheng-Yin (SQP),9.8257,0.233136,0.251591,11.216
accuracy,A,1,500,20,2,3,SIR,50.808,0.998997,0.177177,0.0
accuracy,A,1,500,20,2,3,OLS,30.3948,,0.316575,0.0
accuracy,A,1,500,20,2,4,dCor-PP (this thesis),10.324,0.192652,0.327099,0.978
accuracy,A,1,500,20,2,4,Sheng-Yin (SQP),7.5206,0.1412,0.279158,14.134
accuracy,A,1,500,20,2,4,SIR,47.239,0.993802,0.215588,0.0
accuracy,A,1,500,20,2,4,OLS,14.9464,,0.406779,0.0
accuracy,A,1,500,20,2,5,dCor-PP (this thesis),10.5148,0.205372,0.320515,0.983
accuracy,A,1,500,20,2,5,Sheng-Yin (SQP),7.9285,0.158191,0.304176,13.608
accuracy,A,1,500,20,2,5,SIR,47.1822,0.989883,0.225153,0.001
accuracy,A,1,500,20,2,5,OLS,15.2108,,0.439549,0.0
accuracy,A,1,500,20,2,6,dCor-PP (this thesis),7.1291,0.147781,0.297437,1.037
accuracy,A,1,500,20,2,6,Sheng-Yin (SQP),6.3233,0.127401,0.278043,12.851
accuracy,A,1,500,20,2,6,SIR,30.7486,0.768695,0.217553,0.0
accuracy,A,1,500,20,2,6,OLS,15.7041,,0.380245,0.0
accuracy,A,1,500,20,2,7,dCor-PP (this thesis),10.9829,0.236612,0.331156,1.194
accuracy,A,1,500,20,2,7,Sheng-Yin (SQP),8.6218,0.17407,0.283435,11.804
accuracy,A,1,500,20,2,7,SIR,43.3182,0.968211,0.232334,0.001
accuracy,A,1,500,20,2,7,OLS,20.8241,,0.424765,0.0
accuracy,A,1,500,20,2,8,dCor-PP (this thesis),8.8352,0.215374,0.294559,1.118
accuracy,A,1,500,20,2,8,Sheng-Yin (SQP),7.4521,0.174231,0.274317,12.749
accuracy,A,1,500,20,2,8,SIR,48.9034,0.992835,0.195062,0.0
accuracy,A,1,500,20,2,8,OLS,16.4885,,0.373556,0.0
accuracy,A,1,500,20,2,9,dCor-PP (this thesis),9.546,0.178286,0.339483,1.078
accuracy,A,1,500,20,2,9,Sheng-Yin (SQP),7.3174,0.128807,0.323352,12.026
accuracy,A,1,500,20,2,9,SIR,40.189,0.955,0.247813,0.001
accuracy,A,1,500,20,2,9,OLS,13.8632,,0.470723,0.0
accuracy,A,1,500,20,2,10,dCor-PP (this thesis),9.2111,0.179591,0.327134,0.947
accuracy,A,1,500,20,2,10,Sheng-Yin (SQP),7.727,0.155955,0.273695,11.666
accuracy,A,1,500,20,2,10,SIR,49.1402,0.998385,0.202564,0.001
accuracy,A,1,500,20,2,10,OLS,20.1847,,0.356923,0.0
accuracy,A,1,500,20,2,11,dCor-PP (this thesis),7.5241,0.153181,0.345926,1.131
accuracy,A,1,500,20,2,11,Sheng-Yin (SQP),6.2857,0.1126,0.308574,12.52
accuracy,A,1,500,20,2,11,SIR,40.6204,0.960231,0.226368,0.001
accuracy,A,1,500,20,2,11,OLS,15.4074,,0.424722,0.0
accuracy,A,1,500,20,2,12,dCor-PP (this thesis),8.8461,0.16867,0.388006,1.01
accuracy,A,1,500,20,2,12,Sheng-Yin (SQP),7.0366,0.150884,0.316472,11.126
accuracy,A,1,500,20,2,12,SIR,44.1076,0.978195,0.241342,0.0
accuracy,A,1,500,20,2,12,OLS,16.0719,,0.462106,0.0
accuracy,A,1,500,20,2,13,dCor-PP (this thesis),8.6805,0.164043,0.268627,1.076
accuracy,A,1,500,20,2,13,Sheng-Yin (SQP),6.2289,0.130804,0.27694,11.182
accuracy,A,1,500,20,2,13,SIR,44.5459,0.984284,0.195833,0.001
accuracy,A,1,500,20,2,13,OLS,19.6479,,0.344736,0.0
accuracy,A,1,500,20,2,14,dCor-PP (this thesis),8.6578,0.171838,0.340294,0.917
accuracy,A,1,500,20,2,14,Sheng-Yin (SQP),7.6953,0.150007,0.29182,13.771
accuracy,A,1,500,20,2,14,SIR,22.8487,0.601208,0.246929,0.001
accuracy,A,1,500,20,2,14,OLS,19.2641,,0.403158,0.0
accuracy,A,1,500,20,2,15,dCor-PP (this thesis),8.2203,0.161462,0.322796,0.987
accuracy,A,1,500,20,2,15,Sheng-Yin (SQP),6.8157,0.154495,0.308673,13.524
accuracy,A,1,500,20,2,15,SIR,45.7579,0.985363,0.228312,0.001
accuracy,A,1,500,20,2,15,OLS,18.7482,,0.425464,0.0
accuracy,A,1,500,20,2,16,dCor-PP (this thesis),10.7902,0.233306,0.26487,1.107
accuracy,A,1,500,20,2,16,Sheng-Yin (SQP),8.2246,0.168554,0.266318,13.828
accuracy,A,1,500,20,2,16,SIR,49.3964,0.99911,0.195866,0.0
accuracy,A,1,500,20,2,16,OLS,19.7869,,0.367885,0.0
accuracy,A,1,500,20,2,17,dCor-PP (this thesis),9.1783,0.18375,0.314694,1.135
accuracy,A,1,500,20,2,17,Sheng-Yin (SQP),8.3665,0.182458,0.296577,15.047
accuracy,A,1,500,20,2,17,SIR,48.9551,0.996371,0.233709,0.001
accuracy,A,1,500,20,2,17,OLS,16.9663,,0.435078,0.0
accuracy,A,1,500,20,2,18,dCor-PP (this thesis),9.259,0.187458,0.314429,1.045
accuracy,A,1,500,20,2,18,Sheng-Yin (SQP),7.7632,0.153656,0.303855,11.568
accuracy,A,1,500,20,2,18,SIR,49.1669,0.998393,0.219385,0.0
accuracy,A,1,500,20,2,18,OLS,14.2558,,0.420278,0.0
accuracy,A,1,500,20,2,19,dCor-PP (this thesis),7.497,0.148844,0.294458,1.196
accuracy,A,1,500,20,2,19,Sheng-Yin (SQP),7.0603,0.130023,0.290309,12.678
accuracy,A,1,500,20,2,19,SIR,49.628,0.999876,0.203128,0.001
accuracy,A,1,500,20,2,19,OLS,14.0156,,0.386237,0.0
accuracy,A,1,500,20,2,20,dCor-PP (this thesis),10.7762,0.199108,0.31991,1.02
accuracy,A,1,500,20,2,20,Sheng-Yin (SQP),9.1981,0.176741,0.308974,12.635
accuracy,A,1,500,20,2,20,SIR,43.7619,0.968183,0.225413,0.0
accuracy,A,1,500,20,2,20,OLS,22.0127,,0.419416,0.001
accuracy,A,1,500,20,2,21,dCor-PP (this thesis),10.0859,0.207992,0.289517,1.152
accuracy,A,1,500,20,2,21,Sheng-Yin (SQP),7.9771,0.168742,0.279108,14.355
accuracy,A,1,500,20,2,21,SIR,35.9769,0.876057,0.220101,0.0
accuracy,A,1,500,20,2,21,OLS,18.6107,,0.410446,0.0
accuracy,A,1,500,20,2,22,dCor-PP (this thesis),13.715,0.310372,0.292121,1.168
accuracy,A,1,500,20,2,22,Sheng-Yin (SQP),10.3326,0.222228,0.278711,10.536
accuracy,A,1,500,20,2,22,SIR,41.7764,0.941764,0.212755,0.001
accuracy,A,1,500,20,2,22,OLS,22.7932,,0.389014,0.0
accuracy,A,1,500,20,2,23,dCor-PP (this thesis),9.3329,0.174557,0.305117,1.019
accuracy,A,1,500,20,2,23,Sheng-Yin (SQP),7.1017,0.137375,0.267453,12.307
accuracy,A,1,500,20,2,23,SIR,47.0541,0.996097,0.198594,0.001
accuracy,A,1,500,20,2,23,OLS,15.8514,,0.371691,0.001
accuracy,A,1,500,20,2,24,dCor-PP (this thesis),11.6159,0.255488,0.334194,1.243
accuracy,A,1,500,20,2,24,Sheng-Yin (SQP),8.8472,0.174138,0.295845,12.09
accuracy,A,1,500,20,2,24,SIR,45.5734,0.982893,0.23291,0.0
accuracy,A,1,500,20,2,24,OLS,21.7587,,0.406204,0.0
accuracy,A,2,100,6,2,0,dCor-PP (this thesis),10.638,0.231953,0.38441,0.047
accuracy,A,2,100,6,2,0,Sheng-Yin (SQP),6.2394,0.155818,0.297408,0.061
accuracy,A,2,100,6,2,0,SIR,20.9707,0.470202,0.259005,0.0
accuracy,A,2,100,6,2,0,OLS,19.1493,,0.448274,0.0
accuracy,A,2,100,6,2,1,dCor-PP (this thesis),8.129,0.198242,0.29705,0.07
accuracy,A,2,100,6,2,1,Sheng-Yin (SQP),6.2164,0.150043,0.280034,0.069
accuracy,A,2,100,6,2,1,SIR,34.92,0.891577,0.171864,0.0
accuracy,A,2,100,6,2,1,OLS,13.7209,,0.301383,0.0
accuracy,A,2,100,6,2,2,dCor-PP (this thesis),12.474,0.314884,0.305709,0.06
accuracy,A,2,100,6,2,2,Sheng-Yin (SQP),7.1744,0.156239,0.299199,0.063
accuracy,A,2,100,6,2,2,SIR,25.5903,0.676862,0.267735,0.0
accuracy,A,2,100,6,2,2,OLS,15.9149,,0.481268,0.0
accuracy,A,2,100,6,2,3,dCor-PP (this thesis),9.9961,0.254729,0.303812,0.065
accuracy,A,2,100,6,2,3,Sheng-Yin (SQP),5.8015,0.146799,0.283885,0.065
accuracy,A,2,100,6,2,3,SIR,16.6754,0.331626,0.282076,0.0
accuracy,A,2,100,6,2,3,OLS,15.1841,,0.461995,0.0
accuracy,A,2,100,6,2,4,dCor-PP (this thesis),12.8196,0.38509,0.253386,0.066
accuracy,A,2,100,6,2,4,Sheng-Yin (SQP),9.1349,0.257264,0.257845,0.07
accuracy,A,2,100,6,2,4,SIR,13.7536,0.3453,0.249603,0.0
accuracy,A,2,100,6,2,4,OLS,16.5965,,0.316955,0.0
accuracy,A,2,100,6,2,5,dCor-PP (this thesis),11.4845,0.316837,0.311033,0.06
accuracy,A,2,100,6,2,5,Sheng-Yin (SQP),8.3217,0.239761,0.234429,0.072
accuracy,A,2,100,6,2,5,SIR,33.9421,0.766333,0.246538,0.0
accuracy,A,2,100,6,2,5,OLS,14.5118,,0.346443,0.0
accuracy,A,2,100,6,2,6,dCor-PP (this thesis),6.5859,0.143855,0.29479,0.062
accuracy,A,2,100,6,2,6,Sheng-Yin (SQP),7.374,0.169473,0.28627,0.069
accuracy,A,2,100,6,2,6,SIR,18.178,0.538358,0.264405,0.0
accuracy,A,2,100,6,2,6,OLS,14.1839,,0.382215,0.0
accuracy,A,2,100,6,2,7,dCor-PP (this thesis),9.314,0.250988,0.26135,0.062
accuracy,A,2,100,6,2,7,Sheng-Yin (SQP),6.0142,0.150838,0.225087,0.065
accuracy,A,2,100,6,2,7,SIR,24.8769,0.68282,0.198361,0.0
accuracy,A,2,100,6,2,7,OLS,9.4171,,0.34562,0.0
accuracy,A,2,100,6,2,8,dCor-PP (this thesis),5.7419,0.128945,0.344656,0.069
accuracy,A,2,100,6,2,8,Sheng-Yin (SQP),6.4485,0.132843,0.322429,0.065
accuracy,A,2,100,6,2,8,SIR,26.9258,0.69705,0.292672,0.0
accuracy,A,2,100,6,2,8,OLS,15.066,,0.485819,0.0
accuracy,A,2,100,6,2,9,dCor-PP (this thesis),13.8641,0.383306,0.329304,0.061
accuracy,A,2,100,6,2,9,Sheng-Yin (SQP),11.6156,0.3156,0.26336,0.069
accuracy,A,2,100,6,2,9,SIR,27.6276,0.533232,0.275479,0.0
accuracy,A,2,100,6,2,9,OLS,29.8236,,0.41784,0.0
accuracy,A,2,100,6,2,10,dCor-PP (this thesis),5.7796,0.150454,0.271587,0.058
accuracy,A,2,100,6,2,10,Sheng-Yin (SQP),3.1551,0.090884,0.261674,0.065
accuracy,A,2,100,6,2,10,SIR,27.927,0.758131,0.210205,0.0
accuracy,A,2,100,6,2,10,OLS,3.8845,,0.423725,0.002
accuracy,A,2,100,6,2,11,dCor-PP (this thesis),8.2442,0.246841,0.325225,0.064
accuracy,A,2,100,6,2,11,Sheng-Yin (SQP),6.8569,0.207038,0.300395,0.067
accuracy,A,2,100,6,2,11,SIR,21.6832,0.468469,0.303634,0.0
accuracy,A,2,100,6,2,11,OLS,14.9446,,0.413721,0.0
accuracy,A,2,100,6,2,12,dCor-PP (this thesis),13.2766,0.382987,0.354181,0.056
accuracy,A,2,100,6,2,12,Sheng-Yin (SQP),11.7365,0.278816,0.294752,0.069
accuracy,A,2,100,6,2,12,SIR,24.3957,0.56397,0.280505,0.0
accuracy,A,2,100,6,2,12,OLS,17.5436,,0.39175,0.0
accuracy,A,2,100,6,2,13,dCor-PP (this thesis),7.2699,0.153973,0.364671,0.063
accuracy,A,2,100,6,2,13,Sheng-Yin (SQP),5.7507,0.12065,0.28414,0.058
accuracy,A,2,100,6,2,13,SIR,22.3106,0.612953,0.272379,0.0
accuracy,A,2,100,6,2,13,OLS,17.0391,,0.466475,0.0
accuracy,A,2,100,6,2,14,dCor-PP (this thesis),10.6988,0.24326,0.303775,0.062
accuracy,A,2,100,6,2,14,Sheng-Yin (SQP),9.1081,0.206389,0.299479,0.088
accuracy,A,2,100,6,2,14,SIR,40.2193,0.918372,0.239686,0.0
accuracy,A,2,100,6,2,14,OLS,19.6886,,0.381898,0.0
accuracy,A,2,100,6,2,15,dCor-PP (this thesis),10.2306,0.261296,0.289497,0.058
accuracy,A,2,100,6,2,15,Sheng-Yin (SQP),8.2772,0.1967,0.313617,0.062
accuracy,A,2,100,6,2,15,SIR,26.082,0.752188,0.253705,0.0
accuracy,A,2,100,6,2,15,OLS,17.9406,,0.443671,0.0
accuracy,A,2,100,6,2,16,dCor-PP (this thesis),10.8861,0.315333,0.29003,0.062
accuracy,A,2,100,6,2,16,Sheng-Yin (SQP),10.8417,0.271345,0.25976,0.065
accuracy,A,2,100,6,2,16,SIR,45.4286,0.952834,0.196613,0.0
accuracy,A,2,100,6,2,16,OLS,20.8078,,0.324966,0.0
accuracy,A,2,100,6,2,17,dCor-PP (this thesis),8.0617,0.175213,0.289844,0.057
accuracy,A,2,100,6,2,17,Sheng-Yin (SQP),5.6753,0.127175,0.249658,0.066
accuracy,A,2,100,6,2,17,SIR,10.976,0.294618,0.25393,0.0
accuracy,A,2,100,6,2,17,OLS,16.2938,,0.333069,0.0
accuracy,A,2,100,6,2,18,dCor-PP (this thesis),9.404,0.215905,0.324466,0.072
accuracy,A,2,100,6,2,18,Sheng-Yin (SQP),8.8409,0.165639,0.274727,0.063
accuracy,A,2,100,6,2,18,SIR,19.4398,0.502001,0.300423,0.0
accuracy,A,2,100,6,2,18,OLS,21.4565,,0.431114,0.0
accuracy,A,2,100,6,2,19,dCor-PP (this thesis),11.5001,0.260656,0.288351,0.068
accuracy,A,2,100,6,2,19,Sheng-Yin (SQP),7.0557,0.136735,0.263057,0.064
accuracy,A,2,100,6,2,19,SIR,16.332,0.403612,0.271767,0.0
accuracy,A,2,100,6,2,19,OLS,8.8275,,0.435695,0.0
accuracy,A,2,100,6,2,20,dCor-PP (this thesis),10.9634,0.242599,0.301247,0.058
accuracy,A,2,100,6,2,20,Sheng-Yin (SQP),8.7745,0.211411,0.303016,0.061
accuracy,A,2,100,6,2,20,SIR,15.89,0.434801,0.259155,0.0
accuracy,A,2,100,6,2,20,OLS,12.9235,,0.421963,0.0
accuracy,A,2,100,6,2,21,dCor-PP (this thesis),8.8853,0.256668,0.324089,0.061
accuracy,A,2,100,6,2,21,Sheng-Yin (SQP),7.8389,0.18458,0.297734,0.064
accuracy,A,2,100,6,2,21,SIR,40.0557,0.922394,0.229005,0.001
accuracy,A,2,100,6,2,21,OLS,29.296,,0.419636,0.0
accuracy,A,2,100,6,2,22,dCor-PP (this thesis),8.9203,0.245171,0.225023,0.058
accuracy,A,2,100,6,2,22,Sheng-Yin (SQP),6.0091,0.170273,0.19996,0.068
accuracy,A,2,100,6,2,22,SIR,11.2551,0.227195,0.203031,0.0
accuracy,A,2,100,6,2,22,OLS,25.0406,,0.247828,0.0
accuracy,A,2,100,6,2,23,dCor-PP (this thesis),16.34,0.387078,0.301829,0.061
accuracy,A,2,100,6,2,23,Sheng-Yin (SQP),14.085,0.352518,0.286724,0.067
accuracy,A,2,100,6,2,23,SIR,21.1219,0.415125,0.275246,0.0
accuracy,A,2,100,6,2,23,OLS,7.5501,,0.454699,0.0
accuracy,A,2,100,6,2,24,dCor-PP (this thesis),8.7679,0.201327,0.298587,0.062
accuracy,A,2,100,6,2,24,Sheng-Yin (SQP),6.947,0.151038,0.301813,0.071
accuracy,A,2,100,6,2,24,SIR,25.7089,0.615032,0.244907,0.0
accuracy,A,2,100,6,2,24,OLS,22.9089,,0.382603,0.0
accuracy,A,2,100,6,2,25,dCor-PP (this thesis),8.3384,0.205508,0.257164,0.07
accuracy,A,2,100,6,2,25,Sheng-Yin (SQP),10.0037,0.232946,0.250511,0.079
accuracy,A,2,100,6,2,25,SIR,27.9199,0.730114,0.195525,0.0
accuracy,A,2,100,6,2,25,OLS,16.5747,,0.364218,0.0
accuracy,A,2,100,6,2,26,dCor-PP (this thesis),9.4818,0.273305,0.2271,0.061
accuracy,A,2,100,6,2,26,Sheng-Yin (SQP),6.7593,0.148099,0.245442,0.065
accuracy,A,2,100,6,2,26,SIR,36.1023,0.886652,0.188207,0.001
accuracy,A,2,100,6,2,26,OLS,17.4359,,0.336455,0.0
accuracy,A,2,100,6,2,27,dCor-PP (this thesis),9.6763,0.26383,0.312911,0.052
accuracy,A,2,100,6,2,27,Sheng-Yin (SQP),7.2251,0.207497,0.299542,0.061
