# script: ch06_best_d_dm_tests.py
# seeds: 0
seed,train_kurtosis,test_kurtosis,z_2001_09,z_2001_10,train_min,train_max,loading_f1,loading_f3,loading_f6
0,-0.031006382890503392,41.38462405296935,-3.5811449262551736,8.241098331855829,-1.687162433891301,3.526271470968762,-0.6213666536835658,0.4968844583513061,-0.5494728881134315
